time,latitude,longitude,sieve_size,total_dry_weight_volume_all_size_fractions_normalized_200m_depth_mg_m3,total_dry_weight_volume_all_size_fractions_mg_m3,total_wet_weight_volume_all_size_fractions_mg_m3,total_wet_weight_volume_all_size_fractions_normalized_200m_depth_mg_m3,volume_of_water_m3,dry_weight_volume_of_water_mg_m3,max_depth,dry_weight_mg,duration_minutes,dry_weight_volume_of_water_normalized_200m_depth_mg_m3,wet_weight_volume_of_water_normalized_200m_depth_mg_m3,wet_weight_mg,wet_weight_volume_of_water_mg_m3
1994-04-06 15:58:00,31.564833333333333,-63.87416666666667,200.0,843.69,4.22,53.73,10745.33,135.501,1.55,,210.4,28,310.55,3630.98,2460.0,18.15
1994-04-06 15:58:00,31.564833333333333,-63.87416666666667,500.0,843.69,4.22,53.73,10745.33,135.501,0.89,,120.2,28,177.42,1800.73,1220.0,9.0
1994-04-06 15:58:00,31.564833333333333,-63.87416666666667,1000.0,843.69,4.22,53.73,10745.33,135.501,0.81,,110.4,28,162.95,3247.22,2200.0,16.24
1994-04-06 15:58:00,31.564833333333333,-63.87416666666667,2000.0,843.69,4.22,53.73,10745.33,135.501,0.7,,94.4,28,139.34,1387.45,940.0,6.94
1994-04-06 15:58:00,31.564833333333333,-63.87416666666667,5000.0,843.69,4.22,53.73,10745.33,135.501,0.27,,36.2,28,53.43,678.96,460.0,3.39
1994-04-06 16:25:00,31.5575,-63.86983333333333,200.0,554.39,2.77,28.56,5712.65,227.565,1.02,,232.0,26,203.9,2285.06,2600.0,11.43
1994-04-06 16:25:00,31.5575,-63.86983333333333,500.0,554.39,2.77,28.56,5712.65,227.565,0.79,,180.2,26,158.37,1599.54,1820.0,8.0
1994-04-06 16:25:00,31.5575,-63.86983333333333,1000.0,554.39,2.77,28.56,5712.65,227.565,0.47,,106.8,26,93.86,914.02,1040.0,4.57
1994-04-06 16:25:00,31.5575,-63.86983333333333,2000.0,554.39,2.77,28.56,5712.65,227.565,0.34,,77.0,26,67.67,615.21,700.0,3.08
1994-04-06 16:25:00,31.5575,-63.86983333333333,5000.0,554.39,2.77,28.56,5712.65,227.565,0.15,,34.8,26,30.58,298.82,340.0,1.49
1994-04-06 22:57:00,31.509666666666668,-63.784,200.0,459.61,2.3,22.74,4547.65,553.252,0.38,,207.8,47,75.12,788.07,2180.0,3.94
1994-04-06 22:57:00,31.509666666666668,-63.784,500.0,459.61,2.3,22.74,4547.65,553.252,0.55,,306.2,47,110.69,1084.5,3000.0,5.42
1994-04-06 22:57:00,31.509666666666668,-63.784,1000.0,459.61,2.3,22.74,4547.65,553.252,0.61,,337.6,47,122.04,1185.72,3280.0,5.93
1994-04-06 22:57:00,31.509666666666668,-63.784,2000.0,459.61,2.3,22.74,4547.65,553.252,0.64,,354.4,47,128.12,1286.94,3560.0,6.43
1994-04-06 22:57:00,31.509666666666668,-63.784,5000.0,459.61,2.3,22.74,4547.65,553.252,0.12,,65.4,47,23.64,202.44,560.0,1.01
1994-04-06 23:46:00,31.501333333333335,-63.779333333333334,1000.0,,,,,522.902,0.74,,384.6,30,147.1,1399.88,3660.0,7.0
1994-04-06 23:46:00,31.501333333333335,-63.779333333333334,2000.0,,,,,522.902,0.7,,368.6,30,140.98,1200.99,3140.0,6.0
1994-04-06 23:46:00,31.501333333333335,-63.779333333333334,5000.0,,,,,522.902,0.09,,46.6,30,17.82,152.99,400.0,0.76
1994-04-18 21:14:00,31.691833333333335,-64.135,200.0,229.84,1.15,11.21,2242.73,388.098,0.31,,122.0,26,62.87,684.36,1328.0,3.42
1994-04-18 21:14:00,31.691833333333335,-64.135,500.0,229.84,1.15,11.21,2242.73,388.098,0.29,,112.0,26,57.72,523.58,1016.0,2.62
1994-04-18 21:14:00,31.691833333333335,-64.135,1000.0,229.84,1.15,11.21,2242.73,388.098,0.3,,118.0,26,60.81,495.75,962.0,2.48
1994-04-18 21:14:00,31.691833333333335,-64.135,2000.0,229.84,1.15,11.21,2242.73,388.098,0.22,,86.0,26,44.32,490.6,952.0,2.45
1994-04-18 21:14:00,31.691833333333335,-64.135,5000.0,229.84,1.15,11.21,2242.73,388.098,0.02,,8.0,26,4.12,48.44,94.0,0.24
1994-04-18 21:42:00,31.757166666666667,-64.13616666666667,200.0,164.34,0.82,8.26,1651.11,362.665,0.24,,86.0,23,47.43,505.15,916.0,2.53
1994-04-18 21:42:00,31.757166666666667,-64.13616666666667,500.0,164.34,0.82,8.26,1651.11,362.665,0.22,,80.0,23,44.12,467.65,848.0,2.34
1994-04-18 21:42:00,31.757166666666667,-64.13616666666667,1000.0,164.34,0.82,8.26,1651.11,362.665,0.23,,82.0,23,45.22,394.85,716.0,1.97
1994-04-18 21:42:00,31.757166666666667,-64.13616666666667,2000.0,164.34,0.82,8.26,1651.11,362.665,0.13,,46.0,23,25.37,238.24,432.0,1.19
1994-04-18 21:42:00,31.757166666666667,-64.13616666666667,5000.0,164.34,0.82,8.26,1651.11,362.665,0.01,,4.0,23,2.21,45.22,82.0,0.23
1994-04-19 10:52:00,31.755666666666666,-64.07966666666667,200.0,151.11,0.76,7.21,1441.08,251.478,0.42,,106.0,30,84.3,796.89,1002.0,3.98
1994-04-19 10:52:00,31.755666666666666,-64.07966666666667,500.0,151.11,0.76,7.21,1441.08,251.478,0.26,,66.0,30,52.49,388.11,488.0,1.94
1994-04-19 10:52:00,31.755666666666666,-64.07966666666667,1000.0,151.11,0.76,7.21,1441.08,251.478,0.03,,8.0,30,6.36,63.62,80.0,0.32
1994-04-19 10:52:00,31.755666666666666,-64.07966666666667,2000.0,151.11,0.76,7.21,1441.08,251.478,0.03,,8.0,30,6.36,116.11,146.0,0.58
1994-04-19 10:52:00,31.755666666666666,-64.07966666666667,5000.0,151.11,0.76,7.21,1441.08,251.478,0.01,,2.0,30,1.59,76.35,96.0,0.38
1994-04-19 11:25:00,31.761166666666668,-64.0885,1000.0,,,,,214.944,0.06,,12.0,26,11.17,143.29,154.0,0.72
1994-04-19 11:25:00,31.761166666666668,-64.0885,2000.0,,,,,214.944,0.0,,0.0,26,0.0,9.3,10.0,0.05
1994-04-19 11:25:00,31.761166666666668,-64.0885,5000.0,,,,,214.944,0.0,,0.0,26,0.0,27.91,30.0,0.14
1994-05-17 09:15:00,31.883166666666668,-63.98416666666667,200.0,145.88,0.73,9.27,1854.94,486.14,0.26,,125.8,40,51.75,454.85,1105.6,2.27
1994-05-17 09:15:00,31.883166666666668,-63.98416666666667,500.0,145.88,0.73,9.27,1854.94,486.14,0.34,,165.6,40,68.13,577.78,1404.4,2.89
1994-05-17 09:15:00,31.883166666666668,-63.98416666666667,1000.0,145.88,0.73,9.27,1854.94,486.14,0.09,,45.2,40,18.6,153.04,372.0,0.77
1994-05-17 09:15:00,31.883166666666668,-63.98416666666667,2000.0,145.88,0.73,9.27,1854.94,486.14,0.04,,18.0,40,7.41,76.85,186.8,0.38
1994-05-17 09:15:00,31.883166666666668,-63.98416666666667,5000.0,145.88,0.73,9.27,1854.94,486.14,0.0,,0.0,40,0.0,592.42,1440.0,2.96
1994-05-17 10:27:00,31.884,-63.9765,200.0,54.16,0.27,1.81,361.39,189.822,0.09,,16.4,33,17.28,60.48,57.4,0.3
1994-05-17 10:27:00,31.884,-63.9765,500.0,54.16,0.27,1.81,361.39,189.822,0.15,,27.8,33,29.29,204.19,193.8,1.02
1994-05-17 10:27:00,31.884,-63.9765,1000.0,54.16,0.27,1.81,361.39,189.822,0.02,,4.2,33,4.43,30.77,29.2,0.15
1994-05-17 10:27:00,31.884,-63.9765,2000.0,54.16,0.27,1.81,361.39,189.822,0.01,,1.4,33,1.48,59.63,56.6,0.3
1994-05-17 10:27:00,31.884,-63.9765,5000.0,54.16,0.27,1.81,361.39,189.822,0.01,,1.6,33,1.69,6.32,6.0,0.03
1994-05-17 21:24:00,31.9745,-63.877833333333335,200.0,183.15,0.92,6.8,1359.75,574.163,0.18,,103.2,26,35.95,324.37,931.2,1.62
1994-05-17 21:24:00,31.9745,-63.877833333333335,500.0,183.15,0.92,6.8,1359.75,574.163,0.27,,154.8,26,53.92,396.96,1139.6,1.98
1994-05-17 21:24:00,31.9745,-63.877833333333335,1000.0,183.15,0.92,6.8,1359.75,574.163,0.23,,132.2,26,46.05,333.84,958.4,1.67
1994-05-17 21:24:00,31.9745,-63.877833333333335,2000.0,183.15,0.92,6.8,1359.75,574.163,0.21,,120.4,26,41.94,279.99,803.8,1.4
1994-05-17 21:24:00,31.9745,-63.877833333333335,5000.0,183.15,0.92,6.8,1359.75,574.163,0.03,,15.2,26,5.29,24.59,70.6,0.12
1994-05-17 21:55:00,31.9745,-63.872,200.0,222.39,1.11,10.44,2087.9,578.265,0.21,,122.2,27,42.26,399.96,1156.4,2.0
1994-05-17 21:55:00,31.9745,-63.872,500.0,222.39,1.11,10.44,2087.9,578.265,0.41,,239.8,27,82.94,735.17,2125.6,3.68
1994-05-17 21:55:00,31.9745,-63.872,1000.0,222.39,1.11,10.44,2087.9,578.265,0.25,,146.4,27,50.63,389.79,1127.0,1.95
1994-05-17 21:55:00,31.9745,-63.872,2000.0,222.39,1.11,10.44,2087.9,578.265,0.18,,102.8,27,35.55,434.54,1256.4,2.17
1994-05-17 21:55:00,31.9745,-63.872,5000.0,222.39,1.11,10.44,2087.9,578.265,0.05,,31.8,27,11.0,128.45,371.4,0.64
1994-06-13 22:50:00,31.7525,-64.09283333333333,200.0,370.08,1.85,6.43,1285.9,773.995,0.11,,83.6,35,21.6,25.68,99.4,0.13
1994-06-13 22:50:00,31.7525,-64.09283333333333,500.0,370.08,1.85,6.43,1285.9,773.995,0.38,,291.0,35,75.19,236.44,915.0,1.18
1994-06-13 22:50:00,31.7525,-64.09283333333333,1000.0,370.08,1.85,6.43,1285.9,773.995,0.58,,450.4,35,116.38,438.45,1696.8,2.19
1994-06-13 22:50:00,31.7525,-64.09283333333333,2000.0,370.08,1.85,6.43,1285.9,773.995,0.59,,457.8,35,118.3,509.41,1971.4,2.55
1994-06-13 22:50:00,31.7525,-64.09283333333333,5000.0,370.08,1.85,6.43,1285.9,773.995,0.19,,149.4,35,38.6,75.92,293.8,0.38
1994-06-13 23:33:00,31.7415,-64.09116666666667,200.0,296.26,1.48,3.06,612.41,687.906,0.24,,163.8,30,47.62,57.97,199.4,0.29
1994-06-13 23:33:00,31.7415,-64.09116666666667,500.0,296.26,1.48,3.06,612.41,687.906,0.38,,264.8,30,76.99,163.51,562.4,0.82
1994-06-13 23:33:00,31.7415,-64.09116666666667,1000.0,296.26,1.48,3.06,612.41,687.906,0.46,,316.4,30,91.99,190.9,656.6,0.95
1994-06-13 23:33:00,31.7415,-64.09116666666667,2000.0,296.26,1.48,3.06,612.41,687.906,0.32,,222.8,30,64.78,177.12,609.2,0.89
1994-06-13 23:33:00,31.7415,-64.09116666666667,5000.0,296.26,1.48,3.06,612.41,687.906,0.07,,51.2,30,14.89,22.91,78.8,0.11
1994-06-14 10:34:00,31.7375,-64.00466666666667,200.0,185.69,0.93,5.44,1088.49,720.335,0.17,,124.6,31,34.6,156.43,563.4,0.78
1994-06-14 10:34:00,31.7375,-64.00466666666667,500.0,185.69,0.93,5.44,1088.49,720.335,0.29,,209.4,31,58.14,347.56,1251.8,1.74
1994-06-14 10:34:00,31.7375,-64.00466666666667,1000.0,185.69,0.93,5.44,1088.49,720.335,0.19,,138.2,31,38.37,189.25,681.6,0.95
1994-06-14 10:34:00,31.7375,-64.00466666666667,2000.0,185.69,0.93,5.44,1088.49,720.335,0.18,,133.0,31,36.93,314.63,1133.2,1.57
1994-06-14 10:34:00,31.7375,-64.00466666666667,5000.0,185.69,0.93,5.44,1088.49,720.335,0.09,,63.6,31,17.66,80.63,290.4,0.4
1994-06-14 11:08:00,31.744166666666665,-63.99883333333333,200.0,122.66,0.61,1.69,337.28,667.216,0.1,,67.6,39,20.26,70.2,234.2,0.35
1994-06-14 11:08:00,31.744166666666665,-63.99883333333333,500.0,122.66,0.61,1.69,337.28,667.216,0.16,,104.4,39,31.29,105.99,353.6,0.53
1994-06-14 11:08:00,31.744166666666665,-63.99883333333333,1000.0,122.66,0.61,1.69,337.28,667.216,0.12,,77.8,39,23.32,50.06,167.0,0.25
1994-06-14 11:08:00,31.744166666666665,-63.99883333333333,2000.0,122.66,0.61,1.69,337.28,667.216,0.13,,84.6,39,25.36,69.0,230.2,0.35
1994-06-14 11:08:00,31.744166666666665,-63.99883333333333,5000.0,122.66,0.61,1.69,337.28,667.216,0.11,,74.8,39,22.42,42.03,140.2,0.21
1994-07-18 23:17:00,31.574,-64.19083333333333,200.0,287.18,1.44,6.48,1296.42,621.218,0.3,,185.8,35,59.82,280.48,871.2,1.4
1994-07-18 23:17:00,31.574,-64.19083333333333,500.0,287.18,1.44,6.48,1296.42,621.218,0.52,,325.2,35,104.7,563.34,1749.8,2.82
1994-07-18 23:17:00,31.574,-64.19083333333333,1000.0,287.18,1.44,6.48,1296.42,621.218,0.27,,170.6,35,54.92,236.44,734.4,1.18
1994-07-18 23:17:00,31.574,-64.19083333333333,2000.0,287.18,1.44,6.48,1296.42,621.218,0.26,,158.8,35,51.13,183.45,569.8,0.92
1994-07-18 23:17:00,31.574,-64.19083333333333,5000.0,287.18,1.44,6.48,1296.42,621.218,0.08,,51.6,35,16.61,32.71,101.6,0.16
1994-07-18 23:58:00,31.577833333333334,-64.1905,200.0,295.07,1.48,6.84,1367.81,577.362,0.25,,142.4,35,49.33,345.71,998.0,1.73
1994-07-18 23:58:00,31.577833333333334,-64.1905,500.0,295.07,1.48,6.84,1367.81,577.362,0.51,,294.8,35,102.12,465.64,1344.2,2.33
1994-07-18 23:58:00,31.577833333333334,-64.1905,1000.0,295.07,1.48,6.84,1367.81,577.362,0.34,,194.6,35,67.41,266.45,769.2,1.33
1994-07-18 23:58:00,31.577833333333334,-64.1905,2000.0,295.07,1.48,6.84,1367.81,577.362,0.32,,182.8,35,63.32,259.25,748.4,1.3
1994-07-18 23:58:00,31.577833333333334,-64.1905,5000.0,295.07,1.48,6.84,1367.81,577.362,0.06,,37.2,35,12.89,30.76,88.8,0.15
1994-07-19 09:53:00,31.671333333333333,-64.17683333333333,200.0,144.43,0.72,1.48,295.86,217.401,0.28,,60.4,28,55.57,133.21,144.8,0.67
1994-07-19 09:53:00,31.671333333333333,-64.17683333333333,500.0,144.43,0.72,1.48,295.86,217.401,0.28,,61.8,28,56.85,79.67,86.6,0.4
1994-07-19 09:53:00,31.671333333333333,-64.17683333333333,1000.0,144.43,0.72,1.48,295.86,217.401,0.09,,19.6,28,18.03,37.9,41.2,0.19
1994-07-19 09:53:00,31.671333333333333,-64.17683333333333,2000.0,144.43,0.72,1.48,295.86,217.401,0.06,,12.0,28,11.04,38.09,41.4,0.19
1994-07-19 09:53:00,31.671333333333333,-64.17683333333333,5000.0,144.43,0.72,1.48,295.86,217.401,0.01,,3.2,28,2.94,6.99,7.6,0.03
1994-07-19 10:43:00,31.670833333333334,-64.17833333333333,200.0,151.97,0.76,1.52,303.77,224.779,0.14,,30.6,37,27.23,36.3,40.8,0.18
1994-07-19 10:43:00,31.670833333333334,-64.17833333333333,500.0,151.97,0.76,1.52,303.77,224.779,0.29,,65.8,37,58.55,91.82,103.2,0.46
1994-07-19 10:43:00,31.670833333333334,-64.17833333333333,1000.0,151.97,0.76,1.52,303.77,224.779,0.17,,38.6,37,34.34,61.39,69.0,0.31
1994-07-19 10:43:00,31.670833333333334,-64.17833333333333,2000.0,151.97,0.76,1.52,303.77,224.779,0.11,,25.6,37,22.78,98.05,110.2,0.49
1994-07-19 10:43:00,31.670833333333334,-64.17833333333333,5000.0,151.97,0.76,1.52,303.77,224.779,0.05,,10.2,37,9.08,16.19,18.2,0.08
1994-08-15 22:50:00,31.670333333333332,-64.1705,200.0,478.52,2.39,11.63,2325.14,616.394,0.47,,287.6,34,93.32,402.53,1240.6,2.01
1994-08-15 22:50:00,31.670333333333332,-64.1705,500.0,478.52,2.39,11.63,2325.14,616.394,0.75,,462.2,34,149.97,686.64,2116.2,3.43
1994-08-15 22:50:00,31.670333333333332,-64.1705,1000.0,478.52,2.39,11.63,2325.14,616.394,0.54,,331.4,34,107.53,514.74,1586.4,2.57
1994-08-15 22:50:00,31.670333333333332,-64.1705,2000.0,478.52,2.39,11.63,2325.14,616.394,0.56,,347.8,34,112.85,637.97,1966.2,3.19
1994-08-15 22:50:00,31.670333333333332,-64.1705,5000.0,478.52,2.39,11.63,2325.14,616.394,0.07,,45.8,34,14.86,83.26,256.6,0.42
1994-08-15 23:27:00,31.6775,-64.177,200.0,411.5,2.06,7.57,1514.3,506.056,0.33,,166.0,33,65.61,178.32,451.2,0.89
1994-08-15 23:27:00,31.6775,-64.177,500.0,411.5,2.06,7.57,1514.3,506.056,0.7,,356.6,33,140.93,546.42,1382.6,2.73
1994-08-15 23:27:00,31.6775,-64.177,1000.0,411.5,2.06,7.57,1514.3,506.056,0.46,,231.2,33,91.37,344.15,870.8,1.72
1994-08-15 23:27:00,31.6775,-64.177,2000.0,411.5,2.06,7.57,1514.3,506.056,0.4,,202.2,33,79.91,311.74,788.8,1.56
1994-08-15 23:27:00,31.6775,-64.177,5000.0,411.5,2.06,7.57,1514.3,506.056,0.17,,85.2,33,33.67,133.66,338.2,0.67
1994-08-16 09:56:00,31.673666666666666,-64.16683333333333,200.0,172.17,0.86,1.6,320.42,297.607,0.24,,70.4,32,47.31,52.55,78.2,0.26
1994-08-16 09:56:00,31.673666666666666,-64.16683333333333,500.0,172.17,0.86,1.6,320.42,297.607,0.35,,103.4,32,69.49,175.0,260.4,0.87
1994-08-16 09:56:00,31.673666666666666,-64.16683333333333,1000.0,172.17,0.86,1.6,320.42,297.607,0.16,,46.8,32,31.45,41.67,62.0,0.21
1994-08-16 09:56:00,31.673666666666666,-64.16683333333333,2000.0,172.17,0.86,1.6,320.42,297.607,0.09,,25.4,32,17.07,21.24,31.6,0.11
1994-08-16 09:56:00,31.673666666666666,-64.16683333333333,5000.0,172.17,0.86,1.6,320.42,297.607,0.03,,10.2,32,6.85,29.97,44.6,0.15
1994-08-16 10:36:00,31.6775,-64.17016666666666,200.0,218.09,1.09,1.54,307.46,315.098,0.37,,117.6,28,74.64,82.51,130.0,0.41
1994-08-16 10:36:00,31.6775,-64.17016666666666,500.0,218.09,1.09,1.54,307.46,315.098,0.46,,144.6,28,91.78,161.47,254.4,0.81
1994-08-16 10:36:00,31.6775,-64.17016666666666,1000.0,218.09,1.09,1.54,307.46,315.098,0.14,,45.0,28,28.56,34.78,54.8,0.17
1994-08-16 10:36:00,31.6775,-64.17016666666666,2000.0,218.09,1.09,1.54,307.46,315.098,0.11,,35.6,28,22.6,27.93,44.0,0.14
1994-08-16 10:36:00,31.6775,-64.17016666666666,5000.0,218.09,1.09,1.54,307.46,315.098,0.0,,0.8,28,0.51,0.76,1.2,0.0
1994-09-20 00:04:00,31.7005,-64.15433333333333,200.0,325.79,1.63,9.26,1851.45,695.259,0.41,,285.46,28,82.12,471.94,1640.6,2.36
1994-09-20 00:04:00,31.7005,-64.15433333333333,500.0,325.79,1.63,9.26,1851.45,695.259,0.47,,325.78,28,93.71,566.64,1969.8,2.83
1994-09-20 00:04:00,31.7005,-64.15433333333333,1000.0,325.79,1.63,9.26,1851.45,695.259,0.45,,316.22,28,90.96,608.46,2115.2,3.04
1994-09-20 00:04:00,31.7005,-64.15433333333333,2000.0,325.79,1.63,9.26,1851.45,695.259,0.22,,150.86,28,43.4,186.18,647.2,0.93
1994-09-20 00:04:00,31.7005,-64.15433333333333,5000.0,325.79,1.63,9.26,1851.45,695.259,0.08,,54.22,28,15.6,18.24,63.4,0.09
1994-09-20 00:35:00,31.7195,-64.162,200.0,332.91,1.66,7.78,1556.13,823.708,0.44,,362.94,37,88.12,336.38,1385.4,1.68
1994-09-20 00:35:00,31.7195,-64.162,500.0,332.91,1.66,7.78,1556.13,823.708,0.55,,450.16,37,109.3,574.04,2364.2,2.87
1994-09-20 00:35:00,31.7195,-64.162,1000.0,332.91,1.66,7.78,1556.13,823.708,0.43,,352.24,37,85.53,464.44,1912.8,2.32
1994-09-20 00:35:00,31.7195,-64.162,2000.0,332.91,1.66,7.78,1556.13,823.708,0.19,,153.92,37,37.37,133.3,549.0,0.67
1994-09-20 00:35:00,31.7195,-64.162,5000.0,332.91,1.66,7.78,1556.13,823.708,0.06,,51.84,37,12.59,47.98,197.6,0.24
1994-09-20 09:49:00,31.671666666666667,-64.18016666666666,200.0,114.39,0.57,0.82,163.61,463.308,0.15,,67.8,32,29.27,37.12,86.0,0.19
1994-09-20 09:49:00,31.671666666666667,-64.18016666666666,500.0,114.39,0.57,0.82,163.61,463.308,0.19,,90.0,32,38.85,64.06,148.4,0.32
1994-09-20 09:49:00,31.671666666666667,-64.18016666666666,1000.0,114.39,0.57,0.82,163.61,463.308,0.13,,60.0,32,25.9,29.61,68.6,0.15
1994-09-20 09:49:00,31.671666666666667,-64.18016666666666,2000.0,114.39,0.57,0.82,163.61,463.308,0.07,,31.2,32,13.47,24.09,55.8,0.12
1994-09-20 09:49:00,31.671666666666667,-64.18016666666666,5000.0,114.39,0.57,0.82,163.61,463.308,0.03,,16.0,32,6.91,8.72,20.2,0.04
1994-09-20 11:08:00,31.673833333333334,-64.19466666666666,200.0,209.9,1.05,3.2,639.63,680.141,0.25,,166.8,30,49.05,83.57,284.2,0.42
1994-09-20 11:08:00,31.673833333333334,-64.19466666666666,500.0,209.9,1.05,3.2,639.63,680.141,0.38,,256.8,30,75.51,257.06,874.2,1.29
1994-09-20 11:08:00,31.673833333333334,-64.19466666666666,1000.0,209.9,1.05,3.2,639.63,680.141,0.28,,193.4,30,56.87,225.36,766.4,1.13
1994-09-20 11:08:00,31.673833333333334,-64.19466666666666,2000.0,209.9,1.05,3.2,639.63,680.141,0.1,,65.0,30,19.11,61.34,208.6,0.31
1994-09-20 11:08:00,31.673833333333334,-64.19466666666666,5000.0,209.9,1.05,3.2,639.63,680.141,0.05,,31.8,30,9.35,12.29,41.8,0.06
1994-10-19 01:20:00,31.676833333333335,-64.16516666666666,200.0,394.48,1.97,14.34,2867.39,1057.284,0.36,,376.8,40,71.28,538.02,2844.2,2.69
1994-10-19 01:20:00,31.676833333333335,-64.16516666666666,500.0,394.48,1.97,14.34,2867.39,1057.284,0.55,,577.0,40,109.15,785.07,4150.2,3.93
1994-10-19 01:20:00,31.676833333333335,-64.16516666666666,1000.0,394.48,1.97,14.34,2867.39,1057.284,0.68,,723.0,40,136.77,943.32,4986.8,4.72
1994-10-19 01:20:00,31.676833333333335,-64.16516666666666,2000.0,394.48,1.97,14.34,2867.39,1057.284,0.38,,404.2,40,76.46,599.2,3167.6,3.0
1994-10-19 01:20:00,31.676833333333335,-64.16516666666666,5000.0,394.48,1.97,14.34,2867.39,1057.284,0.0,,4.4,40,0.83,1.78,9.4,0.01
1994-10-19 02:00:00,31.668,-64.17116666666666,200.0,598.5,2.99,20.42,4083.84,1044.075,0.36,,377.4,35,72.29,409.74,2139.0,2.05
1994-10-19 02:00:00,31.668,-64.17116666666666,500.0,598.5,2.99,20.42,4083.84,1044.075,0.79,,820.2,35,157.12,1006.33,5253.4,5.03
1994-10-19 02:00:00,31.668,-64.17116666666666,1000.0,598.5,2.99,20.42,4083.84,1044.075,1.15,,1197.0,35,229.29,1655.74,8643.6,8.28
1994-10-19 02:00:00,31.668,-64.17116666666666,2000.0,598.5,2.99,20.42,4083.84,1044.075,0.44,,464.4,35,88.96,526.25,2747.2,2.63
1994-10-19 02:00:00,31.668,-64.17116666666666,5000.0,598.5,2.99,20.42,4083.84,1044.075,0.25,,265.4,35,50.84,485.79,2536.0,2.43
1994-10-19 10:14:00,31.631666666666668,-64.141,200.0,199.92,1.0,3.92,784.26,646.062,0.26,,166.0,37,51.39,132.0,426.4,0.66
1994-10-19 10:14:00,31.631666666666668,-64.141,500.0,199.92,1.0,3.92,784.26,646.062,0.38,,244.6,37,75.72,370.31,1196.2,1.85
1994-10-19 10:14:00,31.631666666666668,-64.141,1000.0,199.92,1.0,3.92,784.26,646.062,0.23,,151.4,37,46.87,176.58,570.4,0.88
1994-10-19 10:14:00,31.631666666666668,-64.141,2000.0,199.92,1.0,3.92,784.26,646.062,0.13,,81.2,37,25.14,103.77,335.2,0.52
1994-10-19 10:14:00,31.631666666666668,-64.141,5000.0,199.92,1.0,3.92,784.26,646.062,0.0,,2.6,37,0.8,1.61,5.2,0.01
1994-10-19 10:54:00,31.628333333333334,-64.1395,200.0,124.69,0.62,0.75,150.29,526.436,0.2,,107.4,30,40.8,45.59,120.0,0.23
1994-10-19 10:54:00,31.628333333333334,-64.1395,500.0,124.69,0.62,0.75,150.29,526.436,0.24,,127.4,30,48.4,54.02,142.2,0.27
1994-10-19 10:54:00,31.628333333333334,-64.1395,1000.0,124.69,0.62,0.75,150.29,526.436,0.12,,64.6,30,24.54,28.8,75.8,0.14
1994-10-19 10:54:00,31.628333333333334,-64.1395,2000.0,124.69,0.62,0.75,150.29,526.436,0.05,,26.8,30,10.18,16.18,42.6,0.08
1994-10-19 10:54:00,31.628333333333334,-64.1395,5000.0,124.69,0.62,0.75,150.29,526.436,0.0,,2.0,30,0.76,5.7,15.0,0.03
1994-11-14 23:53:00,31.671833333333332,-64.18383333333334,200.0,265.6,1.33,2.62,523.58,1190.66,0.22,,262.4,40,44.08,50.12,298.4,0.25
1994-11-14 23:53:00,31.671833333333332,-64.18383333333334,500.0,265.6,1.33,2.62,523.58,1190.66,0.31,,363.4,40,61.04,86.17,513.0,0.43
1994-11-14 23:53:00,31.671833333333332,-64.18383333333334,1000.0,265.6,1.33,2.62,523.58,1190.66,0.41,,490.6,40,82.41,216.45,1288.6,1.08
1994-11-14 23:53:00,31.671833333333332,-64.18383333333334,2000.0,265.6,1.33,2.62,523.58,1190.66,0.32,,377.4,40,63.39,151.31,900.8,0.76
1994-11-14 23:53:00,31.671833333333332,-64.18383333333334,5000.0,265.6,1.33,2.62,523.58,1190.66,0.07,,87.4,40,14.68,19.52,116.2,0.1
1994-11-15 00:37:00,31.678333333333335,-64.19366666666667,200.0,374.54,1.87,3.3,660.5,969.622,0.28,,273.2,31,56.35,62.83,304.6,0.31
1994-11-15 00:37:00,31.678333333333335,-64.19366666666667,500.0,374.54,1.87,3.3,660.5,969.622,0.39,,382.0,31,78.79,107.46,521.0,0.54
1994-11-15 00:37:00,31.678333333333335,-64.19366666666667,1000.0,374.54,1.87,3.3,660.5,969.622,0.46,,446.6,31,92.12,161.05,780.8,0.81
1994-11-15 00:37:00,31.678333333333335,-64.19366666666667,2000.0,374.54,1.87,3.3,660.5,969.622,0.61,,591.8,31,122.07,295.25,1431.4,1.48
1994-11-15 00:37:00,31.678333333333335,-64.19366666666667,5000.0,374.54,1.87,3.3,660.5,969.622,0.13,,122.2,31,25.21,33.91,164.4,0.17
1994-11-15 10:44:00,31.702666666666666,-64.14766666666667,200.0,134.44,0.67,3.52,703.02,1109.499,0.15,,167.6,48,30.21,139.23,772.4,0.7
1994-11-15 10:44:00,31.702666666666666,-64.14766666666667,500.0,134.44,0.67,3.52,703.02,1109.499,0.2,,217.8,48,39.26,240.22,1332.6,1.2
1994-11-15 10:44:00,31.702666666666666,-64.14766666666667,1000.0,134.44,0.67,3.52,703.02,1109.499,0.15,,167.0,48,30.1,158.52,879.4,0.79
1994-11-15 10:44:00,31.702666666666666,-64.14766666666667,2000.0,134.44,0.67,3.52,703.02,1109.499,0.1,,108.4,48,19.54,108.37,601.2,0.54
1994-11-15 10:44:00,31.702666666666666,-64.14766666666667,5000.0,134.44,0.67,3.52,703.02,1109.499,0.08,,85.0,48,15.32,56.67,314.4,0.28
