time,latitude,longitude,sieve_size,total_dry_weight_volume_all_size_fractions_normalized_200m_depth_mg_m3,total_dry_weight_volume_all_size_fractions_mg_m3,total_wet_weight_volume_all_size_fractions_mg_m3,total_wet_weight_volume_all_size_fractions_normalized_200m_depth_mg_m3,volume_of_water_m3,dry_weight_volume_of_water_mg_m3,max_depth,dry_weight_mg,duration_minutes,dry_weight_volume_of_water_normalized_200m_depth_mg_m3,wet_weight_volume_of_water_normalized_200m_depth_mg_m3,wet_weight_mg,wet_weight_volume_of_water_mg_m3
2012-02-10 11:15:00,31.664511666666666,-64.159695,500.0,637.12,3.19,18.76,3752.86,583.811,1.33,138.0,778.2,37,266.59,1430.74,4176.4,7.15
2012-02-10 11:15:00,31.664511666666666,-64.159695,1000.0,637.12,3.19,18.76,3752.86,583.811,0.9,138.0,522.8,37,179.1,1091.45,3186.0,5.46
2012-02-10 11:15:00,31.664511666666666,-64.159695,2000.0,637.12,3.19,18.76,3752.86,583.811,0.57,138.0,335.6,37,114.97,852.74,2489.2,4.26
2012-02-10 11:15:00,31.664511666666666,-64.159695,5000.0,637.12,3.19,18.76,3752.86,583.811,0.21,138.0,124.2,37,42.55,328.12,957.8,1.64
2012-03-07 22:06:00,31.69023,-64.16941833333334,200.0,789.83,3.95,26.55,5309.16,500.87,0.29,262.0,146.2,49,58.38,222.81,558.0,1.11
2012-03-07 22:06:00,31.69023,-64.16941833333334,500.0,789.83,3.95,26.55,5309.16,500.87,1.01,262.0,505.8,49,201.97,1185.7,2969.4,5.93
2012-03-07 22:06:00,31.69023,-64.16941833333334,1000.0,789.83,3.95,26.55,5309.16,500.87,0.69,262.0,347.2,49,138.64,911.13,2281.8,4.56
2012-03-07 22:06:00,31.69023,-64.16941833333334,2000.0,789.83,3.95,26.55,5309.16,500.87,0.97,262.0,488.0,49,194.86,1360.59,3407.4,6.8
2012-03-07 22:06:00,31.69023,-64.16941833333334,5000.0,789.83,3.95,26.55,5309.16,500.87,0.98,262.0,490.8,49,195.98,1628.92,4079.4,8.14
2012-03-07 23:00:00,31.699201666666667,-64.161645,200.0,774.34,3.87,24.79,4957.31,419.09,0.44,247.0,184.6,33,88.1,340.17,712.8,1.7
2012-03-07 23:00:00,31.699201666666667,-64.161645,500.0,774.34,3.87,24.79,4957.31,419.09,0.84,247.0,353.4,33,168.65,916.65,1920.8,4.58
2012-03-07 23:00:00,31.699201666666667,-64.161645,1000.0,774.34,3.87,24.79,4957.31,419.09,0.6,247.0,252.8,33,120.64,694.84,1456.0,3.47
2012-03-07 23:00:00,31.699201666666667,-64.161645,2000.0,774.34,3.87,24.79,4957.31,419.09,1.59,247.0,668.4,33,318.98,2347.18,4918.4,11.74
2012-03-07 23:00:00,31.699201666666667,-64.161645,5000.0,774.34,3.87,24.79,4957.31,419.09,0.39,247.0,163.4,33,77.98,658.47,1379.8,3.29
2012-03-08 10:18:00,31.674615,-64.16449833333333,200.0,739.14,3.7,24.14,4827.4,692.911,0.67,193.0,465.6,37,134.39,631.37,2187.4,3.16
2012-03-08 10:18:00,31.674615,-64.16449833333333,500.0,739.14,3.7,24.14,4827.4,692.911,1.02,193.0,710.0,37,204.93,1177.76,4080.4,5.89
2012-03-08 10:18:00,31.674615,-64.16449833333333,1000.0,739.14,3.7,24.14,4827.4,692.911,0.67,193.0,465.8,37,134.45,864.35,2994.6,4.32
2012-03-08 10:18:00,31.674615,-64.16449833333333,2000.0,739.14,3.7,24.14,4827.4,692.911,0.68,193.0,471.8,37,136.18,937.55,3248.2,4.69
2012-03-08 10:18:00,31.674615,-64.16449833333333,5000.0,739.14,3.7,24.14,4827.4,692.911,0.65,193.0,447.6,37,129.19,1216.37,4214.2,6.08
2012-03-08 11:00:00,31.681918333333332,-64.14968833333333,200.0,709.63,3.55,21.25,4250.93,549.809,0.71,210.0,392.6,35,142.81,552.99,1520.2,2.76
2012-03-08 11:00:00,31.681918333333332,-64.14968833333333,500.0,709.63,3.55,21.25,4250.93,549.809,1.23,210.0,676.0,35,245.9,1344.25,3695.4,6.72
2012-03-08 11:00:00,31.681918333333332,-64.14968833333333,1000.0,709.63,3.55,21.25,4250.93,549.809,0.8,210.0,442.4,35,160.93,1011.26,2780.0,5.06
2012-03-08 11:00:00,31.681918333333332,-64.14968833333333,2000.0,709.63,3.55,21.25,4250.93,549.809,0.47,210.0,260.0,35,94.58,807.63,2220.2,4.04
2012-03-08 11:00:00,31.681918333333332,-64.14968833333333,5000.0,709.63,3.55,21.25,4250.93,549.809,0.33,210.0,179.8,35,65.4,534.8,1470.2,2.67
2012-04-11 10:10:00,31.671155,-64.163005,200.0,878.47,4.39,29.7,5940.69,501.464,1.29,190.0,644.4,34,257.01,1372.22,3440.6,6.86
2012-04-11 10:10:00,31.671155,-64.163005,500.0,878.47,4.39,29.7,5940.69,501.464,1.1,190.0,550.4,34,219.52,1221.31,3062.2,6.11
2012-04-11 10:10:00,31.671155,-64.163005,1000.0,878.47,4.39,29.7,5940.69,501.464,1.16,190.0,581.4,34,231.88,1742.82,4369.8,8.71
2012-04-11 10:10:00,31.671155,-64.163005,2000.0,878.47,4.39,29.7,5940.69,501.464,0.66,190.0,329.0,34,131.22,1342.95,3367.2,6.71
2012-04-11 10:10:00,31.671155,-64.163005,5000.0,878.47,4.39,29.7,5940.69,501.464,0.19,190.0,97.4,34,38.85,261.39,655.4,1.31
2012-04-11 10:47:00,31.670203333333333,-64.16847666666666,200.0,1327.1,6.64,40.68,8136.88,258.187,2.06,247.0,532.0,38,412.1,2021.63,2609.8,10.11
2012-04-11 10:47:00,31.670203333333333,-64.16847666666666,500.0,1327.1,6.64,40.68,8136.88,258.187,2.02,247.0,520.4,38,403.12,2182.29,2817.2,10.91
2012-04-11 10:47:00,31.670203333333333,-64.16847666666666,1000.0,1327.1,6.64,40.68,8136.88,258.187,1.73,247.0,447.8,38,346.88,2382.76,3076.0,11.91
2012-04-11 10:47:00,31.670203333333333,-64.16847666666666,2000.0,1327.1,6.64,40.68,8136.88,258.187,0.36,247.0,93.8,38,72.66,562.38,726.0,2.81
2012-04-11 10:47:00,31.670203333333333,-64.16847666666666,5000.0,1327.1,6.64,40.68,8136.88,258.187,0.46,247.0,119.2,38,92.34,987.81,1275.2,4.94
2012-04-12 22:40:00,31.667468333333332,-64.167925,200.0,1409.65,7.05,38.41,7682.08,244.798,1.79,247.0,438.0,35,357.85,1595.93,1953.4,7.98
2012-04-12 22:40:00,31.667468333333332,-64.167925,500.0,1409.65,7.05,38.41,7682.08,244.798,2.01,247.0,491.4,35,401.47,1976.81,2419.6,9.88
2012-04-12 22:40:00,31.667468333333332,-64.167925,1000.0,1409.65,7.05,38.41,7682.08,244.798,2.04,247.0,498.8,35,407.52,2460.64,3011.8,12.3
2012-04-12 22:40:00,31.667468333333332,-64.167925,2000.0,1409.65,7.05,38.41,7682.08,244.798,0.58,247.0,142.0,35,116.01,757.52,927.2,3.79
2012-04-12 22:40:00,31.667468333333332,-64.167925,5000.0,1409.65,7.05,38.41,7682.08,244.798,0.63,247.0,155.2,35,126.8,891.18,1090.8,4.46
2012-04-12 23:18:00,31.671116666666666,-64.17210333333334,200.0,1133.89,5.67,31.1,6219.82,413.234,1.32,240.0,545.0,32,263.77,1185.48,2449.4,5.93
2012-04-12 23:18:00,31.671116666666666,-64.17210333333334,500.0,1133.89,5.67,31.1,6219.82,413.234,1.84,240.0,759.0,32,367.35,1863.06,3849.4,9.32
2012-04-12 23:18:00,31.671116666666666,-64.17210333333334,1000.0,1133.89,5.67,31.1,6219.82,413.234,1.57,240.0,646.8,32,313.04,1846.51,3815.2,9.23
2012-04-12 23:18:00,31.671116666666666,-64.17210333333334,2000.0,1133.89,5.67,31.1,6219.82,413.234,0.64,240.0,263.8,32,127.68,914.06,1888.6,4.57
2012-04-12 23:18:00,31.671116666666666,-64.17210333333334,5000.0,1133.89,5.67,31.1,6219.82,413.234,0.31,240.0,128.2,32,62.05,410.71,848.6,2.05
2012-04-26 10:10:00,31.630166666666668,-64.19123333333333,200.0,455.6,2.28,17.08,3416.27,701.76,0.76,176.4,531.0,30,151.33,848.61,2977.6,4.24
2012-04-26 10:10:00,31.630166666666668,-64.19123333333333,500.0,455.6,2.28,17.08,3416.27,701.76,0.63,176.4,440.8,30,125.63,942.2,3306.0,4.71
2012-04-26 10:10:00,31.630166666666668,-64.19123333333333,1000.0,455.6,2.28,17.08,3416.27,701.76,0.54,176.4,377.6,30,107.62,853.23,2993.8,4.27
2012-04-26 10:10:00,31.630166666666668,-64.19123333333333,2000.0,455.6,2.28,17.08,3416.27,701.76,0.27,176.4,189.4,30,53.98,489.23,1716.6,2.45
2012-04-26 10:10:00,31.630166666666668,-64.19123333333333,5000.0,455.6,2.28,17.08,3416.27,701.76,0.09,176.4,59.8,30,17.04,283.0,993.0,1.42
2012-04-26 10:45:00,31.624233333333333,-64.20628333333333,500.0,,,,,442.154,1.55,205.2,685.2,30,309.94,1929.46,4265.6,9.65
2012-04-26 10:45:00,31.624233333333333,-64.20628333333333,1000.0,,,,,442.154,0.65,205.2,286.2,30,129.46,945.92,2091.2,4.73
2012-04-26 10:45:00,31.624233333333333,-64.20628333333333,2000.0,,,,,442.154,0.34,205.2,150.2,30,67.94,709.35,1568.2,3.55
2012-04-26 10:45:00,31.624233333333333,-64.20628333333333,5000.0,,,,,442.154,0.1,205.2,44.2,30,19.99,839.62,1856.2,4.2
2012-04-26 22:25:00,31.660466666666668,-64.17658333333334,200.0,1299.58,6.5,43.34,8668.11,656.613,1.03,172.8,676.0,40,205.91,1095.8,3597.6,5.48
2012-04-26 22:25:00,31.660466666666668,-64.17658333333334,500.0,1299.58,6.5,43.34,8668.11,656.613,1.69,172.8,1110.0,40,338.1,1893.11,6215.2,9.47
2012-04-26 22:25:00,31.660466666666668,-64.17658333333334,1000.0,1299.58,6.5,43.34,8668.11,656.613,2.17,172.8,1424.0,40,433.74,2674.63,8781.0,13.37
2012-04-26 22:25:00,31.660466666666668,-64.17658333333334,2000.0,1299.58,6.5,43.34,8668.11,656.613,1.18,172.8,772.2,40,235.21,1856.56,6095.2,9.28
2012-04-26 22:25:00,31.660466666666668,-64.17658333333334,5000.0,1299.58,6.5,43.34,8668.11,656.613,0.43,172.8,284.4,40,86.63,1148.01,3769.0,5.74
2012-04-26 23:10:00,31.6627,-64.17153333333333,200.0,1648.2,8.24,53.73,10746.83,815.53,1.03,126.0,843.8,35,206.93,1134.77,4627.2,5.67
2012-04-26 23:10:00,31.6627,-64.17153333333333,500.0,1648.2,8.24,53.73,10746.83,815.53,1.86,126.0,1517.6,35,372.18,2213.19,9024.6,11.07
2012-04-26 23:10:00,31.6627,-64.17153333333333,1000.0,1648.2,8.24,53.73,10746.83,815.53,2.94,126.0,2397.8,35,588.03,3868.41,15774.0,19.34
2012-04-26 23:10:00,31.6627,-64.17153333333333,2000.0,1648.2,8.24,53.73,10746.83,815.53,1.87,126.0,1524.8,35,373.94,2498.89,10189.6,12.49
2012-04-26 23:10:00,31.6627,-64.17153333333333,5000.0,1648.2,8.24,53.73,10746.83,815.53,0.54,126.0,436.8,35,107.12,1031.57,4206.4,5.16
2012-05-18 22:05:00,31.6719,-64.17111333333334,200.0,1277.87,6.39,37.42,7483.58,334.808,1.54,241.0,515.4,35,307.88,1614.9,2703.4,8.07
2012-05-18 22:05:00,31.6719,-64.17111333333334,500.0,1277.87,6.39,37.42,7483.58,334.808,2.6,241.0,871.4,35,520.54,3064.21,5129.6,15.32
2012-05-18 22:05:00,31.6719,-64.17111333333334,1000.0,1277.87,6.39,37.42,7483.58,334.808,1.19,241.0,399.4,35,238.58,1339.4,2242.2,6.7
2012-05-18 22:05:00,31.6719,-64.17111333333334,2000.0,1277.87,6.39,37.42,7483.58,334.808,0.59,241.0,198.6,35,118.64,687.92,1151.6,3.44
2012-05-18 22:05:00,31.6719,-64.17111333333334,5000.0,1277.87,6.39,37.42,7483.58,334.808,0.46,241.0,154.4,35,92.23,777.16,1301.0,3.89
2012-05-18 22:43:00,31.670116666666665,-64.16968666666666,200.0,1131.54,5.66,32.93,6586.08,514.698,0.67,245.0,344.6,42,133.9,553.02,1423.2,2.77
2012-05-18 22:43:00,31.670116666666665,-64.16968666666666,500.0,1131.54,5.66,32.93,6586.08,514.698,2.03,245.0,1043.8,42,405.6,2389.13,6148.4,11.95
2012-05-18 22:43:00,31.670116666666665,-64.16968666666666,1000.0,1131.54,5.66,32.93,6586.08,514.698,1.77,245.0,909.8,42,353.53,1598.69,4114.2,7.99
2012-05-18 22:43:00,31.670116666666665,-64.16968666666666,2000.0,1131.54,5.66,32.93,6586.08,514.698,0.96,245.0,494.0,42,191.96,1431.83,3684.8,7.16
2012-05-18 22:43:00,31.670116666666665,-64.16968666666666,5000.0,1131.54,5.66,32.93,6586.08,514.698,0.23,245.0,119.8,42,46.55,613.41,1578.6,3.07
2012-05-19 10:04:00,31.669608333333333,-64.16863833333333,200.0,718.79,3.59,22.72,4544.65,579.477,0.58,162.0,334.8,31,115.55,462.28,1339.4,2.31
2012-05-19 10:04:00,31.669608333333333,-64.16863833333333,500.0,718.79,3.59,22.72,4544.65,579.477,1.11,162.0,641.6,31,221.44,1171.19,3393.4,5.86
2012-05-19 10:04:00,31.669608333333333,-64.16863833333333,1000.0,718.79,3.59,22.72,4544.65,579.477,0.98,162.0,566.2,31,195.42,1225.79,3551.6,6.13
2012-05-19 10:04:00,31.669608333333333,-64.16863833333333,2000.0,718.79,3.59,22.72,4544.65,579.477,0.58,162.0,335.8,31,115.9,1124.95,3259.4,5.62
2012-05-19 10:04:00,31.669608333333333,-64.16863833333333,5000.0,718.79,3.59,22.72,4544.65,579.477,0.35,162.0,204.2,31,70.48,560.44,1623.8,2.8
2012-05-19 10:39:00,31.659353333333332,-64.16879833333333,200.0,553.53,2.77,14.77,2954.67,585.772,0.51,151.0,299.8,35,102.36,370.11,1084.0,1.85
2012-05-19 10:39:00,31.659353333333332,-64.16879833333333,500.0,553.53,2.77,14.77,2954.67,585.772,0.91,151.0,535.4,35,182.8,902.47,2643.2,4.51
2012-05-19 10:39:00,31.659353333333332,-64.16879833333333,1000.0,553.53,2.77,14.77,2954.67,585.772,0.78,151.0,459.6,35,156.92,881.37,2581.4,4.41
2012-05-19 10:39:00,31.659353333333332,-64.16879833333333,2000.0,553.53,2.77,14.77,2954.67,585.772,0.42,151.0,246.0,35,83.99,670.84,1964.8,3.35
2012-05-19 10:39:00,31.659353333333332,-64.16879833333333,5000.0,553.53,2.77,14.77,2954.67,585.772,0.14,151.0,80.4,35,27.45,129.88,380.4,0.65
2012-06-18 00:28:00,31.656,-64.16742,200.0,634.84,3.17,11.34,2267.1,634.556,0.64,169.0,406.8,39,128.22,717.35,2276.0,3.59
2012-06-18 00:28:00,31.656,-64.16742,500.0,634.84,3.17,11.34,2267.1,634.556,1.32,169.0,840.2,39,264.82,290.72,922.4,1.45
2012-06-18 00:28:00,31.656,-64.16742,1000.0,634.84,3.17,11.34,2267.1,634.556,0.58,169.0,369.8,39,116.55,603.38,1914.4,3.02
2012-06-18 00:28:00,31.656,-64.16742,2000.0,634.84,3.17,11.34,2267.1,634.556,0.46,169.0,293.6,39,92.54,494.46,1568.8,2.47
2012-06-18 00:28:00,31.656,-64.16742,5000.0,634.84,3.17,11.34,2267.1,634.556,0.16,169.0,103.8,39,32.72,161.18,511.4,0.81
2012-06-18 01:12:00,31.638975,-64.16707833333334,200.0,928.83,4.64,27.24,5448.23,594.079,0.82,220.0,487.0,47,163.95,876.72,2604.2,4.38
2012-06-18 01:12:00,31.638975,-64.16707833333334,500.0,928.83,4.64,27.24,5448.23,594.079,1.87,220.0,1112.6,47,374.56,2188.6,6501.0,10.94
2012-06-18 01:12:00,31.638975,-64.16707833333334,1000.0,928.83,4.64,27.24,5448.23,594.079,1.08,220.0,644.2,47,216.87,1169.74,3474.6,5.85
2012-06-18 01:12:00,31.638975,-64.16707833333334,2000.0,928.83,4.64,27.24,5448.23,594.079,0.73,220.0,434.4,47,146.24,977.65,2904.0,4.89
2012-06-18 01:12:00,31.638975,-64.16707833333334,5000.0,928.83,4.64,27.24,5448.23,594.079,0.14,220.0,80.8,47,27.2,235.52,699.6,1.18
2012-06-18 10:08:00,31.656861666666668,-64.16665166666667,200.0,393.87,1.97,10.0,2000.36,331.48,0.57,241.0,187.4,37,113.07,472.55,783.2,2.36
2012-06-18 10:08:00,31.656861666666668,-64.16665166666667,500.0,393.87,1.97,10.0,2000.36,331.48,0.75,241.0,249.0,37,150.24,755.88,1252.8,3.78
2012-06-18 10:08:00,31.656861666666668,-64.16665166666667,1000.0,393.87,1.97,10.0,2000.36,331.48,0.38,241.0,126.6,37,76.38,411.73,682.4,2.06
2012-06-18 10:08:00,31.656861666666668,-64.16665166666667,2000.0,393.87,1.97,10.0,2000.36,331.48,0.2,241.0,66.4,37,40.06,252.08,417.8,1.26
2012-06-18 10:08:00,31.656861666666668,-64.16665166666667,5000.0,393.87,1.97,10.0,2000.36,331.48,0.07,241.0,23.4,37,14.12,108.12,179.2,0.54
2012-06-18 10:50:00,31.637016666666668,-64.16511833333334,200.0,537.72,2.69,12.54,2508.92,256.046,0.74,255.8,189.2,35,147.79,586.61,751.0,2.93
2012-06-18 10:50:00,31.637016666666668,-64.16511833333334,500.0,537.72,2.69,12.54,2508.92,256.046,1.12,255.8,286.0,35,223.4,1085.43,1389.6,5.43
2012-06-18 10:50:00,31.637016666666668,-64.16511833333334,1000.0,537.72,2.69,12.54,2508.92,256.046,0.33,255.8,83.6,35,65.3,277.92,355.8,1.39
2012-06-18 10:50:00,31.637016666666668,-64.16511833333334,2000.0,537.72,2.69,12.54,2508.92,256.046,0.39,255.8,99.2,35,77.49,477.73,611.6,2.39
2012-06-18 10:50:00,31.637016666666668,-64.16511833333334,5000.0,537.72,2.69,12.54,2508.92,256.046,0.12,255.8,30.4,35,23.75,81.24,104.0,0.41
2012-07-12 00:13:00,31.6667,-64.17233333333333,200.0,1655.05,8.28,48.44,9688.64,546.326,1.43,173.0,781.4,31,286.06,1816.72,4962.6,9.08
2012-07-12 00:13:00,31.6667,-64.17233333333333,500.0,1655.05,8.28,48.44,9688.64,546.326,3.0,173.0,1636.4,31,599.06,3297.44,9007.4,16.49
2012-07-12 00:13:00,31.6667,-64.17233333333333,1000.0,1655.05,8.28,48.44,9688.64,546.326,2.33,173.0,1273.8,31,466.31,2516.3,6873.6,12.58
2012-07-12 00:13:00,31.6667,-64.17233333333333,2000.0,1655.05,8.28,48.44,9688.64,546.326,0.94,173.0,514.0,31,188.17,1124.46,3071.6,5.62
2012-07-12 00:13:00,31.6667,-64.17233333333333,5000.0,1655.05,8.28,48.44,9688.64,546.326,0.58,173.0,315.4,31,115.46,933.73,2550.6,4.67
2012-07-12 00:49:00,31.652666666666665,-64.16386666666666,200.0,1397.68,6.99,40.57,8113.5,586.056,1.29,155.0,758.2,36,258.75,1710.69,5012.8,8.55
2012-07-12 00:49:00,31.652666666666665,-64.16386666666666,500.0,1397.68,6.99,40.57,8113.5,586.056,2.74,155.0,1603.0,36,547.05,3165.23,9275.0,15.83
2012-07-12 00:49:00,31.652666666666665,-64.16386666666666,1000.0,1397.68,6.99,40.57,8113.5,586.056,1.92,155.0,1125.8,36,384.2,2027.11,5940.0,10.14
2012-07-12 00:49:00,31.652666666666665,-64.16386666666666,2000.0,1397.68,6.99,40.57,8113.5,586.056,0.78,155.0,454.2,36,155.0,799.31,2342.2,4.0
2012-07-12 00:49:00,31.652666666666665,-64.16386666666666,5000.0,1397.68,6.99,40.57,8113.5,586.056,0.26,155.0,154.4,36,52.69,411.16,1204.8,2.06
2012-07-12 10:10:00,31.669616666666666,-64.17098333333334,200.0,687.24,3.44,20.9,4179.62,415.865,1.07,220.0,445.0,37,214.01,1356.21,2820.0,6.78
2012-07-12 10:10:00,31.669616666666666,-64.17098333333334,500.0,687.24,3.44,20.9,4179.62,415.865,1.23,220.0,513.2,37,246.81,1404.59,2920.6,7.02
2012-07-12 10:10:00,31.669616666666666,-64.17098333333334,1000.0,687.24,3.44,20.9,4179.62,415.865,0.7,220.0,291.4,37,140.14,807.09,1678.2,4.04
2012-07-12 10:10:00,31.669616666666666,-64.17098333333334,2000.0,687.24,3.44,20.9,4179.62,415.865,0.35,220.0,147.0,37,70.7,477.75,993.4,2.39
2012-07-12 10:10:00,31.669616666666666,-64.17098333333334,5000.0,687.24,3.44,20.9,4179.62,415.865,0.08,220.0,32.4,37,15.58,133.99,278.6,0.67
2012-07-12 10:52:00,31.664086666666666,-64.16409166666666,200.0,490.79,2.45,10.98,2196.84,284.682,0.6,230.0,171.2,34,120.27,520.72,741.2,2.6
2012-07-12 10:52:00,31.664086666666666,-64.16409166666666,500.0,490.79,2.45,10.98,2196.84,284.682,0.92,230.0,262.0,34,184.06,830.26,1181.8,4.15
2012-07-12 10:52:00,31.664086666666666,-64.16409166666666,1000.0,490.79,2.45,10.98,2196.84,284.682,0.48,230.0,135.4,34,95.12,464.94,661.8,2.32
2012-07-12 10:52:00,31.664086666666666,-64.16409166666666,2000.0,490.79,2.45,10.98,2196.84,284.682,0.35,230.0,100.6,34,70.68,299.84,426.8,1.5
2012-07-12 10:52:00,31.664086666666666,-64.16409166666666,5000.0,490.79,2.45,10.98,2196.84,284.682,0.1,230.0,29.4,34,20.65,81.07,115.4,0.41
2012-08-20 10:29:00,31.66057,-64.17672,200.0,594.64,2.97,9.68,1936.72,156.801,0.92,255.0,144.6,28,184.44,584.44,458.2,2.92
2012-08-20 10:29:00,31.66057,-64.17672,500.0,594.64,2.97,9.68,1936.72,156.801,1.02,255.0,160.2,28,204.34,748.98,587.2,3.74
2012-08-20 10:29:00,31.66057,-64.17672,1000.0,594.64,2.97,9.68,1936.72,156.801,0.7,255.0,110.2,28,140.56,471.17,369.4,2.36
2012-08-20 10:29:00,31.66057,-64.17672,2000.0,594.64,2.97,9.68,1936.72,156.801,0.17,255.0,26.6,28,33.93,65.05,51.0,0.33
2012-08-20 10:29:00,31.66057,-64.17672,5000.0,594.64,2.97,9.68,1936.72,156.801,0.16,255.0,24.6,28,31.38,67.09,52.6,0.34
2012-08-20 11:03:00,31.658348333333333,-64.180155,200.0,460.37,2.3,6.73,1345.1,206.617,0.78,240.0,162.0,40,156.81,470.05,485.6,2.35
2012-08-20 11:03:00,31.658348333333333,-64.180155,500.0,460.37,2.3,6.73,1345.1,206.617,0.74,240.0,152.2,40,147.33,451.27,466.2,2.26
2012-08-20 11:03:00,31.658348333333333,-64.180155,1000.0,460.37,2.3,6.73,1345.1,206.617,0.47,240.0,97.2,40,94.09,262.32,271.0,1.31
2012-08-20 11:03:00,31.658348333333333,-64.180155,2000.0,460.37,2.3,6.73,1345.1,206.617,0.25,240.0,51.4,40,49.75,137.65,142.2,0.69
2012-08-20 11:03:00,31.658348333333333,-64.180155,5000.0,460.37,2.3,6.73,1345.1,206.617,0.06,240.0,12.8,40,12.39,23.81,24.6,0.12
2012-08-21 22:14:00,31.687308333333334,-64.18847666666667,200.0,956.19,4.78,23.1,4619.32,523.16,1.14,173.0,594.8,36,227.39,1098.1,2872.4,5.49
2012-08-21 22:14:00,31.687308333333334,-64.18847666666667,500.0,956.19,4.78,23.1,4619.32,523.16,1.44,173.0,754.2,36,288.32,1450.42,3794.0,7.25
2012-08-21 22:14:00,31.687308333333334,-64.18847666666667,1000.0,956.19,4.78,23.1,4619.32,523.16,1.57,173.0,820.2,36,313.56,1594.54,4171.0,7.97
2012-08-21 22:14:00,31.687308333333334,-64.18847666666667,2000.0,956.19,4.78,23.1,4619.32,523.16,0.54,173.0,280.2,36,107.12,411.35,1076.0,2.06
2012-08-21 22:14:00,31.687308333333334,-64.18847666666667,5000.0,956.19,4.78,23.1,4619.32,523.16,0.1,173.0,51.8,36,19.8,64.91,169.8,0.32
2012-08-21 22:53:00,31.678606666666667,-64.17928333333333,200.0,949.7,4.75,22.67,4534.16,550.532,0.88,140.0,485.2,37,176.27,855.97,2356.2,4.28
2012-08-21 22:53:00,31.678606666666667,-64.17928333333333,500.0,949.7,4.75,22.67,4534.16,550.532,1.22,140.0,671.6,37,243.98,1215.33,3345.4,6.08
2012-08-21 22:53:00,31.678606666666667,-64.17928333333333,1000.0,949.7,4.75,22.67,4534.16,550.532,1.82,140.0,1002.0,37,364.01,1768.62,4868.4,8.84
2012-08-21 22:53:00,31.678606666666667,-64.17928333333333,2000.0,949.7,4.75,22.67,4534.16,550.532,0.61,140.0,334.4,37,121.48,533.88,1469.6,2.67
2012-08-21 22:53:00,31.678606666666667,-64.17928333333333,5000.0,949.7,4.75,22.67,4534.16,550.532,0.22,140.0,121.0,37,43.96,160.35,441.4,0.8
2012-09-11 22:07:00,31.674513333333334,-64.159295,200.0,462.37,2.31,12.59,2517.18,456.781,0.61,212.4,278.4,33,121.9,665.18,1519.2,3.33
2012-09-11 22:07:00,31.674513333333334,-64.159295,500.0,462.37,2.31,12.59,2517.18,456.781,0.66,212.4,299.2,33,131.0,753.18,1720.2,3.77
2012-09-11 22:07:00,31.674513333333334,-64.159295,1000.0,462.37,2.31,12.59,2517.18,456.781,0.65,212.4,296.2,33,129.69,661.06,1509.8,3.31
2012-09-11 22:07:00,31.674513333333334,-64.159295,2000.0,462.37,2.31,12.59,2517.18,456.781,0.34,212.4,154.8,33,67.78,375.23,857.0,1.88
2012-09-11 22:07:00,31.674513333333334,-64.159295,5000.0,462.37,2.31,12.59,2517.18,456.781,0.06,212.4,27.4,33,12.0,62.52,142.8,0.31
2012-09-11 22:44:00,31.681983333333335,-64.150895,200.0,586.14,2.93,15.58,3115.46,514.621,0.6,191.0,309.4,31,120.24,651.12,1675.4,3.26
2012-09-11 22:44:00,31.681983333333335,-64.150895,500.0,586.14,2.93,15.58,3115.46,514.621,0.86,191.0,444.4,31,172.71,969.65,2495.0,4.85
2012-09-11 22:44:00,31.681983333333335,-64.150895,1000.0,586.14,2.93,15.58,3115.46,514.621,0.65,191.0,332.0,31,129.03,675.6,1738.4,3.38
2012-09-11 22:44:00,31.681983333333335,-64.150895,2000.0,586.14,2.93,15.58,3115.46,514.621,0.49,191.0,250.6,31,97.39,482.45,1241.4,2.41
2012-09-11 22:44:00,31.681983333333335,-64.150895,5000.0,586.14,2.93,15.58,3115.46,514.621,0.33,191.0,171.8,31,66.77,336.64,866.2,1.68
2012-09-12 10:02:00,31.674386666666667,-64.16893333333333,200.0,252.04,1.26,7.32,1464.98,575.298,0.52,187.0,301.2,38,104.71,629.8,1811.6,3.15
2012-09-12 10:02:00,31.674386666666667,-64.16893333333333,500.0,252.04,1.26,7.32,1464.98,575.298,0.42,187.0,242.6,38,84.34,478.01,1375.0,2.39
2012-09-12 10:02:00,31.674386666666667,-64.16893333333333,1000.0,252.04,1.26,7.32,1464.98,575.298,0.18,187.0,106.0,38,36.85,189.33,544.6,0.95
2012-09-12 10:02:00,31.674386666666667,-64.16893333333333,2000.0,252.04,1.26,7.32,1464.98,575.298,0.11,187.0,65.8,38,22.88,152.96,440.0,0.76
2012-09-12 10:02:00,31.674386666666667,-64.16893333333333,5000.0,252.04,1.26,7.32,1464.98,575.298,0.02,187.0,9.4,38,3.27,14.88,42.8,0.07
2012-09-12 10:41:00,31.6856,-64.16126666666666,200.0,304.06,1.52,9.88,1976.34,472.673,0.66,184.0,314.0,34,132.86,781.6,1847.2,3.91
2012-09-12 10:41:00,31.6856,-64.16126666666666,500.0,304.06,1.52,9.88,1976.34,472.673,0.39,184.0,182.0,34,77.01,776.44,1835.0,3.88
2012-09-12 10:41:00,31.6856,-64.16126666666666,1000.0,304.06,1.52,9.88,1976.34,472.673,0.23,184.0,111.0,34,46.97,211.9,500.8,1.06
