time,latitude,longitude,depth,14c_primary_production_dark_bottle,primary_production_mean_light_values_minus_dark_value,14c_primary_production_light_bottle_num_2,pressure,14c_primary_production_time_zero,14c_primary_production_light_bottle_num_3,14c_primary_production_light_bottle_num_1,temperature,salinity_from_goflo_bottle_or_ctd
1988-12-18 00:00:00,31.669,-64.049,5.0,0.75,6.15,6.59,,1.26,,7.21,,
1988-12-18 00:00:00,31.669,-64.049,25.0,,,,,1.97,,6.0,,
1988-12-18 00:00:00,31.669,-64.049,50.0,1.02,2.15,2.69,,1.57,3.19,3.62,,
1988-12-18 00:00:00,31.669,-64.049,75.0,1.43,0.29,1.4,,1.47,1.55,2.21,,
1988-12-18 00:00:00,31.669,-64.049,100.0,0.95,2.85,1.78,,1.46,8.48,1.15,,
1988-12-18 00:00:00,31.669,-64.049,120.0,1.01,0.16,0.75,,2.08,1.47,1.29,,
1989-01-27 00:00:00,31.695,-64.252,18.0,0.18,3.78,3.75,,0.19,4.36,3.77,,
1989-01-27 00:00:00,31.695,-64.252,41.0,0.21,3.5,3.55,,0.21,3.92,3.66,,
1989-01-27 00:00:00,31.695,-64.252,62.0,0.16,2.02,2.33,,0.09,2.05,2.17,,
1989-01-27 00:00:00,31.695,-64.252,81.0,0.19,0.77,0.92,,0.09,1.02,0.93,,
1989-01-27 00:00:00,31.695,-64.252,102.0,0.21,0.49,0.64,,0.1,0.67,0.79,,
1989-02-19 00:00:00,31.65,-64.522,2.0,0.44,28.3,29.67,,0.18,27.81,,,
1989-02-19 00:00:00,31.65,-64.522,20.0,0.38,8.11,7.05,,0.22,12.02,6.39,,
1989-02-19 00:00:00,31.65,-64.522,30.0,0.39,24.57,25.33,,0.24,25.31,24.23,,
1989-02-19 00:00:00,31.65,-64.522,47.0,0.29,1.84,2.06,,0.21,2.21,,,
1989-02-19 00:00:00,31.65,-64.522,75.0,,,0.86,,0.24,0.91,0.83,,
1989-02-19 00:00:00,31.65,-64.522,100.0,0.23,0.12,0.38,,0.22,0.32,0.36,,
1989-03-26 00:00:00,31.135,-64.751,4.0,0.36,4.02,4.47,,0.3,4.56,4.11,,
1989-03-26 00:00:00,31.135,-64.751,15.0,0.35,2.85,3.02,,0.32,3.42,3.17,,
1989-03-26 00:00:00,31.135,-64.751,25.0,0.46,3.8,4.28,,0.29,4.34,4.17,,
1989-03-26 00:00:00,31.135,-64.751,35.0,0.4,3.54,3.56,,0.37,3.87,4.38,,
1989-03-26 00:00:00,31.135,-64.751,53.0,0.4,2.96,3.15,,0.33,3.51,3.42,,
1989-03-26 00:00:00,31.135,-64.751,70.0,0.44,0.4,0.86,,0.35,0.8,0.86,,
1989-04-17 00:00:00,31.587,-64.213,5.0,0.39,3.57,3.91,,0.24,3.89,4.08,,
1989-04-17 00:00:00,31.587,-64.213,17.0,0.4,3.5,3.88,,0.22,3.76,4.07,,
1989-04-17 00:00:00,31.587,-64.213,32.0,0.39,2.49,2.85,,0.34,3.09,2.69,,
1989-04-17 00:00:00,31.587,-64.213,50.0,0.49,2.45,3.04,,0.35,3.04,2.75,,
1989-04-17 00:00:00,31.587,-64.213,64.0,0.36,2.14,2.58,,0.23,2.49,2.43,,
1989-04-17 00:00:00,31.587,-64.213,75.0,0.37,3.16,3.6,,0.28,3.43,3.57,,
1989-05-16 00:00:00,31.963,-64.033,3.0,0.88,2.42,2.46,,0.47,4.13,,,
1989-05-16 00:00:00,31.963,-64.033,14.0,2.34,1.72,4.54,,0.8,4.01,3.63,,
1989-05-16 00:00:00,31.963,-64.033,25.0,0.72,0.86,1.4,,0.42,1.73,1.6,,
1989-05-16 00:00:00,31.963,-64.033,39.0,1.15,2.17,4.07,,0.26,2.86,3.04,,
1989-05-16 00:00:00,31.963,-64.033,67.0,0.86,1.83,2.69,,1.17,,2.68,,
1989-05-16 00:00:00,31.963,-64.033,97.0,0.37,0.67,1.32,,0.42,1.0,0.81,,
1989-06-22 00:00:00,31.797,-64.084,3.0,,,4.82,,0.29,4.48,3.37,,
1989-06-22 00:00:00,31.797,-64.084,16.0,0.45,4.38,5.04,,0.26,5.22,4.24,,
1989-06-22 00:00:00,31.797,-64.084,24.0,0.44,4.27,4.17,,0.25,4.78,5.18,,
1989-06-22 00:00:00,31.797,-64.084,39.0,0.61,1.86,2.21,,0.29,1.8,3.39,,
1989-06-22 00:00:00,31.797,-64.084,53.0,,,4.54,,0.28,5.27,5.1,,
1989-06-22 00:00:00,31.797,-64.084,66.0,0.36,3.92,4.27,,0.37,4.34,4.22,,
1989-07-20 00:00:00,31.9,-64.225,1.0,0.47,4.06,4.76,,0.3,4.51,4.32,,
1989-07-20 00:00:00,31.9,-64.225,20.0,0.47,4.3,4.58,,0.3,4.77,4.97,,
1989-07-20 00:00:00,31.9,-64.225,40.0,0.46,3.76,4.6,,0.3,4.33,3.73,,
1989-07-20 00:00:00,31.9,-64.225,60.0,0.38,3.75,4.01,,0.22,4.07,4.32,,
1989-07-20 00:00:00,31.9,-64.225,80.0,0.39,3.61,4.0,,0.19,,4.0,,
1989-07-20 00:00:00,31.9,-64.225,100.0,0.33,3.35,3.68,,,,,,
1989-08-16 00:00:00,31.5,-64.1,1.0,0.35,2.75,3.54,,0.21,3.18,2.58,,
1989-08-16 00:00:00,31.5,-64.1,20.0,0.22,5.39,5.63,,,5.1,6.1,,
1989-08-16 00:00:00,31.5,-64.1,40.0,0.32,2.83,3.15,,0.23,,,,
1989-08-16 00:00:00,31.5,-64.1,60.0,0.36,2.41,2.97,,,2.57,,,
1989-08-16 00:00:00,31.5,-64.1,80.0,0.32,0.87,1.12,,0.21,1.28,1.17,,
1989-08-16 00:00:00,31.5,-64.1,100.0,0.3,0.38,0.63,,,0.73,,,
1989-08-16 00:00:00,31.5,-64.1,120.0,0.31,0.89,1.15,,0.17,1.02,1.43,,
1989-08-16 00:00:00,31.5,-64.1,140.0,0.2,0.21,0.43,,,0.38,0.42,,
1989-10-20 00:00:00,31.883,-64.18,1.0,0.71,4.46,4.97,,0.4,5.06,5.47,,
1989-10-20 00:00:00,31.883,-64.18,20.0,0.64,4.09,4.79,,0.29,4.51,4.88,,
1989-10-20 00:00:00,31.883,-64.18,40.0,1.62,1.12,2.57,,0.33,3.1,2.55,,
1989-10-20 00:00:00,31.883,-64.18,60.0,0.71,1.84,2.93,,0.45,2.6,2.11,,
1989-10-20 00:00:00,31.883,-64.18,80.0,0.77,0.97,1.39,,0.38,1.76,2.06,,
1989-10-20 00:00:00,31.883,-64.18,100.0,0.6,0.4,0.99,,0.39,1.04,0.97,,
1989-10-20 00:00:00,31.883,-64.18,120.0,0.58,0.13,0.72,,0.25,0.68,0.72,,
1989-10-20 00:00:00,31.883,-64.18,140.0,0.42,0.08,0.46,,0.41,0.43,0.6,,
1989-11-20 00:00:00,31.833,-64.167,1.0,0.52,4.28,4.8,,0.23,,,,
1989-11-20 00:00:00,31.833,-64.167,20.0,0.59,4.05,4.82,,0.3,4.61,4.49,,
1989-11-20 00:00:00,31.833,-64.167,40.0,0.61,3.19,3.67,,0.36,3.93,,,
1989-11-20 00:00:00,31.833,-64.167,60.0,0.65,1.8,2.45,,0.47,,,,
1989-11-20 00:00:00,31.833,-64.167,80.0,0.55,0.4,0.94,,0.47,1.05,0.87,,
1989-11-20 00:00:00,31.833,-64.167,100.0,0.51,0.25,0.68,,0.38,0.76,0.84,,
1989-11-20 00:00:00,31.833,-64.167,120.0,0.59,0.01,0.61,,0.49,0.64,0.56,,
1989-11-20 00:00:00,31.833,-64.167,140.0,0.36,0.07,0.43,,0.47,0.44,0.43,,
1990-01-16 00:00:00,31.862,-64.301,1.0,0.53,3.88,4.65,,0.39,4.3,4.29,,
1990-01-16 00:00:00,31.862,-64.301,20.0,0.4,4.27,4.71,,0.43,4.91,4.39,,
1990-01-16 00:00:00,31.862,-64.301,40.0,0.62,3.56,4.14,,0.26,4.26,4.15,,
1990-01-16 00:00:00,31.862,-64.301,60.0,0.5,1.91,2.6,,0.32,2.42,2.22,,
1990-01-16 00:00:00,31.862,-64.301,80.0,0.5,0.73,1.0,,0.4,1.49,1.21,,
1990-01-16 00:00:00,31.862,-64.301,100.0,0.83,0.05,0.84,,0.34,0.85,0.95,,
1990-01-16 00:00:00,31.862,-64.301,120.0,0.46,0.27,0.76,,0.23,0.76,0.67,,
1990-01-16 00:00:00,31.862,-64.301,140.0,0.4,0.11,0.55,,0.3,0.53,0.46,,
1990-02-16 00:00:00,31.75,-64.167,1.0,0.64,4.89,5.11,,0.27,5.22,6.25,,
1990-02-16 00:00:00,31.75,-64.167,20.0,0.62,7.32,8.14,,0.29,7.73,7.94,,
1990-02-16 00:00:00,31.75,-64.167,40.0,0.61,6.6,7.26,,0.3,7.33,7.05,,
1990-02-16 00:00:00,31.75,-64.167,60.0,0.56,4.59,5.32,,0.34,4.99,5.15,,
1990-02-16 00:00:00,31.75,-64.167,80.0,0.46,2.44,2.85,,0.34,3.04,2.82,,
1990-02-16 00:00:00,31.75,-64.167,100.0,0.4,1.11,1.47,,0.28,1.37,1.7,,
1990-02-16 00:00:00,31.75,-64.167,120.0,0.42,0.45,0.92,,0.3,0.93,0.76,,
1990-02-16 00:00:00,31.75,-64.167,140.0,0.58,-0.04,0.57,,0.25,0.52,0.53,,
1990-02-22 00:00:00,31.833,-64.25,1.0,,,2.43,,,,2.5,,
1990-02-22 00:00:00,31.833,-64.25,20.0,,,3.33,,,,3.1,,
1990-02-22 00:00:00,31.833,-64.25,40.0,,,2.79,,,,2.83,,
1990-02-22 00:00:00,31.833,-64.25,60.0,,,2.07,,,,2.12,,
1990-02-22 00:00:00,31.833,-64.25,80.0,,,1.36,,,,1.16,,
1990-02-22 00:00:00,31.833,-64.25,100.0,,,0.75,,,,0.64,,
1990-02-22 00:00:00,31.833,-64.25,120.0,,,0.58,,,,0.61,,
1990-02-22 00:00:00,31.833,-64.25,140.0,,,0.6,,,,0.7,,
1990-03-13 00:00:00,31.849,-64.102,1.0,0.68,7.38,8.01,,0.33,7.31,8.85,,
1990-03-13 00:00:00,31.849,-64.102,20.0,0.36,8.6,8.96,,0.48,9.36,8.57,,
1990-03-13 00:00:00,31.849,-64.102,40.0,0.63,7.45,8.67,,0.32,8.1,7.48,,
1990-03-13 00:00:00,31.849,-64.102,60.0,0.53,3.95,4.84,,0.4,4.17,4.43,,
1990-03-13 00:00:00,31.849,-64.102,80.0,0.68,0.95,1.63,,0.4,1.74,1.53,,
1990-03-13 00:00:00,31.849,-64.102,100.0,0.61,0.34,0.9,,0.37,1.06,0.88,,
1990-03-13 00:00:00,31.849,-64.102,120.0,0.5,0.16,0.79,,0.51,0.64,0.56,,
1990-03-13 00:00:00,31.849,-64.102,140.0,0.39,0.19,0.74,,0.35,0.57,0.44,,
1990-04-17 00:00:00,31.828,-64.291,1.0,0.89,13.18,14.09,,0.34,,14.06,,
1990-04-17 00:00:00,31.828,-64.291,20.0,0.98,14.03,15.52,,0.24,17.0,12.5,,
1990-04-17 00:00:00,31.828,-64.291,40.0,0.64,9.69,10.7,,0.41,9.22,11.07,,
1990-04-17 00:00:00,31.828,-64.291,60.0,0.97,3.47,3.98,,0.34,4.6,4.74,,
1990-04-17 00:00:00,31.828,-64.291,80.0,1.09,0.3,1.36,,0.41,1.49,1.31,,
1990-04-17 00:00:00,31.828,-64.291,100.0,0.46,0.34,0.8,,0.27,0.85,0.75,,
1990-04-17 00:00:00,31.828,-64.291,120.0,0.48,0.08,0.67,,0.24,0.49,0.52,,
1990-04-17 00:00:00,31.828,-64.291,140.0,0.36,0.07,0.46,,0.29,0.42,0.42,,
1990-05-09 00:00:00,31.848,-64.297,1.0,0.77,4.63,6.14,,0.25,5.12,4.94,,
1990-05-09 00:00:00,31.848,-64.297,20.0,0.81,4.74,5.67,,0.28,5.47,5.5,,
1990-05-09 00:00:00,31.848,-64.297,40.0,0.77,4.18,4.61,,0.28,4.99,5.25,,
1990-05-09 00:00:00,31.848,-64.297,60.0,0.72,3.3,3.79,,0.23,4.17,4.11,,
1990-05-09 00:00:00,31.848,-64.297,80.0,0.79,1.86,2.56,,0.51,2.72,2.67,,
1990-05-09 00:00:00,31.848,-64.297,100.0,0.65,0.9,1.94,,0.27,1.29,1.43,,
1990-05-09 00:00:00,31.848,-64.297,120.0,0.52,0.4,0.96,,0.22,0.94,0.85,,
1990-05-09 00:00:00,31.848,-64.297,140.0,0.41,0.27,0.82,,0.26,0.58,0.65,,
1990-06-22 00:00:00,31.893,-64.193,1.0,1.0,5.59,6.44,,0.33,6.52,6.81,,
1990-06-22 00:00:00,31.893,-64.193,20.0,0.77,5.16,5.92,,0.32,6.38,5.5,,
1990-06-22 00:00:00,31.893,-64.193,40.0,0.77,3.92,4.54,,0.32,4.88,4.65,,
1990-06-22 00:00:00,31.893,-64.193,60.0,0.69,2.54,3.32,,0.27,3.45,2.91,,
1990-06-22 00:00:00,31.893,-64.193,80.0,0.61,1.46,2.06,,0.28,2.11,2.03,,
1990-06-22 00:00:00,31.893,-64.193,100.0,0.79,0.38,1.21,,0.31,1.11,1.18,,
1990-06-22 00:00:00,31.893,-64.193,120.0,0.62,0.12,0.69,,0.29,0.73,0.8,,
1990-06-22 00:00:00,31.893,-64.193,140.0,0.58,0.15,0.65,,0.31,0.82,0.71,,
1990-07-17 00:00:00,31.862,-64.3,1.0,0.87,2.56,3.53,,0.45,,3.33,,
1990-07-17 00:00:00,31.862,-64.3,20.0,0.73,3.87,4.85,,0.26,4.39,4.55,,
1990-07-17 00:00:00,31.862,-64.3,40.0,0.83,2.6,3.57,,0.51,3.48,3.25,,
1990-07-17 00:00:00,31.862,-64.3,60.0,0.78,2.32,3.14,,0.23,3.11,3.05,,
1990-07-17 00:00:00,31.862,-64.3,80.0,0.66,1.09,1.7,,0.42,1.78,1.76,,
1990-07-17 00:00:00,31.862,-64.3,100.0,0.59,0.43,0.98,,0.45,1.05,1.03,,
1990-07-17 00:00:00,31.862,-64.3,120.0,0.59,-0.05,0.5,,0.42,0.49,0.62,,
1990-07-17 00:00:00,31.862,-64.3,140.0,0.57,0.02,0.59,,0.26,0.62,0.56,,
1990-08-14 00:00:00,31.378,-64.121,1.0,1.2,2.67,3.51,,,,4.22,,
1990-08-14 00:00:00,31.378,-64.121,20.0,0.94,3.14,3.13,,,4.42,4.69,,
1990-08-14 00:00:00,31.378,-64.121,40.0,0.83,1.65,,,,,2.48,,
1990-08-14 00:00:00,31.378,-64.121,60.0,0.72,2.74,3.66,,,3.49,3.23,,
1990-08-14 00:00:00,31.378,-64.121,80.0,0.69,1.33,2.45,,,,1.59,,
1990-08-14 00:00:00,31.378,-64.121,100.0,0.6,1.18,1.84,,,1.72,1.77,,
1990-08-14 00:00:00,31.378,-64.121,120.0,0.58,0.54,1.22,,,1.12,1.02,,
1990-08-14 00:00:00,31.378,-64.121,140.0,0.49,0.19,0.71,,,0.66,0.67,,
1990-09-11 00:00:00,31.935,-64.126,1.0,0.52,3.43,4.16,,0.2,3.97,3.71,,
1990-09-11 00:00:00,31.935,-64.126,20.0,0.45,3.9,4.39,,0.22,4.75,3.9,,
1990-09-11 00:00:00,31.935,-64.126,40.0,0.74,2.55,3.12,,0.28,3.41,3.33,,
1990-09-11 00:00:00,31.935,-64.126,60.0,0.44,2.36,2.84,,0.32,2.45,3.1,,
1990-09-11 00:00:00,31.935,-64.126,80.0,0.42,1.14,1.51,,0.19,1.45,1.71,,
1990-09-11 00:00:00,31.935,-64.126,100.0,0.43,0.63,1.24,,0.19,0.94,1.0,,
1990-09-11 00:00:00,31.935,-64.126,120.0,0.37,0.27,0.61,,0.23,0.67,0.65,,
1990-09-11 00:00:00,31.935,-64.126,140.0,0.26,0.16,0.39,,0.26,0.46,0.41,,
1990-10-15 00:00:00,31.843,-64.163,1.0,0.47,4.87,5.24,,0.28,5.53,5.25,,
1990-10-15 00:00:00,31.843,-64.163,20.0,0.3,5.08,5.02,,0.13,5.74,5.38,,
1990-10-15 00:00:00,31.843,-64.163,40.0,0.46,3.17,4.14,,0.29,3.84,2.92,,
1990-10-15 00:00:00,31.843,-64.163,60.0,0.45,3.81,4.32,,0.3,4.35,4.11,,
1990-10-15 00:00:00,31.843,-64.163,80.0,0.42,2.24,2.63,,0.18,2.64,2.72,,
1990-10-15 00:00:00,31.843,-64.163,100.0,0.33,1.18,1.54,,0.28,1.38,1.61,,
1990-10-15 00:00:00,31.843,-64.163,120.0,0.3,0.48,0.78,,0.36,0.74,0.82,,
1990-10-15 00:00:00,31.843,-64.163,140.0,0.3,0.06,0.37,,0.16,0.33,0.37,,
1990-11-06 00:00:00,31.818,-64.183,1.0,0.4,4.01,4.09,,0.3,5.58,3.55,,
1990-11-06 00:00:00,31.818,-64.183,20.0,0.33,5.32,5.87,,0.36,5.62,5.47,,
1990-11-06 00:00:00,31.818,-64.183,40.0,0.38,4.79,5.17,,0.28,5.2,5.13,,
1990-11-06 00:00:00,31.818,-64.183,60.0,0.4,3.51,3.83,,0.28,3.89,4.01,,
1990-11-06 00:00:00,31.818,-64.183,80.0,0.27,2.18,2.43,,0.27,2.55,2.38,,
1990-11-06 00:00:00,31.818,-64.183,100.0,0.28,1.01,1.39,,0.15,1.28,1.2,,
1990-11-06 00:00:00,31.818,-64.183,120.0,0.23,0.34,0.58,,0.13,0.56,0.57,,
1990-11-06 00:00:00,31.818,-64.183,140.0,0.24,0.07,0.32,,0.13,0.28,0.32,,
1990-12-03 00:00:00,31.851,-64.329,1.0,0.35,8.11,7.83,,0.31,8.91,8.63,,
1990-12-03 00:00:00,31.851,-64.329,20.0,0.31,7.29,7.45,,0.34,7.93,7.41,,
1990-12-03 00:00:00,31.851,-64.329,40.0,0.27,5.58,5.87,,0.38,5.98,5.7,,
1990-12-03 00:00:00,31.851,-64.329,60.0,0.48,2.59,3.01,,0.66,3.37,2.83,,
1990-12-03 00:00:00,31.851,-64.329,80.0,0.41,1.02,1.32,,0.59,1.58,1.39,,
1990-12-03 00:00:00,31.851,-64.329,100.0,0.4,0.26,0.64,,0.29,0.64,0.69,,
1990-12-03 00:00:00,31.851,-64.329,120.0,0.3,0.27,0.51,,0.29,0.71,0.49,,
1990-12-03 00:00:00,31.851,-64.329,140.0,0.32,-0.05,0.24,,0.2,0.29,0.28,,
1991-01-15 00:00:00,31.766,-64.135,1.0,0.42,9.56,10.45,,0.19,10.24,9.26,,
1991-01-15 00:00:00,31.766,-64.135,20.0,0.51,10.61,11.14,,0.26,11.29,10.94,,
1991-01-15 00:00:00,31.766,-64.135,40.0,0.45,6.94,7.63,,0.15,7.4,7.14,,
1991-01-15 00:00:00,31.766,-64.135,60.0,0.29,3.12,3.42,,0.34,3.61,3.19,,
1991-01-15 00:00:00,31.766,-64.135,80.0,0.31,0.96,1.3,,0.31,1.22,1.3,,
1991-01-15 00:00:00,31.766,-64.135,100.0,0.22,0.34,0.53,,0.14,0.57,0.58,,
1991-01-15 00:00:00,31.766,-64.135,120.0,0.22,0.11,0.33,,0.15,0.32,0.35,,
1991-01-15 00:00:00,31.766,-64.135,140.0,0.18,0.0,0.21,,0.24,0.16,0.18,,
1991-01-30 00:00:00,31.848,-64.162,1.0,0.5,6.8,8.57,,,9.03,4.31,,
1991-01-30 00:00:00,31.848,-64.162,20.0,0.44,5.97,5.08,,,6.91,7.24,,
1991-01-30 00:00:00,31.848,-64.162,40.0,0.43,3.21,5.87,,,2.28,2.76,,
1991-01-30 00:00:00,31.848,-64.162,60.0,0.37,3.37,3.35,,,3.89,3.98,,
1991-01-30 00:00:00,31.848,-64.162,80.0,0.25,0.56,0.74,,,0.88,0.81,,
1991-01-30 00:00:00,31.848,-64.162,100.0,0.29,0.18,0.44,,,0.48,0.5,,
1991-01-30 00:00:00,31.848,-64.162,120.0,0.29,0.03,0.31,,,0.34,0.32,,
1991-01-30 00:00:00,31.848,-64.162,140.0,0.37,-0.07,0.27,,,0.29,0.35,,
1991-02-20 00:00:00,31.787,-64.202,1.0,0.18,4.43,4.37,,,3.85,5.6,,
1991-02-20 00:00:00,31.787,-64.202,20.0,,,6.22,,,5.85,7.06,,
1991-02-20 00:00:00,31.787,-64.202,40.0,0.22,1.59,2.02,,,1.64,1.77,,
1991-02-20 00:00:00,31.787,-64.202,60.0,0.13,0.78,0.87,,,0.99,0.86,,
1991-02-20 00:00:00,31.787,-64.202,80.0,0.14,0.64,0.76,,,0.72,0.85,,
1991-02-20 00:00:00,31.787,-64.202,100.0,0.14,0.15,0.29,,,0.31,0.28,,
1991-02-20 00:00:00,31.787,-64.202,120.0,0.16,0.05,0.18,,,0.24,0.2,,
1991-02-20 00:00:00,31.787,-64.202,140.0,0.29,-0.15,0.13,,,0.13,0.16,,
1991-03-21 00:00:00,31.757,-64.185,1.0,0.7,22.19,24.26,,,22.27,22.15,,
1991-03-21 00:00:00,31.757,-64.185,20.0,0.38,15.69,14.71,,,,17.42,,
1991-03-21 00:00:00,31.757,-64.185,40.0,0.44,17.04,17.95,,,18.46,16.02,,
1991-03-21 00:00:00,31.757,-64.185,60.0,0.37,3.48,4.7,,,2.93,3.91,,
1991-03-21 00:00:00,31.757,-64.185,80.0,,,2.18,,,1.99,2.09,,
1991-03-21 00:00:00,31.757,-64.185,100.0,0.64,0.12,0.9,,,,0.62,,
1991-03-21 00:00:00,31.757,-64.185,120.0,0.27,0.22,0.59,,,,0.4,,
1991-03-21 00:00:00,31.757,-64.185,140.0,0.32,0.01,0.23,,,0.26,0.51,,
1991-04-05 00:00:00,31.735,-64.236,1.0,0.57,17.82,20.42,,,14.97,19.79,,
1991-04-05 00:00:00,31.735,-64.236,20.0,,,14.81,,,13.53,16.25,,
1991-04-05 00:00:00,31.735,-64.236,40.0,0.43,11.46,12.16,,,10.58,12.92,,
1991-04-05 00:00:00,31.735,-64.236,60.0,0.61,4.58,5.11,,,5.12,5.35,,
1991-04-05 00:00:00,31.735,-64.236,80.0,0.55,1.43,2.19,,,1.7,2.06,,
1991-04-05 00:00:00,31.735,-64.236,100.0,0.35,0.22,0.53,,,0.6,0.57,,
1991-04-05 00:00:00,31.735,-64.236,120.0,0.34,-0.02,0.3,,,0.29,0.37,,
1991-04-05 00:00:00,31.735,-64.236,140.0,0.27,0.03,0.3,,,0.28,0.33,,
1991-04-16 00:00:00,31.786,-64.145,1.0,0.53,9.71,9.65,,1.05,10.09,10.97,,
1991-04-16 00:00:00,31.786,-64.145,20.0,0.47,10.91,11.3,,0.27,11.83,11.01,,
1991-04-16 00:00:00,31.786,-64.145,40.0,1.21,8.38,10.01,,,9.29,9.46,,
1991-04-16 00:00:00,31.786,-64.145,60.0,0.47,5.37,5.52,,0.28,6.02,5.98,,
1991-04-16 00:00:00,31.786,-64.145,80.0,0.48,2.11,2.55,,,,2.63,,
1991-04-16 00:00:00,31.786,-64.145,100.0,0.37,0.44,0.74,,,0.45,1.23,,
1991-04-16 00:00:00,31.786,-64.145,120.0,0.33,0.69,0.94,,,1.1,1.03,,
1991-04-16 00:00:00,31.786,-64.145,140.0,0.3,0.04,0.34,,0.41,0.32,0.36,,
1991-05-14 00:00:00,31.761,-64.914,1.0,0.54,6.04,7.01,,,6.29,6.44,,
1991-05-14 00:00:00,31.761,-64.914,20.0,0.55,6.62,7.18,,,7.4,6.93,,
1991-05-14 00:00:00,31.761,-64.914,40.0,0.61,6.84,7.49,,,7.32,7.54,,
1991-05-14 00:00:00,31.761,-64.914,60.0,0.55,3.15,4.08,,,3.33,3.68,,
1991-05-14 00:00:00,31.761,-64.914,80.0,0.43,4.0,4.57,,,4.4,4.32,,
1991-05-14 00:00:00,31.761,-64.914,100.0,0.31,0.54,0.97,,,0.7,0.89,,
1991-05-14 00:00:00,31.761,-64.914,120.0,0.33,0.1,0.42,,,0.4,0.46,,
1991-05-14 00:00:00,31.761,-64.914,140.0,0.22,0.02,0.24,,,0.28,0.2,,
1991-06-19 00:00:00,31.724,-64.087,1.0,0.47,2.98,3.9,,1.06,,3.0,,
1991-06-19 00:00:00,31.724,-64.087,20.0,0.57,4.34,4.84,,,,4.98,,
1991-06-19 00:00:00,31.724,-64.087,40.0,0.49,4.5,5.38,,0.43,,4.6,,
1991-06-19 00:00:00,31.724,-64.087,60.0,0.65,5.49,6.19,,0.85,,6.09,,
1991-06-19 00:00:00,31.724,-64.087,80.0,,,8.02,,,,7.72,,
1991-06-19 00:00:00,31.724,-64.087,100.0,0.41,1.88,2.31,,,,2.27,,
1991-06-19 00:00:00,31.724,-64.087,120.0,0.42,0.92,1.25,,0.73,,1.42,,
1991-06-19 00:00:00,31.724,-64.087,140.0,0.44,0.11,0.62,,0.56,,0.48,,
1991-07-16 00:00:00,31.815,-64.162,1.0,0.59,4.61,5.1,,0.4,5.59,4.9,,
1991-07-16 00:00:00,31.815,-64.162,20.0,0.55,4.93,5.73,,1.27,5.11,5.6,,
1991-07-16 00:00:00,31.815,-64.162,40.0,0.62,4.99,5.83,,0.73,5.46,5.54,,
1991-07-16 00:00:00,31.815,-64.162,60.0,0.77,5.02,5.66,,0.71,5.88,5.83,,
1991-07-16 00:00:00,31.815,-64.162,80.0,0.68,3.65,4.49,,,4.32,4.18,,
1991-07-16 00:00:00,31.815,-64.162,100.0,0.38,2.47,2.61,,,2.71,3.22,,
1991-07-16 00:00:00,31.815,-64.162,120.0,0.82,0.15,0.96,,1.2,0.99,0.97,,
1991-07-16 00:00:00,31.815,-64.162,140.0,0.19,0.37,0.78,,0.58,0.53,0.37,,
1991-09-11 00:00:00,31.796,-64.178,1.0,0.46,2.46,2.79,,0.26,2.21,3.76,,
1991-09-11 00:00:00,31.796,-64.178,20.0,0.46,1.87,1.75,,0.33,2.76,2.47,,
1991-09-11 00:00:00,31.796,-64.178,40.0,0.36,1.6,2.21,,0.24,2.03,1.65,,
1991-09-11 00:00:00,31.796,-64.178,60.0,0.41,1.91,2.3,,0.4,2.27,2.38,,
1991-09-11 00:00:00,31.796,-64.178,80.0,0.52,0.58,1.18,,0.22,0.89,1.23,,
1991-09-11 00:00:00,31.796,-64.178,100.0,0.31,0.34,0.65,,0.3,0.74,0.57,,
1991-09-11 00:00:00,31.796,-64.178,120.0,0.26,0.36,0.66,,0.36,,0.58,,
1991-09-11 00:00:00,31.796,-64.178,140.0,0.31,0.16,0.63,,0.25,0.34,0.43,,
1991-10-08 00:00:00,31.728,-64.156,1.0,0.54,2.01,3.19,,0.43,2.07,2.38,,
1991-10-08 00:00:00,31.728,-64.156,20.0,0.53,3.28,3.86,,0.32,5.03,2.55,,
1991-10-08 00:00:00,31.728,-64.156,40.0,0.57,2.51,3.3,,0.38,2.87,3.07,,
1991-10-08 00:00:00,31.728,-64.156,60.0,0.42,1.66,2.25,,0.4,1.89,2.09,,
1991-10-08 00:00:00,31.728,-64.156,80.0,0.26,0.89,1.14,,0.26,1.0,1.3,,
1991-10-08 00:00:00,31.728,-64.156,100.0,0.27,1.35,2.55,,0.58,1.14,1.18,,
1991-10-08 00:00:00,31.728,-64.156,120.0,0.33,0.16,0.52,,0.35,0.48,0.48,,
1991-10-08 00:00:00,31.728,-64.156,140.0,0.19,0.02,0.24,,0.75,0.19,0.2,,
1991-11-12 00:00:00,31.807,-64.1,1.0,0.57,3.13,3.5,,0.59,4.24,3.37,,
1991-11-12 00:00:00,31.807,-64.1,20.0,0.38,4.0,3.75,,0.71,4.43,4.96,,
1991-11-12 00:00:00,31.807,-64.1,40.0,0.43,3.64,3.92,,0.34,3.98,4.32,,
1991-11-12 00:00:00,31.807,-64.1,60.0,0.65,3.03,3.78,,0.44,3.7,3.56,,
1991-11-12 00:00:00,31.807,-64.1,80.0,0.32,2.46,2.88,,0.55,2.8,2.66,,
1991-11-12 00:00:00,31.807,-64.1,100.0,2.04,-0.46,1.87,,0.66,1.5,1.38,,
