Hawaii Ocean Time-series : 30-May-2024 15:52:58
https://hahana.soest.hawaii.edu/hot/hot-dogs/mextraction.html

crn, date, time, frac, depth, dwt, 
#, mmddyy, hhmm, #, m, g/m2, 
204, 081708, 1012, 1,  131.0,  0.1056,
204, 081708, 1012, 2,  131.0,  0.2100,
204, 081708, 1012, 3,  131.0,  0.2175,
204, 081708, 1012, 4,  131.0,  0.1846,
204, 081708, 1012, 5,  131.0,  0.7592,
204, 081708, 2206, 0,  214.0,  0.0493,
204, 081708, 2206, 1,  214.0,  0.3988,
204, 081708, 2206, 2,  214.0,  0.4614,
204, 081708, 2206, 3,  214.0,  0.3672,
204, 081708, 2206, 4,  214.0,  0.3731,
204, 081708, 2206, 5,  214.0,  1.6499,
205, 101008, 1024, 0,  121.0,  0.0391,
205, 101008, 1024, 1,  121.0,  0.1261,
205, 101008, 1024, 2,  121.0,  0.1389,
205, 101008, 1024, 3,  121.0,  0.1598,
205, 101008, 1024, 4,  121.0,  0.1569,
205, 101008, 1024, 5,  121.0,  0.6208,
205, 101008, 1225, 0,  177.0,  0.0982,
205, 101008, 1225, 1,  177.0,  0.2056,
205, 101008, 1225, 2,  177.0,  0.2368,
205, 101008, 1225, 3,  177.0,  0.2319,
205, 101008, 1225, 4,  177.0,  0.1738,
205, 101008, 1225, 5,  177.0,  0.9463,
205, 101008, 2224, 0,  140.0,  0.0793,
205, 101008, 2224, 1,  140.0,  0.0962,
205, 101008, 2224, 2,  140.0,  0.2004,
205, 101008, 2224, 3,  140.0,  0.3090,
205, 101008, 2224, 4,  140.0,  0.2876,
205, 101008, 2224, 5,  140.0,  0.9726,
205, 101108,  104, 0,  204.0,  0.1649,
205, 101108,  104, 1,  204.0,  0.1240,
205, 101108,  104, 2,  204.0,  0.1326,
205, 101108,  104, 3,  204.0,  0.2064,
205, 101108,  104, 4,  204.0,  0.3311,
205, 101108,  104, 5,  204.0,  0.9590,
205, 101108, 1005, 0,  163.0,  0.0161,
205, 101108, 1005, 1,  163.0,  0.2100,
205, 101108, 1005, 2,  163.0,  0.2460,
205, 101108, 1005, 3,  163.0,  0.2488,
205, 101108, 1005, 4,  163.0,  0.1851,
205, 101108, 1005, 5,  163.0,  0.9061,
205, 101108, 2216, 0,  172.0,  0.1736,
205, 101108, 2216, 1,  172.0,  0.1225,
205, 101108, 2216, 2,  172.0,  0.1713,
205, 101108, 2216, 3,  172.0,  0.2454,
205, 101108, 2216, 4,  172.0,  0.2731,
205, 101108, 2216, 5,  172.0,  0.9859,
206, 113008, 1124, 0,  160.0,  0.0148,
206, 113008, 1124, 1,  160.0,  0.0775,
206, 113008, 1124, 2,  160.0,  0.1546,
206, 113008, 1124, 3,  160.0,  0.1760,
206, 113008, 1124, 4,  160.0,  0.1562,
206, 113008, 1124, 5,  160.0,  0.5790,
206, 113008, 2207, 0,   80.0,  0.0866,
206, 113008, 2207, 1,   80.0,  0.1735,
206, 113008, 2207, 2,   80.0,  0.2023,
206, 113008, 2207, 3,   80.0,  0.2393,
206, 113008, 2207, 4,   80.0,  0.1765,
206, 113008, 2207, 5,   80.0,  0.8782,
206, 120108,  103, 0,   93.0,  0.0711,
206, 120108,  103, 1,   93.0,  0.2516,
206, 120108,  103, 2,   93.0,  0.3720,
206, 120108,  103, 3,   93.0,  0.3060,
206, 120108,  103, 4,   93.0,  0.2118,
206, 120108,  103, 5,   93.0,  1.2124,
206, 120108, 1013, 0,  137.0,  0.0263,
206, 120108, 1013, 1,  137.0,  0.1185,
206, 120108, 1013, 2,  137.0,  0.2017,
206, 120108, 1013, 3,  137.0,  0.1999,
206, 120108, 1013, 4,  137.0,  0.2874,
206, 120108, 1013, 5,  137.0,  0.8338,
206, 120108, 1343, 0,  167.0,  0.0244,
206, 120108, 1343, 1,  167.0,  0.0984,
206, 120108, 1343, 2,  167.0,  0.1501,
206, 120108, 1343, 3,  167.0,  0.1928,
206, 120108, 1343, 4,  167.0,  0.2441,
206, 120108, 1343, 5,  167.0,  0.7098,
206, 120108, 2206, 0,  142.0,  0.1028,
206, 120108, 2206, 1,  142.0,  0.2139,
206, 120108, 2206, 2,  142.0,  0.3424,
206, 120108, 2206, 3,  142.0,  0.2817,
206, 120108, 2206, 4,  142.0,  0.3153,
206, 120108, 2206, 5,  142.0,  1.2562,
208, 012009, 1039, 0,  200.0,  0.0328,
208, 012009, 1039, 1,  200.0,  0.0714,
208, 012009, 1039, 2,  200.0,  0.0810,
208, 012009, 1039, 3,  200.0,  0.0933,
208, 012009, 1039, 4,  200.0,  0.0794,
208, 012009, 1039, 5,  200.0,  0.3579,
208, 012009, 2210, 0,  208.0,  0.0154,
208, 012009, 2210, 1,  208.0,  0.0352,
208, 012009, 2210, 2,  208.0,  0.0413,
208, 012009, 2210, 3,  208.0,  0.0422,
208, 012009, 2210, 4,  208.0,  0.0345,
208, 012009, 2210, 5,  208.0,  0.1688,
208, 012109,  107, 0,  218.0,  0.0173,
208, 012109,  107, 1,  218.0,  0.0241,
208, 012109,  107, 2,  218.0,  0.0332,
208, 012109,  107, 3,  218.0,  0.0360,
208, 012109,  107, 4,  218.0,  0.0338,
208, 012109,  107, 5,  218.0,  0.1444,
208, 012109, 1111, 0,  146.0,  0.0053,
208, 012109, 1111, 1,  146.0,  0.0330,
208, 012109, 1111, 2,  146.0,  0.0385,
208, 012109, 1111, 3,  146.0,  0.0407,
208, 012109, 1111, 4,  146.0,  0.0374,
208, 012109, 1111, 5,  146.0,  0.1549,
208, 012109, 2321, 0,  108.0,  0.0247,
208, 012109, 2321, 1,  108.0,  0.0961,
208, 012109, 2321, 2,  108.0,  0.1796,
208, 012109, 2321, 3,  108.0,  0.1967,
208, 012109, 2321, 4,  108.0,  0.1148,
208, 012109, 2321, 5,  108.0,  0.6119,
209, 021709, 1058, 0,  178.0,  0.0302,
209, 021709, 1058, 1,  178.0,  0.0778,
209, 021709, 1058, 2,  178.0,  0.1403,
209, 021709, 1058, 3,  178.0,  0.1865,
209, 021709, 1058, 4,  178.0,  0.1757,
209, 021709, 1058, 5,  178.0,  0.6106,
209, 021709, 2206, 0,  178.0,  0.0222,
209, 021709, 2206, 1,  178.0,  0.0553,
209, 021709, 2206, 2,  178.0,  0.0792,
209, 021709, 2206, 3,  178.0,  0.1134,
209, 021709, 2206, 4,  178.0,  0.1043,
209, 021709, 2206, 5,  178.0,  0.3744,
209, 021809,   52, 0,  177.0,  0.1401,
209, 021809,   52, 1,  177.0,  0.1202,
209, 021809,   52, 2,  177.0,  0.1729,
209, 021809,   52, 3,  177.0,  0.2169,
209, 021809,   52, 4,  177.0,  0.2079,
209, 021809,   52, 5,  177.0,  0.8581,
209, 021809, 1030, 0,  140.0,  0.0422,
209, 021809, 1030, 1,  140.0,  0.1657,
209, 021809, 1030, 2,  140.0,  0.1687,
209, 021809, 1030, 3,  140.0,  0.2148,
209, 021809, 1030, 4,  140.0,  0.1826,
209, 021809, 1030, 5,  140.0,  0.7740,
209, 021809, 1305, 0,  186.0,  0.0157,
209, 021809, 1305, 1,  186.0,  0.0468,
209, 021809, 1305, 2,  186.0,  0.0609,
209, 021809, 1305, 3,  186.0,  0.0880,
209, 021809, 1305, 4,  186.0,  0.1112,
209, 021809, 1305, 5,  186.0,  0.3227,
209, 021809, 2207, 0,  193.0,  0.0781,
209, 021809, 2207, 1,  193.0,  0.1602,
209, 021809, 2207, 2,  193.0,  0.1608,
209, 021809, 2207, 3,  193.0,  0.2094,
209, 021809, 2207, 4,  193.0,  0.1954,
209, 021809, 2207, 5,  193.0,  0.8039,
210, 042809, 1012, 0,  215.0,  0.0427,
210, 042809, 1012, 1,  215.0,  0.2454,
210, 042809, 1012, 2,  215.0,  0.1913,
210, 042809, 1012, 3,  215.0,  0.1881,
210, 042809, 1012, 4,  215.0,  0.2673,
210, 042809, 1012, 5,  215.0,  0.9348,
210, 042809, 1312, 0,  235.0,  0.0280,
210, 042809, 1312, 1,  235.0,  0.1836,
210, 042809, 1312, 2,  235.0,  0.1576,
210, 042809, 1312, 3,  235.0,  0.1988,
210, 042809, 1312, 4,  235.0,  0.2613,
210, 042809, 1312, 5,  235.0,  0.8293,
210, 042809, 2212, 0,  207.0,  0.0317,
210, 042809, 2212, 1,  207.0,  0.2202,
210, 042809, 2212, 2,  207.0,  0.2651,
210, 042809, 2212, 3,  207.0,  0.2353,
210, 042809, 2212, 4,  207.0,  0.2602,
210, 042809, 2212, 5,  207.0,  1.0125,
210, 042909,   22, 0,  205.0,  0.0778,
210, 042909,   22, 1,  205.0,  0.1927,
210, 042909,   22, 2,  205.0,  0.2265,
210, 042909,   22, 3,  205.0,  0.2443,
210, 042909,   22, 4,  205.0,  0.2449,
210, 042909,   22, 5,  205.0,  0.9862,
210, 042909, 1022, 0,  215.0,  0.0168,
210, 042909, 1022, 1,  215.0,  0.1038,
210, 042909, 1022, 2,  215.0,  0.1143,
210, 042909, 1022, 3,  215.0,  0.1336,
210, 042909, 1022, 4,  215.0,  0.2221,
210, 042909, 1022, 5,  215.0,  0.5905,
210, 042909, 2210, 0,  229.0,  0.0616,
210, 042909, 2210, 1,  229.0,  0.2886,
210, 042909, 2210, 2,  229.0,  0.2603,
210, 042909, 2210, 3,  229.0,  0.2726,
210, 042909, 2210, 4,  229.0,  0.3001,
210, 042909, 2210, 5,  229.0,  1.1832,
211, 052709, 1027, 0,  144.0,  0.3351,
211, 052709, 1027, 1,  144.0,  0.3029,
211, 052709, 1027, 2,  144.0,  0.2941,
211, 052709, 1027, 3,  144.0,  0.3125,
211, 052709, 1027, 4,  144.0,  0.3958,
211, 052709, 1027, 5,  144.0,  1.6405,
211, 052709, 1310, 0,  231.0,  0.0688,
211, 052709, 1310, 1,  231.0,  0.2324,
211, 052709, 1310, 2,  231.0,  0.1771,
211, 052709, 1310, 3,  231.0,  0.1533,
211, 052709, 1310, 4,  231.0,  0.2659,
211, 052709, 1310, 5,  231.0,  0.8975,
211, 052709, 2225, 0,  189.0,  0.1651,
211, 052709, 2225, 1,  189.0,  0.6751,
211, 052709, 2225, 2,  189.0,  0.4909,
211, 052709, 2225, 3,  189.0,  0.3294,
211, 052709, 2225, 4,  189.0,  0.3874,
211, 052709, 2225, 5,  189.0,  2.0480,
211, 052809,  114, 0,  187.0,  0.1958,
211, 052809,  114, 1,  187.0,  0.3781,
211, 052809,  114, 2,  187.0,  0.4639,
211, 052809,  114, 3,  187.0,  0.2445,
211, 052809,  114, 4,  187.0,  0.3485,
211, 052809,  114, 5,  187.0,  1.6309,
211, 052809, 1012, 0,  118.0,  0.0314,
211, 052809, 1012, 1,  118.0,  0.3276,
211, 052809, 1012, 2,  118.0,  0.3013,
211, 052809, 1012, 3,  118.0,  0.1949,
211, 052809, 1012, 4,  118.0,  0.2614,
211, 052809, 1012, 5,  118.0,  1.1166,
211, 052809, 2218, 0,  105.0,  0.0924,
211, 052809, 2218, 1,  105.0,  0.2699,
211, 052809, 2218, 2,  105.0,  0.2495,
211, 052809, 2218, 3,  105.0,  0.1918,
211, 052809, 2218, 4,  105.0,  0.1908,
211, 052809, 2218, 5,  105.0,  0.9943,
212, 070309, 1040, 0,  237.0,  0.0258,
212, 070309, 1040, 1,  237.0,  0.1099,
212, 070309, 1040, 2,  237.0,  0.2228,
212, 070309, 1040, 3,  237.0,  0.1252,
212, 070309, 1040, 4,  237.0,  0.1041,
212, 070309, 1040, 5,  237.0,  0.5878,
212, 070309, 2211, 0,  155.0,  0.1519,
212, 070309, 2211, 1,  155.0,  0.1247,
212, 070309, 2211, 2,  155.0,  0.1998,
212, 070309, 2211, 3,  155.0,  0.1281,
212, 070309, 2211, 4,  155.0,  0.1739,
212, 070309, 2211, 5,  155.0,  0.7784,
212, 070409,  104, 0,  136.0,  0.1769,
212, 070409,  104, 1,  136.0,  0.5822,
212, 070409,  104, 2,  136.0,  0.3173,
212, 070409,  104, 3,  136.0,  0.3470,
212, 070409,  104, 4,  136.0,  0.3042,
212, 070409,  104, 5,  136.0,  1.7276,
212, 070409, 1048, 0,  160.0,  0.0111,
212, 070409, 1048, 1,  160.0,  0.0946,
212, 070409, 1048, 2,  160.0,  0.1181,
212, 070409, 1048, 3,  160.0,  0.0846,
212, 070409, 1048, 4,  160.0,  0.0955,
212, 070409, 1048, 5,  160.0,  0.4039,
212, 070409, 2207, 0,  160.0,  0.0739,
212, 070409, 2207, 1,  160.0,  0.1648,
212, 070409, 2207, 2,  160.0,  0.2623,
212, 070409, 2207, 3,  160.0,  0.2104,
212, 070409, 2207, 4,  160.0,  0.2097,
212, 070409, 2207, 5,  160.0,  0.9211,
213, 072409, 1029, 0,  190.0,  0.0340,
213, 072409, 1029, 1,  190.0,  0.1073,
213, 072409, 1029, 2,  190.0,  0.1628,
213, 072409, 1029, 3,  190.0,  0.1926,
213, 072409, 1029, 4,  190.0,  0.2106,
213, 072409, 1029, 5,  190.0,  0.7074,
213, 072509,  101, 0,  135.0,  0.0669,
213, 072509,  101, 1,  135.0,  0.3147,
213, 072509,  101, 2,  135.0,  0.2864,
213, 072509,  101, 3,  135.0,  0.2162,
213, 072509,  101, 4,  135.0,  0.2119,
213, 072509,  101, 5,  135.0,  1.0961,
213, 072509, 1005, 0,  150.0,  0.0404,
213, 072509, 1005, 1,  150.0,  0.2612,
213, 072509, 1005, 2,  150.0,  0.2963,
213, 072509, 1005, 3,  150.0,  0.2156,
213, 072509, 1005, 4,  150.0,  0.2498,
213, 072509, 1005, 5,  150.0,  1.0633,
213, 072509, 2205, 0,  215.0,  0.2170,
213, 072509, 2205, 1,  215.0,  0.2882,
213, 072509, 2205, 2,  215.0,  0.2628,
213, 072509, 2205, 3,  215.0,  0.2313,
213, 072509, 2205, 4,  215.0,  0.2130,
213, 072509, 2205, 5,  215.0,  1.2123,
213, 072609,   41, 0,  170.0,  0.0533,
213, 072609,   41, 1,  170.0,  0.3067,
213, 072609,   41, 2,  170.0,  0.2246,
213, 072609,   41, 3,  170.0,  0.1739,
213, 072609,   41, 4,  170.0,  0.2102,
213, 072609,   41, 5,  170.0,  0.9686,
213, 072609, 1012, 0,  150.0,  0.0888,
213, 072609, 1012, 1,  150.0,  0.2467,
213, 072609, 1012, 2,  150.0,  0.2422,
213, 072609, 1012, 3,  150.0,  0.2008,
213, 072609, 1012, 4,  150.0,  0.2569,
213, 072609, 1012, 5,  150.0,  1.0355,
214, 081809, 1056, 0,  161.0,  0.1062,
214, 081809, 1056, 1,  161.0,  0.2646,
214, 081809, 1056, 2,  161.0,  0.3029,
214, 081809, 1056, 3,  161.0,  0.2829,
214, 081809, 1056, 4,  161.0,  0.3891,
214, 081809, 1056, 5,  161.0,  1.3458,
214, 081809, 1334, 0,  182.0,  0.0591,
214, 081809, 1334, 1,  182.0,  0.2753,
214, 081809, 1334, 2,  182.0,  0.1840,
214, 081809, 1334, 3,  182.0,  0.2393,
214, 081809, 1334, 4,  182.0,  0.2324,
214, 081809, 1334, 5,  182.0,  0.9901,
214, 081809, 2206, 0,  145.0,  0.0819,
214, 081809, 2206, 1,  145.0,  0.1527,
214, 081809, 2206, 2,  145.0,  0.1396,
214, 081809, 2206, 3,  145.0,  0.2396,
214, 081809, 2206, 4,  145.0,  0.2647,
214, 081809, 2206, 5,  145.0,  0.8785,
214, 081909, 1009, 0,  212.0,  0.1340,
214, 081909, 1009, 1,  212.0,  0.1816,
214, 081909, 1009, 2,  212.0,  0.1824,
214, 081909, 1009, 3,  212.0,  0.2843,
214, 081909, 1009, 4,  212.0,  0.3461,
214, 081909, 1009, 5,  212.0,  1.1282,
214, 081909, 2204, 0,  172.0,  0.0301,
214, 081909, 2204, 1,  172.0,  0.1050,
214, 081909, 2204, 2,  172.0,  0.1298,
214, 081909, 2204, 3,  172.0,  0.1363,
214, 081909, 2204, 4,  172.0,  0.1434,
214, 081909, 2204, 5,  172.0,  0.5446,
215, 092409, 1112, 0,  118.0,  0.0175,
215, 092409, 1112, 1,  118.0,  0.1936,
215, 092409, 1112, 2,  118.0,  0.2988,
215, 092409, 1112, 3,  118.0,  0.2312,
215, 092409, 1112, 4,  118.0,  0.2569,
215, 092409, 1112, 5,  118.0,  0.9979,
215, 092409, 1349, 0,  155.0,  0.0956,
215, 092409, 1349, 1,  155.0,  0.1823,
215, 092409, 1349, 2,  155.0,  0.1958,
215, 092409, 1349, 3,  155.0,  0.2322,
215, 092409, 1349, 4,  155.0,  0.1733,
215, 092409, 1349, 5,  155.0,  0.8791,
215, 092409, 2211, 0,  145.0,  0.0491,
215, 092409, 2211, 1,  145.0,  0.3021,
215, 092409, 2211, 2,  145.0,  0.3129,
215, 092409, 2211, 3,  145.0,  0.2844,
215, 092409, 2211, 4,  145.0,  0.2546,
215, 092409, 2211, 5,  145.0,  1.2031,
215, 092509,   14, 0,  157.0,  0.1547,
215, 092509,   14, 1,  157.0,  0.3212,
215, 092509,   14, 2,  157.0,  0.2555,
215, 092509,   14, 3,  157.0,  0.2427,
215, 092509,   14, 4,  157.0,  0.2574,
215, 092509,   14, 5,  157.0,  1.2314,
215, 092509, 1006, 0,  172.0,  0.0205,
215, 092509, 1006, 1,  172.0,  0.1183,
215, 092509, 1006, 2,  172.0,  0.1552,
215, 092509, 1006, 3,  172.0,  0.1704,
215, 092509, 1006, 4,  172.0,  0.1515,
215, 092509, 1006, 5,  172.0,  0.6158,
215, 092509, 2206, 0,  128.0,  0.0204,
215, 092509, 2206, 1,  128.0,  0.0566,
215, 092509, 2206, 2,  128.0,  0.0665,
215, 092509, 2206, 3,  128.0,  0.0709,
215, 092509, 2206, 4,  128.0,  0.0883,
215, 092509, 2206, 5,  128.0,  0.3027,
216, 110309, 1041, 0,  135.0,  0.0171,
216, 110309, 1041, 1,  135.0,  0.0476,
216, 110309, 1041, 2,  135.0,  0.0740,
216, 110309, 1041, 3,  135.0,  0.0748,
216, 110309, 1041, 4,  135.0,  0.0817,
216, 110309, 1041, 5,  135.0,  0.2952,
216, 110309, 1344, 0,  210.0,  0.0773,
216, 110309, 1344, 1,  210.0,  0.0872,
216, 110309, 1344, 2,  210.0,  0.1085,
216, 110309, 1344, 3,  210.0,  0.0979,
216, 110309, 1344, 4,  210.0,  0.0994,
216, 110309, 1344, 5,  210.0,  0.4703,
216, 110309, 2204, 0,  162.0,  0.1112,
216, 110309, 2204, 1,  162.0,  0.2739,
216, 110309, 2204, 2,  162.0,  0.1849,
216, 110309, 2204, 3,  162.0,  0.1690,
216, 110309, 2204, 4,  162.0,  0.1763,
216, 110309, 2204, 5,  162.0,  0.9154,
216, 110409,  106, 0,  145.0,  0.0224,
216, 110409,  106, 1,  145.0,  0.0726,
216, 110409,  106, 2,  145.0,  0.0564,
216, 110409,  106, 3,  145.0,  0.0753,
216, 110409,  106, 4,  145.0,  0.0741,
216, 110409,  106, 5,  145.0,  0.3008,
216, 110409, 1010, 0,  201.0,  0.1225,
216, 110409, 1010, 1,  201.0,  0.1547,
216, 110409, 1010, 2,  201.0,  0.1673,
216, 110409, 1010, 3,  201.0,  0.1553,
216, 110409, 1010, 4,  201.0,  0.1423,
216, 110409, 1010, 5,  201.0,  0.7422,
216, 110409, 2208, 0,  186.0,  0.1089,
216, 110409, 2208, 1,  186.0,  0.1961,
216, 110409, 2208, 2,  186.0,  0.1945,
216, 110409, 2208, 3,  186.0,  0.1641,
216, 110409, 2208, 4,  186.0,  0.1073,
216, 110409, 2208, 5,  186.0,  0.7709,
217, 120909, 1016, 0,  146.0,  0.0518,
217, 120909, 1016, 1,  146.0,  0.1284,
217, 120909, 1016, 2,  146.0,  0.1974,
217, 120909, 1016, 3,  146.0,  0.1684,
217, 120909, 1016, 4,  146.0,  0.1719,
217, 120909, 1016, 5,  146.0,  0.7180,
217, 120909, 1247, 0,  141.0,  0.0488,
217, 120909, 1247, 1,  141.0,  0.1827,
217, 120909, 1247, 2,  141.0,  0.1106,
217, 120909, 1247, 3,  141.0,  0.0831,
217, 120909, 1247, 4,  141.0,  0.1095,
217, 120909, 1247, 5,  141.0,  0.5347,
217, 120909, 2202, 0,   74.0,  0.1911,
217, 120909, 2202, 1,   74.0,  0.1854,
217, 120909, 2202, 2,   74.0,  0.3305,
217, 120909, 2202, 3,   74.0,  0.2516,
217, 120909, 2202, 4,   74.0,  0.2410,
217, 120909, 2202, 5,   74.0,  1.1996,
217, 121009,   19, 0,  123.0,  0.0356,
217, 121009,   19, 1,  123.0,  0.2484,
217, 121009,   19, 2,  123.0,  0.2751,
217, 121009,   19, 3,  123.0,  0.1901,
217, 121009,   19, 4,  123.0,  0.2636,
217, 121009,   19, 5,  123.0,  1.0128,
217, 121009, 1004, 0,  102.0,  0.0132,
217, 121009, 1004, 1,  102.0,  0.0720,
217, 121009, 1004, 2,  102.0,  0.1559,
217, 121009, 1004, 3,  102.0,  0.1028,
217, 121009, 1004, 4,  102.0,  0.1345,
217, 121009, 1004, 5,  102.0,  0.4784,
217, 121009, 2205, 0,  113.0,  0.0898,
217, 121009, 2205, 1,  113.0,  0.1507,
217, 121009, 2205, 2,  113.0,  0.1602,
217, 121009, 2205, 3,  113.0,  0.1420,
217, 121009, 2205, 4,  113.0,  0.0936,
217, 121009, 2205, 5,  113.0,  0.6364,
220, 040610, 1009, 0,  136.0,  0.0251,
220, 040610, 1009, 1,  136.0,  0.1394,
220, 040610, 1009, 2,  136.0,  0.0746,
220, 040610, 1009, 3,  136.0,  0.1615,
220, 040610, 1009, 4,  136.0,  0.1774,
220, 040610, 1009, 5,  136.0,  0.5780,
220, 040610, 1239, 0,  136.0,  0.0150,
220, 040610, 1239, 1,  136.0,  0.0785,
220, 040610, 1239, 2,  136.0,  0.1085,
220, 040610, 1239, 3,  136.0,  0.1583,
220, 040610, 1239, 4,  136.0,  0.1152,
220, 040610, 1239, 5,  136.0,  0.4753,
220, 040610, 2205, 0,  141.0,  0.1119,
220, 040610, 2205, 1,  141.0,  0.2820,
220, 040610, 2205, 2,  141.0,  0.3868,
220, 040610, 2205, 3,  141.0,  0.4265,
220, 040610, 2205, 4,  141.0,  0.2222,
220, 040610, 2205, 5,  141.0,  1.4294,
220, 040710,   21, 0,  126.0,  0.1093,
220, 040710,   21, 1,  126.0,  0.1194,
220, 040710,   21, 2,  126.0,  0.1865,
220, 040710,   21, 3,  126.0,  0.2017,
220, 040710,   21, 4,  126.0,  0.1938,
220, 040710,   21, 5,  126.0,  0.8108,
220, 040710, 1003, 0,  140.0,  0.0166,
220, 040710, 1003, 1,  140.0,  0.0523,
220, 040710, 1003, 2,  140.0,  0.1108,
220, 040710, 1003, 3,  140.0,  0.1644,
220, 040710, 1003, 4,  140.0,  0.2241,
220, 040710, 1003, 5,  140.0,  0.5682,
220, 040710, 2205, 0,   91.0,  0.0434,
220, 040710, 2205, 1,   91.0,  0.0333,
220, 040710, 2205, 2,   91.0,  0.0576,
220, 040710, 2205, 3,   91.0,  0.0747,
220, 040710, 2205, 4,   91.0,  0.0848,
220, 040710, 2205, 5,   91.0,  0.2939,
221, 051710, 1001, 0,  171.0,  0.0469,
221, 051710, 1001, 1,  171.0,  0.1436,
221, 051710, 1001, 2,  171.0,  0.2539,
221, 051710, 1001, 3,  171.0,  0.2497,
221, 051710, 1001, 4,  171.0,  0.2367,
221, 051710, 1001, 5,  171.0,  0.9308,
221, 051710, 1230, 0,  146.0,  0.0429,
221, 051710, 1230, 1,  146.0,  0.1917,
221, 051710, 1230, 2,  146.0,  0.2897,
221, 051710, 1230, 3,  146.0,  0.1947,
221, 051710, 1230, 4,  146.0,  0.1753,
221, 051710, 1230, 5,  146.0,  0.8943,
221, 051710, 2205, 0,  101.0,  0.0689,
221, 051710, 2205, 1,  101.0,  0.0791,
221, 051710, 2205, 2,  101.0,  0.1436,
221, 051710, 2205, 3,  101.0,  0.1547,
221, 051710, 2205, 4,  101.0,  0.1464,
221, 051710, 2205, 5,  101.0,  0.5928,
221, 051810,   41, 0,  200.0,  0.1329,
221, 051810,   41, 1,  200.0,  0.2289,
221, 051810,   41, 2,  200.0,  0.2761,
221, 051810,   41, 3,  200.0,  0.2631,
221, 051810,   41, 4,  200.0,  0.1938,
221, 051810,   41, 5,  200.0,  1.0947,
221, 051810, 1005, 0,  161.0,  0.0171,
221, 051810, 1005, 1,  161.0,  0.0537,
221, 051810, 1005, 2,  161.0,  0.1071,
221, 051810, 1005, 3,  161.0,  0.1369,
221, 051810, 1005, 4,  161.0,  0.1177,
221, 051810, 1005, 5,  161.0,  0.4325,
221, 051810, 2200, 0,  107.0,  0.0100,
221, 051810, 2200, 1,  107.0,  0.0410,
221, 051810, 2200, 2,  107.0,  0.0546,
221, 051810, 2200, 3,  107.0,  0.0534,
221, 051810, 2200, 4,  107.0,  0.0578,
221, 051810, 2200, 5,  107.0,  0.2168,
222, 060710, 1005, 0,  157.0,  0.0712,
222, 060710, 1005, 1,  157.0,  0.0938,
222, 060710, 1005, 2,  157.0,  0.1277,
222, 060710, 1005, 3,  157.0,  0.1274,
222, 060710, 1005, 4,  157.0,  0.0986,
222, 060710, 1005, 5,  157.0,  0.5187,
222, 060710, 1226, 0,  113.0,  0.0250,
222, 060710, 1226, 1,  113.0,  0.1015,
222, 060710, 1226, 2,  113.0,  0.1333,
222, 060710, 1226, 3,  113.0,  0.0872,
222, 060710, 1226, 4,  113.0,  0.0838,
222, 060710, 1226, 5,  113.0,  0.4309,
222, 060710, 2212, 0,  148.0,  0.1899,
222, 060710, 2212, 1,  148.0,  0.1422,
222, 060710, 2212, 2,  148.0,  0.1456,
222, 060710, 2212, 3,  148.0,  0.1064,
222, 060710, 2212, 4,  148.0,  0.1192,
222, 060710, 2212, 5,  148.0,  0.7033,
222, 060810,   22, 0,  163.0,  0.2843,
222, 060810,   22, 1,  163.0,  0.1731,
222, 060810,   22, 2,  163.0,  0.1643,
222, 060810,   22, 3,  163.0,  0.1113,
222, 060810,   22, 4,  163.0,  0.1256,
222, 060810,   22, 5,  163.0,  0.8587,
222, 060810, 1006, 0,  167.0,  0.2956,
222, 060810, 1006, 1,  167.0,  0.0841,
222, 060810, 1006, 2,  167.0,  0.0584,
222, 060810, 1006, 3,  167.0,  0.0518,
222, 060810, 1006, 4,  167.0,  0.0621,
222, 060810, 1006, 5,  167.0,  0.5519,
222, 060810, 2204, 0,  180.0,  0.0295,
222, 060810, 2204, 1,  180.0,  0.0532,
222, 060810, 2204, 2,  180.0,  0.0721,
222, 060810, 2204, 3,  180.0,  0.0479,
222, 060810, 2204, 4,  180.0,  0.0475,
222, 060810, 2204, 5,  180.0,  0.2502,
223, 070710, 1406, 0,  186.0,  0.0774,
223, 070710, 1406, 1,  186.0,  0.1959,
223, 070710, 1406, 2,  186.0,  0.2359,
223, 070710, 1406, 3,  186.0,  0.2321,
223, 070710, 1406, 4,  186.0,  0.2628,
223, 070710, 1406, 5,  186.0,  1.0041,
223, 070710, 2323, 0,  154.0,  0.0445,
223, 070710, 2323, 1,  154.0,  0.1952,
223, 070710, 2323, 2,  154.0,  0.1995,
223, 070710, 2323, 3,  154.0,  0.2121,
223, 070710, 2323, 4,  154.0,  0.2425,
223, 070710, 2323, 5,  154.0,  0.8939,
223, 070810, 2356, 0,  148.0,  0.1407,
223, 070810, 2356, 1,  148.0,  0.1398,
223, 070810, 2356, 2,  148.0,  0.3333,
223, 070810, 2356, 3,  148.0,  0.2349,
223, 070810, 2356, 4,  148.0,  0.2613,
223, 070810, 2356, 5,  148.0,  1.1099,
223, 070810, 1028, 0,   86.0,  0.0277,
223, 070810, 1028, 1,   86.0,  0.0750,
223, 070810, 1028, 2,   86.0,  0.1027,
223, 070810, 1028, 3,   86.0,  0.0881,
223, 070810, 1028, 4,   86.0,  0.0881,
223, 070810, 1028, 5,   86.0,  0.3816,
223, 070810, 1228, 0,  195.0,  0.0841,
223, 070810, 1228, 1,  195.0,  0.1165,
