Hawaii Ocean Time-series : 30-May-2024 15:52:58
https://hahana.soest.hawaii.edu/hot/hot-dogs/mextraction.html

crn, date, time, frac, depth, dwt, 
#, mmddyy, hhmm, #, m, g/m2, 
 52, 021794, 1108, 0,  181.0,  0.0132,
 52, 021794, 1108, 1,  181.0,  0.0417,
 52, 021794, 1108, 2,  181.0,  0.0230,
 52, 021794, 1108, 3,  181.0,  0.0374,
 52, 021794, 1108, 4,  181.0,  0.0302,
 52, 021794, 1108, 5,  181.0,  0.1456,
 52, 021794, 1345, 0,  132.0,  0.0071,
 52, 021794, 1345, 1,  132.0,  0.0613,
 52, 021794, 1345, 2,  132.0,  0.0372,
 52, 021794, 1345, 3,  132.0,  0.0382,
 52, 021794, 1345, 4,  132.0,  0.0278,
 52, 021794, 1345, 5,  132.0,  0.1717,
 52, 021794, 2300, 0,  151.0,  0.0394,
 52, 021794, 2300, 1,  151.0,  0.2065,
 52, 021794, 2300, 2,  151.0,  0.1211,
 52, 021794, 2300, 3,  151.0,  0.1109,
 52, 021794, 2300, 4,  151.0,  0.0807,
 52, 021794, 2300, 5,  151.0,  0.5587,
 52, 021894,  145, 0,  148.0,  0.0520,
 52, 021894,  145, 1,  148.0,  0.2385,
 52, 021894,  145, 2,  148.0,  0.1222,
 52, 021894,  145, 3,  148.0,  0.0962,
 52, 021894,  145, 4,  148.0,  0.0720,
 52, 021894,  145, 5,  148.0,  0.5809,
 52, 021894, 1057, 0,  189.0,  0.0008,
 52, 021894, 1057, 1,  189.0,  0.0382,
 52, 021894, 1057, 2,  189.0,  0.0228,
 52, 021894, 1057, 3,  189.0,  0.0316,
 52, 021894, 1057, 4,  189.0,  0.0209,
 52, 021894, 1057, 5,  189.0,  0.1143,
 52, 021994,  140, 0,  137.0,  0.0617,
 52, 021994,  140, 1,  137.0,  0.1375,
 52, 021994,  140, 2,  137.0,  0.0928,
 52, 021994,  140, 3,  137.0,  0.0813,
 52, 021994,  140, 4,  137.0,  0.0733,
 52, 021994,  140, 5,  137.0,  0.4466,
 52, 021994, 1256, 0,  139.0,  0.0239,
 52, 021994, 1256, 1,  139.0,  0.1403,
 52, 021994, 1256, 2,  139.0,  0.1235,
 52, 021994, 1256, 3,  139.0,  0.1044,
 52, 021994, 1256, 4,  139.0,  0.0696,
 52, 021994, 1256, 5,  139.0,  0.4618,
 53, 030994, 1145, 0,  189.0,  0.0104,
 53, 030994, 1145, 1,  189.0,  0.0303,
 53, 030994, 1145, 2,  189.0,  0.0519,
 53, 030994, 1145, 3,  189.0,  0.1317,
 53, 030994, 1145, 4,  189.0,  0.1543,
 53, 030994, 1145, 5,  189.0,  0.3787,
 53, 030994, 2315, 0,  129.0,  0.0028,
 53, 030994, 2315, 1,  129.0,  0.0340,
 53, 030994, 2315, 2,  129.0,  0.0600,
 53, 030994, 2315, 3,  129.0,  0.0889,
 53, 030994, 2315, 4,  129.0,  0.1406,
 53, 030994, 2315, 5,  129.0,  0.3264,
 53, 031094,  210, 0,  181.0,  0.0530,
 53, 031094,  210, 1,  181.0,  0.0407,
 53, 031094,  210, 2,  181.0,  0.0850,
 53, 031094,  210, 3,  181.0,  0.1708,
 53, 031094,  210, 4,  181.0,  0.2438,
 53, 031094,  210, 5,  181.0,  0.5934,
 53, 031094, 1110, 0,  164.0,  0.0051,
 53, 031094, 1110, 1,  164.0,  0.0180,
 53, 031094, 1110, 2,  164.0,  0.0208,
 53, 031094, 1110, 3,  164.0,  0.0723,
 53, 031094, 1110, 4,  164.0,  0.1372,
 53, 031094, 1110, 5,  164.0,  0.2533,
 53, 031094, 2305, 0,  177.0,  0.0088,
 53, 031094, 2305, 1,  177.0,  0.0760,
 53, 031094, 2305, 2,  177.0,  0.1357,
 53, 031094, 2305, 3,  177.0,  0.2493,
 53, 031094, 2305, 4,  177.0,  0.2814,
 53, 031094, 2305, 5,  177.0,  0.7512,
 53, 031194, 1050, 0,  109.0,  0.0087,
 53, 031194, 1050, 1,  109.0,  0.0147,
 53, 031194, 1050, 2,  109.0,  0.0236,
 53, 031194, 1050, 3,  109.0,  0.0460,
 53, 031194, 1050, 4,  109.0,  0.1077,
 53, 031194, 1050, 5,  109.0,  0.2008,
 54, 061994, 1035, 0,   98.0,  0.0274,
 54, 061994, 1035, 1,   98.0,  0.0486,
 54, 061994, 1035, 2,   98.0,  0.0922,
 54, 061994, 1035, 3,   98.0,  0.0604,
 54, 061994, 1035, 4,   98.0,  0.0574,
 54, 061994, 1035, 5,   98.0,  0.2860,
 54, 061994, 2304, 0,  129.0,  0.0491,
 54, 061994, 2304, 1,  129.0,  0.1405,
 54, 061994, 2304, 2,  129.0,  0.1658,
 54, 061994, 2304, 3,  129.0,  0.1238,
 54, 061994, 2304, 4,  129.0,  0.1221,
 54, 061994, 2304, 5,  129.0,  0.6014,
 54, 061994,  150, 0,  169.0,  0.0947,
 54, 061994,  150, 1,  169.0,  0.1070,
 54, 061994,  150, 2,  169.0,  0.1672,
 54, 061994,  150, 3,  169.0,  0.1401,
 54, 061994,  150, 4,  169.0,  0.1433,
 54, 061994,  150, 5,  169.0,  0.6523,
 54, 061994, 1135, 0,  124.0,  0.0311,
 54, 061994, 1135, 1,  124.0,  0.0320,
 54, 061994, 1135, 2,  124.0,  0.1145,
 54, 061994, 1135, 3,  124.0,  0.1013,
 54, 061994, 1135, 4,  124.0,  0.0782,
 54, 061994, 1135, 5,  124.0,  0.3571,
 54, 061994,  106, 0,  163.0,  0.0074,
 54, 061994,  106, 1,  163.0,  0.1010,
 54, 061994,  106, 2,  163.0,  0.2188,
 54, 061994,  106, 3,  163.0,  0.1248,
 54, 061994,  106, 4,  163.0,  0.1243,
 54, 061994,  106, 5,  163.0,  0.5762,
 54, 061994, 1306, 0,  184.0,  0.0563,
 54, 061994, 1306, 1,  184.0, -9.0000,
 54, 061994, 1306, 2,  184.0,  0.1486,
 54, 061994, 1306, 3,  184.0,  0.1009,
 54, 061994, 1306, 4,  184.0,  0.0985,
 54, 061994, 1306, 5,  184.0, -9.0000,
 55, 072494, 2305, 0,  140.0,  0.2012,
 55, 072494, 2305, 1,  140.0,  0.1262,
 55, 072494, 2305, 2,  140.0,  0.1785,
 55, 072494, 2305, 3,  140.0,  0.1436,
 55, 072494, 2305, 4,  140.0,  0.1829,
 55, 072494, 2305, 5,  140.0,  0.8324,
 55, 072594,    8, 0,  183.0,  0.0484,
 55, 072594,    8, 1,  183.0,  0.2037,
 55, 072594,    8, 2,  183.0,  0.1945,
 55, 072594,    8, 3,  183.0,  0.2046,
 55, 072594,    8, 4,  183.0,  0.1602,
 55, 072594,    8, 5,  183.0,  0.8114,
 55, 072594, 1003, 0,  179.0,  0.0007,
 55, 072594, 1003, 1,  179.0,  0.0618,
 55, 072594, 1003, 2,  179.0,  0.2828,
 55, 072594, 1003, 3,  179.0,  0.3000,
 55, 072594, 1003, 4,  179.0,  0.2035,
 55, 072594, 1003, 5,  179.0,  0.8488,
 55, 072594, 1248, 0,  212.0,  0.0224,
 55, 072594, 1248, 1,  212.0,  0.0991,
 55, 072594, 1248, 2,  212.0,  0.2367,
 55, 072594, 1248, 3,  212.0,  0.2146,
 55, 072594, 1248, 4,  212.0,  0.1563,
 55, 072594, 1248, 5,  212.0,  0.7291,
 56, 083094,    5, 0,  206.0,  0.0771,
 56, 083094,    5, 1,  206.0,  0.5483,
 56, 083094,    5, 2,  206.0,  0.3132,
 56, 083094,    5, 3,  206.0,  0.3108,
 56, 083094,    5, 4,  206.0,  0.2820,
 56, 083094,    5, 5,  206.0,  1.5314,
 56, 083094, 1300, 0,  186.0,  0.0076,
 56, 083094, 1300, 1,  186.0,  0.1347,
 56, 083094, 1300, 2,  186.0,  0.1862,
 56, 083094, 1300, 3,  186.0,  0.2820,
 56, 083094, 1300, 4,  186.0,  0.2355,
 56, 083094, 1300, 5,  186.0,  0.8460,
 56, 083194,   50, 0,  150.0,  0.0424,
 56, 083194,   50, 1,  150.0,  0.2859,
 56, 083194,   50, 2,  150.0,  0.3108,
 56, 083194,   50, 3,  150.0,  0.3303,
 56, 083194,   50, 4,  150.0,  0.2161,
 56, 083194,   50, 5,  150.0,  1.1854,
 56, 083194, 1025, 0,  134.0,  0.0239,
 56, 083194, 1025, 1,  134.0,  0.0867,
 56, 083194, 1025, 2,  134.0,  0.1854,
 56, 083194, 1025, 3,  134.0,  0.3167,
 56, 083194, 1025, 4,  134.0,  0.1422,
 56, 083194, 1025, 5,  134.0,  0.7550,
 56, 083194, 2240, 0,  178.0,  0.1077,
 56, 083194, 2240, 1,  178.0,  0.1844,
 56, 083194, 2240, 2,  178.0,  0.2387,
 56, 083194, 2240, 3,  178.0,  0.2633,
 56, 083194, 2240, 4,  178.0,  0.1934,
 56, 083194, 2240, 5,  178.0,  0.9875,
 56, 083194, 1220, 0,  204.0,  0.0000,
 56, 083194, 1220, 1,  204.0,  0.0973,
 56, 083194, 1220, 2,  204.0,  0.2195,
 56, 083194, 1220, 3,  204.0,  0.2216,
 56, 083194, 1220, 4,  204.0,  0.1922,
 56, 083194, 1220, 5,  204.0,  0.7306,
 57, 092294, 1145, 0,  207.0,  0.0830,
 57, 092294, 1145, 1,  207.0,  0.1462,
 57, 092294, 1145, 2,  207.0,  0.1819,
 57, 092294, 1145, 3,  207.0,  0.2078,
 57, 092294, 1145, 4,  207.0,  0.1283,
 57, 092294, 1145, 5,  207.0,  0.7472,
 57, 092394, 1337, 0,  195.0,  0.0127,
 57, 092394, 1337, 1,  195.0,  0.1270,
 57, 092394, 1337, 2,  195.0,  0.2403,
 57, 092394, 1337, 3,  195.0,  0.2073,
 57, 092394, 1337, 4,  195.0,  0.1398,
 57, 092394, 1337, 5,  195.0,  0.7271,
 57, 092394, 2255, 0,  186.0,  0.0450,
 57, 092394, 2255, 1,  186.0,  0.2608,
 57, 092394, 2255, 2,  186.0,  0.2018,
 57, 092394, 2255, 3,  186.0,  0.1223,
 57, 092394, 2255, 4,  186.0,  0.0580,
 57, 092394, 2255, 5,  186.0,  0.6880,
 57, 092494,  117, 0,  188.0,  0.0389,
 57, 092494,  117, 1,  188.0,  0.2160,
 57, 092494,  117, 2,  188.0,  0.3256,
 57, 092494,  117, 3,  188.0,  0.1660,
 57, 092494,  117, 4,  188.0,  0.1797,
 57, 092494,  117, 5,  188.0,  0.9261,
 57, 092494, 1043, 0,  166.0,  0.0016,
 57, 092494, 1043, 1,  166.0,  0.1034,
 57, 092494, 1043, 2,  166.0,  0.1352,
 57, 092494, 1043, 3,  166.0,  0.1095,
 57, 092494, 1043, 4,  166.0,  0.1358,
 57, 092494, 1043, 5,  166.0,  0.4855,
 57, 092294, 1505, 0,  184.0,  0.0242,
 57, 092294, 1505, 1,  184.0,  0.2066,
 57, 092294, 1505, 2,  184.0,  0.1722,
 57, 092294, 1505, 3,  184.0,  0.1538,
 57, 092294, 1505, 4,  184.0,  0.1138,
 57, 092294, 1505, 5,  184.0,  0.6706,
 58, 101594,   15, 0,  213.0,  0.0679,
 58, 101594,   15, 1,  213.0,  0.2112,
 58, 101594,   15, 2,  213.0,  0.2160,
 58, 101594,   15, 3,  213.0,  0.1671,
 58, 101594,   15, 4,  213.0,  0.1832,
 58, 101594,   15, 5,  213.0,  0.8454,
 58, 101694, 1200, 0,  189.0,  0.0505,
 58, 101694, 1200, 1,  189.0,  0.1543,
 58, 101694, 1200, 2,  189.0,  0.1333,
 58, 101694, 1200, 3,  189.0,  0.1705,
 58, 101694, 1200, 4,  189.0,  0.1416,
 58, 101694, 1200, 5,  189.0,  0.6503,
 58, 101694, 2330, 0,  219.0,  0.0538,
 58, 101694, 2330, 1,  219.0,  0.2243,
 58, 101694, 2330, 2,  219.0,  0.2426,
 58, 101694, 2330, 3,  219.0,  0.2053,
 58, 101694, 2330, 4,  219.0,  0.1861,
 58, 101694, 2330, 5,  219.0,  0.9121,
 58, 101794, 1140, 0,  216.0,  0.0406,
 58, 101794, 1140, 1,  216.0,  0.0854,
 58, 101794, 1140, 2,  216.0,  0.1969,
 58, 101794, 1140, 3,  216.0,  0.1554,
 58, 101794, 1140, 4,  216.0,  0.1332,
 58, 101794, 1140, 5,  216.0,  0.6115,
 58, 101794,   35, 0,  131.0,  0.1366,
 58, 101794,   35, 1,  131.0,  0.2165,
 58, 101794,   35, 2,  131.0,  0.1737,
 58, 101794,   35, 3,  131.0,  0.1800,
 58, 101794,   35, 4,  131.0,  0.1423,
 58, 101794,   35, 5,  131.0,  0.8491,
 60, 020595, 1120, 0,   17.0, -9.0000,
 60, 020595, 1120, 1,   17.0, -9.0000,
 60, 020595, 1120, 2,   17.0, -9.0000,
 60, 020595, 1120, 3,   17.0, -9.0000,
 60, 020595, 1120, 4,   17.0, -9.0000,
 60, 020595, 1120, 5,   17.0, -9.0000,
 60, 020795, 1125, 0,  210.0,  0.0000,
 60, 020795, 1125, 1,  210.0,  0.0366,
 60, 020795, 1125, 2,  210.0,  0.0766,
 60, 020795, 1125, 3,  210.0,  0.0701,
 60, 020795, 1125, 4,  210.0,  0.0595,
 60, 020795, 1125, 5,  210.0,  0.2427,
 60, 020595, 2245, 0,  161.0,  0.0057,
 60, 020595, 2245, 1,  161.0,  0.1044,
 60, 020595, 2245, 2,  161.0,  0.1780,
 60, 020595, 2245, 3,  161.0,  0.1999,
 60, 020595, 2245, 4,  161.0,  0.1094,
 60, 020595, 2245, 5,  161.0,  0.5975,
 61, 030495,  110, 0,  136.0,  0.1370,
 61, 030495,  110, 1,  136.0,  0.2547,
 61, 030495,  110, 2,  136.0,  0.1912,
 61, 030495,  110, 3,  136.0,  0.2000,
 61, 030495,  110, 4,  136.0,  0.0994,
 61, 030495,  110, 5,  136.0,  0.8822,
 61, 030495, 1035, 0,  127.0,  0.0224,
 61, 030495, 1035, 1,  127.0,  0.0880,
 61, 030495, 1035, 2,  127.0,  0.0864,
 61, 030495, 1035, 3,  127.0,  0.0843,
 61, 030495, 1035, 4,  127.0,  0.0833,
 61, 030495, 1035, 5,  127.0,  0.3644,
 61, 030495, 2245, 0,  137.0,  0.0995,
 61, 030495, 2245, 1,  137.0,  0.2559,
 61, 030495, 2245, 2,  137.0,  0.2056,
 61, 030495, 2245, 3,  137.0,  0.1584,
 61, 030495, 2245, 4,  137.0,  0.0683,
 61, 030495, 2245, 5,  137.0,  0.7876,
 61, 030595, 1115, 0,  204.0,  0.0263,
 61, 030595, 1115, 1,  204.0,  0.0703,
 61, 030595, 1115, 2,  204.0,  0.0907,
 61, 030595, 1115, 3,  204.0,  0.0970,
 61, 030595, 1115, 4,  204.0,  0.0668,
 61, 030595, 1115, 5,  204.0,  0.3511,
 62, 040595, 1240, 0,  222.0,  0.0093,
 62, 040595, 1240, 1,  222.0,  0.0304,
 62, 040595, 1240, 2,  222.0,  0.0614,
 62, 040595, 1240, 3,  222.0,  0.1048,
 62, 040595, 1240, 4,  222.0,  0.1088,
 62, 040595, 1240, 5,  222.0,  0.3146,
 62, 040695,  105, 0,  209.0,  0.0438,
 62, 040695,  105, 1,  209.0,  0.2098,
 62, 040695,  105, 2,  209.0,  0.3280,
 62, 040695,  105, 3,  209.0,  0.2498,
 62, 040695,  105, 4,  209.0,  0.1734,
 62, 040695,  105, 5,  209.0,  1.0048,
 62, 040695, 1005, 0,  219.0,  0.0121,
 62, 040695, 1005, 1,  219.0,  0.0121,
 62, 040695, 1005, 2,  219.0,  0.0781,
 62, 040695, 1005, 3,  219.0,  0.1189,
 62, 040695, 1005, 4,  219.0,  0.1169,
 62, 040695, 1005, 5,  219.0,  0.3381,
 62, 040695, 1245, 0,  231.0,  0.0000,
 62, 040695, 1245, 1,  231.0,  0.0578,
 62, 040695, 1245, 2,  231.0,  0.1723,
 62, 040695, 1245, 3,  231.0,  0.1670,
 62, 040695, 1245, 4,  231.0,  0.1573,
 62, 040695, 1245, 5,  231.0,  0.5544,
 62, 040695, 2205, 0,  161.0,  0.0083,
 62, 040695, 2205, 1,  161.0,  0.2722,
 62, 040695, 2205, 2,  161.0,  0.2485,
 62, 040695, 2205, 3,  161.0,  0.1921,
 62, 040695, 2205, 4,  161.0,  0.1543,
 62, 040695, 2205, 5,  161.0,  0.8754,
 62, 040795,  100, 0,  104.0,  0.2355,
 62, 040795,  100, 1,  104.0,  0.1402,
 62, 040795,  100, 2,  104.0,  0.2040,
 62, 040795,  100, 3,  104.0,  0.2312,
 62, 040795,  100, 4,  104.0,  0.1321,
 62, 040795,  100, 5,  104.0,  0.9431,
 63, 050695, 1140, 0,  137.0,  0.0077,
 63, 050695, 1140, 1,  137.0,  0.0366,
 63, 050695, 1140, 2,  137.0,  0.1157,
 63, 050695, 1140, 3,  137.0,  0.0429,
 63, 050695, 1140, 4,  137.0,  0.1630,
 63, 050695, 1140, 5,  137.0,  0.3658,
 63, 050695, 2320, 0,  128.0,  0.1884,
 63, 050695, 2320, 1,  128.0,  0.2651,
 63, 050695, 2320, 2,  128.0,  0.2754,
 63, 050695, 2320, 3,  128.0,  0.1053,
 63, 050695, 2320, 4,  128.0,  0.1722,
 63, 050695, 2320, 5,  128.0,  1.0063,
 63, 050695, 1110, 0,  158.0,  0.0587,
 63, 050695, 1110, 1,  158.0,  0.2509,
 63, 050695, 1110, 2,  158.0,  0.2730,
 63, 050695, 1110, 3,  158.0,  0.2562,
 63, 050695, 1110, 4,  158.0,  0.1728,
 63, 050695, 1110, 5,  158.0,  1.0116,
 63, 050695, 2334, 0,  162.0,  0.0788,
 63, 050695, 2334, 1,  162.0,  0.2489,
 63, 050695, 2334, 2,  162.0,  0.2598,
 63, 050695, 2334, 3,  162.0,  0.1720,
 63, 050695, 2334, 4,  162.0,  0.1571,
 63, 050695, 2334, 5,  162.0,  0.9165,
 63, 050795,  205, 0,  171.0,  0.0664,
 63, 050795,  205, 1,  171.0,  0.2531,
 63, 050795,  205, 2,  171.0,  0.2790,
 63, 050795,  205, 3,  171.0,  0.1939,
 63, 050795,  205, 4,  171.0,  0.1397,
 63, 050795,  205, 5,  171.0,  0.9321,
 63, 050795, 1104, 0,  159.0,  0.0159,
 63, 050795, 1104, 1,  159.0,  0.1024,
 63, 050795, 1104, 2,  159.0,  0.1523,
 63, 050795, 1104, 3,  159.0,  0.1204,
 63, 050795, 1104, 4,  159.0,  0.0956,
 63, 050795, 1104, 5,  159.0,  0.4866,
 64, 073095, 1150, 0,  222.0,  0.0228,
 64, 073095, 1150, 1,  222.0,  0.0714,
 64, 073095, 1150, 2,  222.0,  0.4038,
 64, 073095, 1150, 3,  222.0,  0.3558,
 64, 073095, 1150, 4,  222.0,  0.3741,
 64, 073095, 1150, 5,  222.0,  1.2279,
 64, 073095, 2330, 0,  230.0,  0.3481,
 64, 073095, 2330, 1,  230.0,  0.3704,
 64, 073095, 2330, 2,  230.0,  0.3956,
 64, 073095, 2330, 3,  230.0,  0.2944,
 64, 073095, 2330, 4,  230.0,  0.3613,
 64, 073095, 2330, 5,  230.0,  1.7699,
 64, 073095,  250, 0,  215.0,  0.0868,
 64, 073095,  250, 1,  215.0,  0.0685,
 64, 073095,  250, 2,  215.0,  0.0841,
 64, 073095,  250, 3,  215.0,  0.0881,
 64, 073095,  250, 4,  215.0,  0.1598,
 64, 073095,  250, 5,  215.0,  0.4873,
 64, 073095, 1135, 0,  150.0,  0.0139,
 64, 073095, 1135, 1,  150.0,  0.0197,
 64, 073095, 1135, 2,  150.0,  0.1239,
 64, 073095, 1135, 3,  150.0,  0.1497,
 64, 073095, 1135, 4,  150.0,  0.1950,
 64, 073095, 1135, 5,  150.0,  0.5022,
 64, 073095, 2330, 0,  189.0,  0.0989,
 64, 073095, 2330, 1,  189.0,  0.4903,
 64, 073095, 2330, 2,  189.0,  0.1282,
 64, 073095, 2330, 3,  189.0,  0.1859,
 64, 073095, 2330, 4,  189.0,  0.2101,
 64, 073095, 2330, 5,  189.0,  1.1133,
 64, 073095, 1015, 0,  173.0,  0.0231,
 64, 073095, 1015, 1,  173.0,  0.0699,
 64, 073095, 1015, 2,  173.0,  0.0789,
 64, 073095, 1015, 3,  173.0,  0.0722,
 64, 073095, 1015, 4,  173.0,  0.1277,
 64, 073095, 1015, 5,  173.0,  0.3718,
 65, 082895, 1045, 0,  225.0,  0.0076,
 65, 082895, 1045, 1,  225.0,  0.3748,
 65, 082895, 1045, 2,  225.0,  0.2030,
 65, 082895, 1045, 3,  225.0,  0.2671,
 65, 082895, 1045, 4,  225.0,  0.2226,
 65, 082895, 1045, 5,  225.0,  1.0750,
 65, 082995, 1012, 0,  199.0,  0.0031,
 65, 082995, 1012, 1,  199.0,  0.0214,
 65, 082995, 1012, 2,  199.0,  0.0345,
 65, 082995, 1012, 3,  199.0,  0.0613,
 65, 082995, 1012, 4,  199.0,  0.0630,
 65, 082995, 1012, 5,  199.0,  0.1833,
 65, 082995, 1309, 0,  145.0,  0.0203,
 65, 082995, 1309, 1,  145.0,  0.0766,
 65, 082995, 1309, 2,  145.0,  0.1974,
 65, 082995, 1309, 3,  145.0,  0.2083,
 65, 082995, 1309, 4,  145.0,  0.1863,
 65, 082995, 1309, 5,  145.0,  0.6889,
 65, 082995, 2235, 0,  234.0,  0.0768,
 65, 082995, 2235, 1,  234.0,  0.2785,
 65, 082995, 2235, 2,  234.0,  0.3190,
 65, 082995, 2235, 3,  234.0,  0.2326,
 65, 082995, 2235, 4,  234.0,  0.1629,
 65, 082995, 2235, 5,  234.0,  1.0697,
 65, 083095,  121, 0,  174.0,  0.1271,
 65, 083095,  121, 1,  174.0,  0.4005,
 65, 083095,  121, 2,  174.0,  0.2879,
 65, 083095,  121, 3,  174.0,  0.2441,
 65, 083095,  121, 4,  174.0,  0.2274,
 65, 083095,  121, 5,  174.0,  1.2870,
 65, 083095, 1120, 0,  171.0,  0.0407,
 65, 083095, 1120, 1,  171.0,  0.1196,
 65, 083095, 1120, 2,  171.0,  0.1348,
 65, 083095, 1120, 3,  171.0,  0.1974,
 65, 083095, 1120, 4,  171.0,  0.1740,
 65, 083095, 1120, 5,  171.0,  0.6664,
 66, 092695, 2215, 0,  148.0,  0.0398,
 66, 092695, 2215, 1,  148.0,  0.2508,
 66, 092695, 2215, 2,  148.0,  0.1224,
 66, 092695, 2215, 3,  148.0,  0.1608,
 66, 092695, 2215, 4,  148.0,  0.1275,
 66, 092695, 2215, 5,  148.0,  0.7013,
 66, 092795, 1010, 0,  163.0, -9.0000,
 66, 092795, 1010, 1,  163.0, -9.0000,
 66, 092795, 1010, 2,  163.0, -9.0000,
 66, 092795, 1010, 3,  163.0, -9.0000,
 66, 092795, 1010, 4,  163.0, -9.0000,
 66, 092795, 1010, 5,  163.0, -9.0000,
 66, 092795, 2210, 0,  107.0,  0.0934,
 66, 092795, 2210, 1,  107.0,  0.4410,
 66, 092795, 2210, 2,  107.0,  0.2532,
 66, 092795, 2210, 3,  107.0,  0.1995,
 66, 092795, 2210, 4,  107.0,  0.1251,
 66, 092795, 2210, 5,  107.0,  1.1122,
 66, 092895,   32, 0,  136.0,  0.1055,
 66, 092895,   32, 1,  136.0,  0.3514,
 66, 092895,   32, 2,  136.0,  0.3014,
 66, 092895,   32, 3,  136.0,  0.2258,
 66, 092895,   32, 4,  136.0,  0.1946,
 66, 092895,   32, 5,  136.0,  1.1788,
 66, 092895, 1010, 0,  111.0,  0.1549,
 66, 092895, 1010, 1,  111.0,  0.0751,
 66, 092895, 1010, 2,  111.0,  0.2531,
 66, 092895, 1010, 3,  111.0,  0.1307,
 66, 092895, 1010, 4,  111.0,  0.0573,
 66, 092895, 1010, 5,  111.0,  0.6710,
 67, 102695, 1112, 0,  154.0,  0.2652,
 67, 102695, 1112, 1,  154.0,  0.0835,
 67, 102695, 1112, 2,  154.0,  0.0603,
 67, 102695, 1112, 3,  154.0,  0.0625,
 67, 102695, 1112, 4,  154.0,  0.0536,
 67, 102695, 1112, 5,  154.0,  0.5252,
 67, 102695, 1411, 0,  172.0,  0.0181,
 67, 102695, 1411, 1,  172.0,  0.1026,
 67, 102695, 1411, 2,  172.0,  0.0953,
 67, 102695, 1411, 3,  172.0,  0.0975,
 67, 102695, 1411, 4,  172.0,  0.0829,
 67, 102695, 1411, 5,  172.0,  0.3964,
 67, 102695, 2324, 0,  130.0,  0.1450,
 67, 102695, 2324, 1,  130.0,  0.3339,
 67, 102695, 2324, 2,  130.0,  0.1181,
 67, 102695, 2324, 3,  130.0,  0.1097,
 67, 102695, 2324, 4,  130.0,  0.1049,
 67, 102695, 2324, 5,  130.0,  0.8117,
 67, 102695, 1118, 0,  144.0,  0.0449,
 67, 102695, 1118, 1,  144.0,  0.3504,
 67, 102695, 1118, 2,  144.0,  0.1585,
 67, 102695, 1118, 3,  144.0,  0.0970,
 67, 102695, 1118, 4,  144.0,  0.0709,
 67, 102695, 1118, 5,  144.0,  0.7217,
 67, 102695, 2237, 0,  187.0,  0.1273,
 67, 102695, 2237, 1,  187.0,  0.3043,
 67, 102695, 2237, 2,  187.0,  0.1493,
 67, 102695, 2237, 3,  187.0,  0.1389,
 67, 102695, 2237, 4,  187.0,  0.0949,
 67, 102695, 2237, 5,  187.0,  0.8146,
 67, 102695,  110, 0,  132.0,  0.0864,
 67, 102695,  110, 1,  132.0,  0.4704,
 67, 102695,  110, 2,  132.0,  0.1582,
 67, 102695,  110, 3,  132.0,  0.1856,
 67, 102695,  110, 4,  132.0,  0.1229,
 67, 102695,  110, 5,  132.0,  1.0236,
 68, 111695, 2234, 0,  102.0,  0.1278,
 68, 111695, 2234, 1,  102.0,  0.1437,
 68, 111695, 2234, 2,  102.0,  0.1111,
 68, 111695, 2234, 3,  102.0,  0.1206,
 68, 111695, 2234, 4,  102.0,  0.0842,
 68, 111695, 2234, 5,  102.0,  0.5874,
 68, 111795, 1120, 0,  200.0,  0.0018,
 68, 111795, 1120, 1,  200.0,  0.0724,
 68, 111795, 1120, 2,  200.0,  0.0971,
 68, 111795, 1120, 3,  200.0,  0.1442,
 68, 111795, 1120, 4,  200.0,  0.1458,
 68, 111795, 1120, 5,  200.0,  0.4614,
 68, 111795, 1410, 0,   87.0,  0.0203,
 68, 111795, 1410, 1,   87.0,  0.0543,
 68, 111795, 1410, 2,   87.0,  0.0726,
 68, 111795, 1410, 3,   87.0,  0.0840,
 68, 111795, 1410, 4,   87.0,  0.0556,
 68, 111795, 1410, 5,   87.0,  0.2868,
 68, 111795, 2233, 0,  166.0,  0.0305,
 68, 111795, 2233, 1,  166.0,  0.1234,
 68, 111795, 2233, 2,  166.0,  0.2113,
 68, 111795, 2233, 3,  166.0,  0.1063,
 68, 111795, 2233, 4,  166.0,  0.2207,
 68, 111795, 2233, 5,  166.0,  0.6922,
 69, 011696, 1040, 0,  187.0,  0.0319,
 69, 011696, 1040, 1,  187.0,  0.1278,
 69, 011696, 1040, 2,  187.0,  0.2100,
 69, 011696, 1040, 3,  187.0,  0.1965,
 69, 011696, 1040, 4,  187.0,  0.1841,
 69, 011696, 1040, 5,  187.0,  0.7503,
 69, 011696, 1300, 0,  203.0,  0.0000,
 69, 011696, 1300, 1,  203.0,  0.1016,
 69, 011696, 1300, 2,  203.0,  0.2091,
 69, 011696, 1300, 3,  203.0,  0.1570,
 69, 011696, 1300, 4,  203.0,  0.1337,
 69, 011696, 1300, 5,  203.0,  0.6014,
 69, 011696, 2225, 0,  153.0,  0.0000,
 69, 011696, 2225, 1,  153.0,  0.1813,
 69, 011696, 2225, 2,  153.0,  0.1924,
 69, 011696, 2225, 3,  153.0,  0.1760,
 69, 011696, 2225, 4,  153.0,  0.1252,
 69, 011696, 2225, 5,  153.0,  0.6749,
 69, 011696,  102, 0,  172.0,  0.0054,
 69, 011696,  102, 1,  172.0,  0.2938,
 69, 011696,  102, 2,  172.0,  0.2736,
 69, 011696,  102, 3,  172.0,  0.2243,
 69, 011696,  102, 4,  172.0,  0.1697,
