Hawaii Ocean Time-series : 30-May-2024 15:46:32
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, bsal, pbact, hbact, sbact, ebact, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, PSS-78, #/ml, #/ml, #/ml, #/ml, 
  1, 881031,   -9,   -9,  0,   24,  0.129, -9.0000,      -9,      -9,      -9,      -9,
  1, 881031,   -9,   -9,  0,   42,  0.192, -9.0000,      -9,      -9,      -9,      -9,
  1, 881031,   -9,   -9,  0,   68,  0.285, -9.0000,      -9,      -9,      -9,      -9,
  1, 881031,   -9,   -9,  0,  114,  0.326, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,    0,  0.202, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,   25,  0.192, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,   50,  0.181, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,   76,  0.377, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,  102,  0.272, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,  127,  0.167, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,  150,  0.044, -9.0000,      -9,      -9,      -9,      -9,
  2, 881202,   -9,   -9,  0,  176,  0.025, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,    9,  0.192, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,   28,  0.256, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,   50,  0.240, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,   77,  0.213, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,  101,  0.266, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,  126,  0.269, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,  149,  0.145, -9.0000,      -9,      -9,      -9,      -9,
  3, 890108,   -9,   -9,  0,  178,  0.057, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,   10,  0.125, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,   26,  0.129, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,   45,  0.172, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,   75,  0.188, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,  101,  0.223, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,  125,  0.167, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,  151,  0.055, -9.0000,      -9,      -9,      -9,      -9,
  4, 890228,   -9,   -9,  0,  178,  0.025, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,    5,  0.086, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,   25,  0.066, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,   45,  0.090, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,   75,  0.163, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,  100,  0.212, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,  125,  0.373, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,  150,  0.235, -9.0000,      -9,      -9,      -9,      -9,
  5, 890327,   -9,   -9,  0,  175,  0.041, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,    5,  0.067, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,   25,  0.077, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,   45,  0.083, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,   75,  0.091, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,  100,  0.164, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,  125,  0.208, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,  150,  0.078, -9.0000,      -9,      -9,      -9,      -9,
  6, 890518,   -9,   -9,  0,  175,  0.084, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,    5,  0.089, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,   25,  0.090, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,   45,  0.100, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,   75,  0.194, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,  100,  0.328, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,  125,  0.144, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,  150,  0.065, -9.0000,      -9,      -9,      -9,      -9,
  7, 890624,   -9,   -9,  0,  175,  0.039, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,    5,  0.147, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,   25,  0.143, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,   45,  0.153, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,   75,  0.190, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,  100,  0.347, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,  125,  0.233, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,  150,  0.094, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9, 1900,  1,  175,  0.095, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,    5,  0.147, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,   25,  0.143, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,   45,  0.153, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,   75,  0.190, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,  100,  0.347, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,  125,  0.233, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,  150,  0.094, -9.0000,      -9,      -9,      -9,      -9,
  8, 890729,   -9,   -9,  0,  175,  0.095, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,    5,  0.097, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,   25,  0.109, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,   45,  0.103, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,   75,  0.211, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,  100,  0.344, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,  125,  0.201, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,  150,  0.070, -9.0000,      -9,      -9,      -9,      -9,
  9, 890824,   -9,   -9,  0,  175,  0.039, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,    2,  0.118, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,   10,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,   45,  0.127, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,   75,  0.109, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,  100,  0.224, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,  125,  0.140, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,  150,  0.045, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  615, 1840,  1,  175,  0.023, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,    2,  0.118, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,   10,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,   45,  0.127, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,   75,  0.109, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,  100,  0.224, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,  125,  0.140, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,  150,  0.045, -9.0000,      -9,      -9,      -9,      -9,
 10, 890922,  630, 1900,  0,  175,  0.023, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,    5,  0.120, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,   20,  0.111, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,   45,  0.207, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,   80,  0.259, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,  100,  0.154, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,  120,  0.070, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,  160,  0.020, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  615, 1800,  1,  175,  0.015, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,    5,  0.120, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,   20,  0.111, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,   45,  0.207, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,   80,  0.259, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,  100,  0.154, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,  120,  0.070, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,  160,  0.020, -9.0000,      -9,      -9,      -9,      -9,
 11, 891018,  545, 1745,  0,  175,  0.015, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,    2,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,   10,  0.107, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,   20,  0.109, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,   45,  0.115, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,   65,  0.218, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,   95,  0.275, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,  110,  0.214, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  545, 1820,  1,  140,  0.052, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,    2,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,   10,  0.107, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,   20,  0.109, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,   45,  0.115, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,   65,  0.218, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,   95,  0.275, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,  110,  0.214, -9.0000,      -9,      -9,      -9,      -9,
 12, 891128,  600, 1820,  0,  140,  0.052, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,    2,  0.120, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,   10,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,   40,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,   80,  0.190, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,   95,  0.170, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,  120,  0.120, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,  145,  0.060, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  535, 1900,  1,  175,  0.010, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,    2,  0.120, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,   10,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,   40,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,   80,  0.190, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,   95,  0.170, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,  120,  0.120, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,  145,  0.060, -9.0000,      -9,      -9,      -9,      -9,
 13, 900105,  645, 1840,  0,  175,  0.010, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,    4,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,   10,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,   30,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,   70,  0.220, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,   88,  0.330, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,  115,  0.220, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,  135,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1910,  1,  160,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,    4,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,   10,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,   30,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,   70,  0.220, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,   88,  0.330, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,  115,  0.220, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,  135,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 14, 900215,  710, 1940,  0,  160,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,    5,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,   25,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,   45,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,   75,  0.170, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,  100,  0.200, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,  125,  0.270, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,  150,  0.050, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  600, 1930,  1,  175,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,    5,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,   25,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,   45,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,   75,  0.170, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,  100,  0.200, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,  125,  0.270, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,  150,  0.050, -9.0000,      -9,      -9,      -9,      -9,
 15, 900319,  615, 1900,  0,  175,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,    2,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,   10,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,   40,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,   80,  0.170, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,   95,  0.230, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,  120,  0.320, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,  145,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  1,  175,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,    2,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,   10,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,   40,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,   80,  0.170, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,   95,  0.230, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,  120,  0.320, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,  145,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 16, 900413,  630, 1920,  0,  175,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,    5,  0.030, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,   25,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,   45,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,   75,  0.140, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,  100,  0.500, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,  125,  0.280, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,  150,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  1,  175,  0.060, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,    5,  0.030, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,   25,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,   45,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,   75,  0.140, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,  100,  0.500, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,  125,  0.280, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,  150,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 17, 900509,  545, 1930,  0,  175,  0.060, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,    5,  0.050, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,   25,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,   45,  0.060, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,   75,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,  100,  0.220, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,  125,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,  150,  0.020, -9.0000,      -9,      -9,      -9,      -9,
 18, 900613,  600, 2000,  1,  175,  0.020, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,    5,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,   25,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,   45,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,   75,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,  100,  0.200, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,  125,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,  150,  0.040, -9.0000,      -9,      -9,      -9,      -9,
 19, 900725,  630, 1940,  1,  175,  0.020, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,    5,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,   25,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,   45,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,   75,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,  100,  0.150, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,  125,  0.050, -9.0000,      -9,      -9,      -9,      -9,
 22, 901218,  612, 2000,  1,  150,  0.010, -9.0000,      -9,      -9,      -9,      -9,
 23, 910204,  708, 1910,  1,    5,  0.068, -9.0000,      -9,      -9,      -9,      -9,
 23, 910204,  708, 1910,  1,   25,  0.059, -9.0000,      -9,      -9,      -9,      -9,
 23, 910204,  708, 1910,  1,   75,  0.102, -9.0000,      -9,      -9,      -9,      -9,
 23, 910204,  708, 1910,  1,  100,  0.139, -9.0000,      -9,      -9,      -9,      -9,
 23, 910204,  708, 1910,  1,  125,  0.129, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,    5,  0.088, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,   25,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,   45,  0.091, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,   75,  0.131, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,  100,  0.187, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,  125,  0.228, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,  150,  0.063, -9.0000,      -9,      -9,      -9,      -9,
 25, 910410,  600, 2000,  1,  175,  0.042, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,    5,  0.092, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,   25,  0.110, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,   45,  0.107, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,   75,  0.142, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,  100,  0.181, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,  125,  0.218, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,  150,  0.141, -9.0000,      -9,      -9,      -9,      -9,
 26, 910508,  600, 1905,  1,  175,  0.103, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,    5,  0.101, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,   25,  0.099, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,   45,  0.101, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,   75,  0.119, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,  100,  0.164, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,  125,  0.209, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,  150,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 27, 910605,  630, 2145,  1,  175,  0.021, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,    5,  0.066, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,   25,  0.064, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,   45,  0.087, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,   75,  0.136, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,  100,  0.224, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,  125,  0.198, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,  150,  0.064, -9.0000,      -9,      -9,      -9,      -9,
 28, 910710,  550, 2100,  1,  175,  0.072, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,    5,  0.070, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,   25,  0.067, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,   45,  0.074, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,   75,  0.146, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,  100,  0.198, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,  125,  0.195, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,  150,  0.079, -9.0000,      -9,      -9,      -9,      -9,
 29, 910810,  645, 2000,  1,  175,  0.026, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,    5,  0.074, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,   25,  0.069, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,   45,  0.085, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,   75,  0.169, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,  100,  0.224, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,  125,  0.152, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,  150,  0.075, -9.0000,      -9,      -9,      -9,      -9,
 30, 910918,  500, 1945,  1,  175,  0.082, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,    5,  0.076, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,   25,  0.079, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,   45,  0.091, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,   75,  0.201, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,  100,  0.287, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,  125,  0.109, -9.0000,      -9,      -9,      -9,      -9,
