Hawaii Ocean Time-series : 30-May-2024 15:46:32
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, bsal, pbact, hbact, sbact, ebact, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, PSS-78, #/ml, #/ml, #/ml, #/ml, 
156, 040225,  610, 1827,  2,  175,  0.010, 34.8942,     566,  123600,       0,      54,
157, 040320,  615, 2000,  2,    5,  0.066, 35.1957,  123110,  432591,    1754,    1612,
157, 040320,  615, 2000,  2,   25,  0.077, 35.2720,  137555,  382283,    1797,    1449,
157, 040320,  615, 2000,  2,   45,  0.094, 35.2716,  165999,  347968,    1797,    2800,
157, 040320,  615, 2000,  2,   75,  0.091, 35.2808,  162230,  351596,    1852,    2179,
157, 040320,  615, 2000,  2,  100,  0.307, 35.3173,  103262,  260731,     316,    2800,
157, 040320,  615, 2000,  2,  125,  0.177, 35.2718,   48336,  218028,     109,    1623,
157, 040320,  615, 2000,  2,  150,  0.072, 35.1573,   18977,  168112,      22,     512,
157, 040320,  615, 2000,  2,  175,  0.043, 35.0640,    9488,  138667,      65,     414,
158, 040421,  606, 1905,  2,    5,  0.076, 34.9790,  147327,  479020,    1460,    1220,
158, 040421,  606, 1905,  2,   25,  0.080, 34.9953,  165836,  470959,    1699,     926,
158, 040421,  606, 1905,  2,   45,  0.072, 35.1026,  173548,  468388,    1841,     991,
158, 040421,  606, 1905,  2,   75,  0.154, 35.2533,  251842,  362871,    2102,    1362,
158, 040421,  606, 1905,  2,  100,  0.238, 35.2913,  168178,  386423,    1917,    1460,
158, 040421,  606, 1905,  2,  125,  0.201, 35.3230,   57116,  282529,     229,    1285,
158, 040421,  606, 1905,  2,  150,  0.090, 35.3676,   18214,  234815,      76,     545,
158, 040421,  606, 1905,  2,  175,  0.036, 35.1298,    5447,  170651,      11,     185,
159, 040519,  415, 1915,  2,    5,  0.057, 34.5488,   19424,  602544,    1634,    1035,
159, 040519,  415, 1915,  2,   25,  0.068, 34.7103,   19195,  669770,    2211,     850,
159, 040519,  415, 1915,  2,   45,  0.069, 34.7742,   22321,  681742,    2157,    1198,
159, 040519,  415, 1915,  2,   75,  0.113, 35.0541,   65635,  572565,    1852,    1264,
159, 040519,  415, 1915,  2,  100,  0.169, 35.1735,  175760,  349809,    2201,    1144,
159, 040519,  415, 1915,  2,  125,  0.217, 35.1388,   70886,  229869,      44,    2070,
159, 040519,  415, 1915,  2,  150,  0.098, 35.0941,   30709,  176435,      54,     665,
159, 040519,  415, 1915,  2,  175,  0.034, 35.0157,    6144,  172426,      44,     240,
160, 040616,  422, 1905,  2,    5,  0.067, 34.7127,  110681,  460958,     904,     991,
160, 040616,  422, 1905,  2,   25,  0.068, 34.7133,  109253,  461666,     959,    1187,
160, 040616,  422, 1905,  2,   45,  0.087, 34.8418,  159267,  463725,    1220,    2037,
160, 040616,  422, 1905,  2,   75,  0.144, 35.1004,  206535,  307912,    1917,    1209,
160, 040616,  422, 1905,  2,  100,  0.203, 35.2550,  111084,  245719,     588,    1558,
160, 040616,  422, 1905,  2,  125,  0.157, 35.2656,   40122,  196676,      11,    1111,
160, 040616,  422, 1905,  2,  150,  0.076, 35.3021,   17092,  227974,      44,     545,
160, 040616,  422, 1905,  2,  175,  0.042, 35.3212,    6798,  209814,      22,     163,
162, 040817,  508, 1905,  2,    5,  0.076, 34.8764,  134832,  543947,     577,     959,
162, 040817,  508, 1905,  2,   25,  0.081, 34.8800,  160247,  552106,     588,     893,
162, 040817,  508, 1905,  2,   45,  0.111, 35.2063,  171130,  552890,    2429,    2963,
162, 040817,  508, 1905,  2,   75,  0.134, 35.2457,  173962,  360158,    3072,    1307,
162, 040817,  508, 1905,  2,  100,  0.304, 35.2312,   97804,  366749,      22,    3268,
162, 040817,  508, 1905,  2,  125,  0.146, 35.1382,   31418,  221252,      11,     904,
162, 040817,  508, 1905,  2,  150,  0.078, 34.9976,   14946,  184333,      22,     381,
162, 040817,  508, 1905,  2,  175,  0.029, 34.7923,    3573,  150813,      11,     142,
163, 040929,  433, 1840,  2,    5,  0.055, 34.8934,  178766,  504435,     741,     872,
163, 040929,  433, 1840,  2,   25,  0.062, 34.8924,  169322,  491286,     763,    1405,
163, 040929,  433, 1840,  2,   45,  0.069, 34.9652,  200075,  505263,     948,    3508,
163, 040929,  433, 1840,  2,   75,  0.134, 35.1849,  248094,  496766,    1765,    2266,
163, 040929,  433, 1840,  2,  100,  0.255, 35.3494,  204258,  358644,    1460,     959,
163, 040929,  433, 1840,  2,  125,  0.210, 35.3386,   59905,  294208,      98,     926,
163, 040929,  433, 1840,  2,  150,  0.112, 35.2284,   22975,  205423,       0,     632,
163, 040929,  433, 1840,  2,  175,  0.031, 35.0551,    4314,  151085,      54,     163,
164, 041031,  625, 1830,  2,    5,  0.146, 35.2239,  166097,  458692,     599,    1024,
164, 041031,  625, 1830,  2,   25,  0.140, 35.2221,  160879,  437090,     686,    1013,
164, 041031,  625, 1830,  2,   45,  0.145, 35.2633,  151968,  435369,     665,    1242,
164, 041031,  625, 1830,  2,   75,  0.182, 35.3443,  184845,  505819,    2778,     850,
164, 041031,  625, 1830,  2,  100,  0.241, 35.3693,  141641,  394397,    1046,    1645,
164, 041031,  625, 1830,  2,  125,  0.145, 35.2572,   28433,  266712,      33,    1340,
164, 041031,  625, 1830,  2,  150,  0.088, 35.1471,   15066,  204192,       0,     577,
164, 041031,  625, 1830,  2,  175,  0.034, 35.0067,    3769,  155781,      98,     174,
165, 041128,  650, 1800,  2,    5,  0.072, 34.9240,  104863,  508400,     697,     795,
165, 041128,  650, 1800,  2,   25,  0.070, 34.9272,  102826,  521723,     806,     893,
165, 041128,  650, 1800,  2,   45,  0.075, 34.9341,  108229,  514446,     882,    1721,
165, 041128,  650, 1800,  2,   75,  0.208, 35.2501,  196284,  331780,    1710,    1231,
165, 041128,  650, 1800,  2,  100,  0.283, -9.0000,   77378,  321377,     261,    1394,
165, 041128,  650, 1800,  2,  125,  0.155, 35.3062,   31385,  251177,      98,     850,
165, 041128,  650, 1800,  2,  150,  0.076, 35.1835,   12898,  205456,      22,     349,
165, 041128,  650, 1800,  2,  175,  0.015, 34.9097,    1329,  154517,      11,      33,
166, 041221,  630, 1750,  2,    5,  0.130, 34.9667,  179180,  464455,    2102,    1906,
166, 041221,  630, 1750,  2,   25,  0.131, 34.9638,  173766,  470272,    2691,    2048,
166, 041221,  630, 1750,  2,   45,  0.132, 34.9652,  176392,  472538,    2429,    2593,
166, 041221,  630, 1750,  2,   75,  0.147, 34.9658,  177884,  469118,    2625,    3061,
166, 041221,  630, 1750,  2,  100,  0.248, 35.1532,   58696,  257801,      76,    1950,
166, 041221,  630, 1750,  2,  125,  0.057, 35.1874,   10458,  190183,       0,     338,
166, 041221,  630, 1750,  2,  150,  0.014, 35.0527,     719,  155236,       0,      22,
166, 041221,  630, 1750,  2,  175,  0.006, 34.9423,     229,  128165,      11,      44,
167, 050202,  740, 1900,  2,    5,  0.127, 34.9970,  166718,  355964,    1416,     665,
167, 050202,  740, 1900,  2,   25,  0.129, 34.9850,  169322,  364853,    1503,    1405,
167, 050202,  740, 1900,  2,   45,  0.140, 35.0370,  146739,  348654,    1177,    2549,
167, 050202,  740, 1900,  2,   75,  0.170, 35.1959,   49163,  257365,     109,    1307,
167, 050202,  740, 1900,  2,  100,  0.096, 35.2377,   26603,  248988,      44,     512,
167, 050202,  740, 1900,  2,  125,  0.061, 35.1876,   13171,  187656,      65,     381,
167, 050202,  740, 1900,  2,  150,  0.010, 35.1114,     980,  142142,      11,      33,
167, 050202,  740, 1900,  2,  175,  0.009, 34.9845,     153,  129450,       0,      33,
168, 050305,  650, 1900,  2,    5,  0.078, 35.0071,  114068,  483813,    2702,    1296,
168, 050305,  650, 1900,  2,   25,  0.080, 35.0091,  115191,  481144,    2887,    1536,
168, 050305,  650, 1900,  2,   45,  0.097, 35.1488,  125779,  475893,    1797,    1808,
168, 050305,  650, 1900,  2,   75,  0.148, 35.2038,  202275,  421991,    2952,    1645,
168, 050305,  650, 1900,  2,  100,  0.203, 35.1949,   48118,  250752,     163,    1438,
168, 050305,  650, 1900,  2,  125,  0.111, 35.1630,   22637,  196229,      44,     675,
168, 050305,  650, 1900,  2,  150,  0.036, 35.0403,    3540,  141608,      11,     163,
168, 050305,  650, 1900,  2,  175,  0.014, 34.9534,     632,  138514,      65,      33,
169, 050519,  609, 1915,  2,    5,  0.063, 34.9126,   19868,  521303,    1195,     990,
169, 050519,  609, 1915,  2,   25,  0.065, 34.9095,   35968,  530710,    1378,    1033,
169, 050519,  609, 1915,  2,   45,  0.082, 34.9168,   34042,  612139,    1528,     969,
169, 050519,  609, 1915,  2,   75,  0.130, 35.0738,   53156,  602194,    1980,     764,
169, 050519,  609, 1915,  2,  100,  0.237, 35.1071,   71097,  471193,    1873,     764,
169, 050519,  609, 1915,  2,  125,  0.232, 35.1295,   53802,  259010,     151,    1507,
169, 050519,  609, 1915,  2,  150,  0.113, 35.1738,   21611,  231437,      32,     603,
169, 050519,  609, 1915,  2,  175,  0.088, 35.1366,   18232,  243695,      75,     570,
170, 050615,  605, 1930,  2,    5,  0.070, 35.2329,   55556,  611676,    1302,    1270,
170, 050615,  605, 1930,  2,   25,  0.070, 35.2440,   45310,  621158,     936,    1313,
170, 050615,  605, 1930,  2,   45,  0.098, 35.2361,   43190,  715556,    1894,    1647,
170, 050615,  605, 1930,  2,   75,  0.151, 35.2006,   41167,  706192,    1808,    1065,
170, 050615,  605, 1930,  2,  100,  0.372, 35.1394,   72141,  413560,      97,    3358,
170, 050615,  605, 1930,  2,  125,  0.191, 35.0634,   30339,  245826,      54,    1335,
170, 050615,  605, 1930,  2,  150,  0.032, 34.9414,    2475,  213076,      54,     172,
170, 050615,  605, 1930,  2,  175,  0.022, 34.7809,    2841,  204046,      97,     151,
171, 050717,  608, 2000,  2,    5,  0.060, 35.0132,   52639,  545691,     495,     667,
171, 050717,  608, 2000,  2,   25,  0.059, 35.0096,   57041,  510121,     667,     581,
171, 050717,  608, 2000,  2,   45,  0.066, 35.0150,   43470,  529418,     560,     667,
171, 050717,  608, 2000,  2,   75,  0.123, 35.1756,   55093,  568325,    1055,     893,
171, 050717,  608, 2000,  2,  100,  0.181, 35.2152,   83302,  427885,     926,     850,
171, 050717,  608, 2000,  2,  125,  0.211, 35.2119,   59183,  248969,      54,    2099,
171, 050717,  608, 2000,  2,  150,  0.116, 35.1766,   26637,  215831,      22,     936,
171, 050717,  608, 2000,  2,  175,  0.029, 35.0518,    5919,  193359,      75,     172,
172, 050814,  600, 1920,  2,    5,  0.061, 35.0768,   58559,  619952,     700,     796,
172, 050814,  600, 1920,  2,   25,  0.069, 35.1159,   53866,  642392,     657,     775,
172, 050814,  600, 1920,  2,   45,  0.067, 35.1374,   64155,  692535,     926,     527,
172, 050814,  600, 1920,  2,   75,  0.157, 35.2562,   67201,  763696,    1388,     775,
172, 050814,  600, 1920,  2,  100,  0.291, 35.2197,  128956,  497346,    1539,     517,
172, 050814,  600, 1920,  2,  125,  0.208, 35.2095,   74035,  322595,     226,     721,
172, 050814,  600, 1920,  2,  150,  0.120, 35.1648,   24485,  248894,      11,     839,
172, 050814,  600, 1920,  2,  175,  0.082, 35.0817,   14960,  217855,      43,     366,
173, 050910,  556, 1900,  2,    5,  0.145, 35.0189,   56331,  667404,     581,     441,
173, 050910,  556, 1900,  2,   25,  0.156, 35.0201,   55535,  647461,     657,     657,
173, 050910,  556, 1900,  2,   45,  0.208, 35.0972,   81451,  840648,    1076,     818,
173, 050910,  556, 1900,  2,   75,  0.274, 35.1656,  148598,  415788,    1248,     463,
173, 050910,  556, 1900,  2,  100,  0.196, 35.1979,   46300,  274164,     398,     915,
173, 050910,  556, 1900,  2,  125,  0.124, 35.2268,   22278,  258139,      54,     441,
173, 050910,  556, 1900,  2,  150,  0.078, 35.2552,   12345,  247742,      65,     334,
173, 050910,  556, 1900,  2,  175,  0.044, -9.0000,    7146,  231006,     129,     237,
174, 051009,  635, 1840,  2,    5,  0.096, 35.1677,   22149,  582068,     990,     667,
174, 051009,  635, 1840,  2,   25,  0.101, 35.1652,   23828,  578022,    1195,     474,
174, 051009,  635, 1840,  2,   45,  0.102, 35.1652,   21127,  464951,    1109,     635,
174, 051009,  635, 1840,  2,   75,  0.239, 35.2016,   27832,  478479,    1905,     700,
174, 051009,  635, 1840,  2,  100,  0.276, 35.1998,   92159,  325942,     441,    1345,
174, 051009,  635, 1840,  2,  125,  0.146, 35.2008,   28391,  404110,     108,     872,
174, 051009,  635, 1840,  2,  150,  0.038, 35.0352,    6565,  424096,     108,     280,
174, 051009,  635, 1840,  2,  175,  0.012, 34.9909,     990,  310563,     377,      65,
175, 051112,  542, 1830,  2,    5,  0.106, 35.0876,  209357,  492245,     789,     870,
175, 051112,  542, 1830,  2,   25,  0.103, 35.0872,  212512,  446086,     938,     761,
175, 051112,  542, 1830,  2,   45,  0.096, 35.0870,  211233,  431240,      67,     925,
175, 051112,  542, 1830,  2,   75,  0.138, 35.0970,  204399,  477662,     816,     801,
175, 051112,  542, 1830,  2,  100,  0.268, 35.1390,   83381,  380629,     139,    1492,
175, 051112,  542, 1830,  2,  125,  0.153, 35.1693,   35600,  323130,      15,     987,
175, 051112,  542, 1830,  2,  150,  0.089, 35.2004,   15188,  299519,       0,     496,
175, 051112,  542, 1830,  2,  175,  0.038, 35.1801,    7803,  226331,       0,     364,
176, 051213,  557, 1758,  2,    5,  0.092, 35.1729,  202103,  403587,     732,     678,
176, 051213,  557, 1758,  2,   25,  0.090, 35.1648,  142525,  430549,     853,     575,
176, 051213,  557, 1758,  2,   45,  0.110, 35.2040,  178957,  442909,     967,     800,
176, 051213,  557, 1758,  2,   75,  0.163, 35.2956,  207737,  421667,    1337,     527,
176, 051213,  557, 1758,  2,  100,  0.259, 35.3131,  113488,  353710,     698,     882,
176, 051213,  557, 1758,  2,  125,  0.214, 35.1926,   56191,  286448,      33,    1149,
176, 051213,  557, 1758,  2,  150,  0.092, 35.1299,   20949,  246137,       0,     611,
176, 051213,  557, 1758,  2,  175,  0.030, 35.1333,    3473,  192604,       0,     164,
177, 060125,  617, 1845,  2,    5,  0.115, 35.2783,  195208,  487085,    3652,    1284,
177, 060125,  617, 1845,  2,   25,  0.118, 35.2694,  199142,  480059,    3665,    1370,
177, 060125,  617, 1845,  2,   45,  0.113, 35.2721,  197707,  487894,    3244,    1199,
177, 060125,  617, 1845,  2,   75,  0.120, 35.2745,  190755,  468805,    3280,    1253,
177, 060125,  617, 1845,  2,  100,  0.131, 35.2757,  184048,  503523,    2949,    1302,
177, 060125,  617, 1845,  2,  125,  0.281, 35.3504,  212737,  509040,    3519,    1596,
177, 060125,  617, 1845,  2,  150,  0.219, 35.3581,   61579,      -9,    1155,     966,
177, 060125,  617, 1845,  2,  175,  0.051, 35.1656,    8928,  291073,       0,     255,
178, 060215,  610, 1857,  2,    5,  0.141, 35.1666,  219216,  470484,    4834,    1328,
178, 060215,  610, 1857,  2,   25,  0.140, 35.1666,  229912,  440402,    4622,    1344,
178, 060215,  610, 1857,  2,   45,  0.149, 35.1695,  230320,  402621,    4737,    1334,
178, 060215,  610, 1857,  2,   75,  0.292, 35.2400,  119218,  428921,    1069,    2048,
178, 060215,  610, 1857,  2,  100,  0.150, 35.1626,   33921,  280391,      20,     764,
178, 060215,  610, 1857,  2,  125,  0.061, 35.0791,   11513,  222944,      38,     288,
178, 060215,  610, 1857,  2,  150,  0.031, 34.7162,    2343,  175552,      19,      95,
178, 060215,  610, 1857,  2,  175,  0.011, 34.5814,     391,  154535,       0,      60,
179, 060310,  530, 1915,  2,    5,  0.107, 35.1352,  198303,  478196,    3658,    1695,
179, 060310,  530, 1915,  2,   25,  0.121, 35.1362,  202901,  494289,    2898,    1431,
179, 060310,  530, 1915,  2,   45,  0.113, 35.1350,  208673,  492010,    3900,    1327,
179, 060310,  530, 1915,  2,   75,  0.117, 35.1439,  209543,  488691,    3274,    1711,
179, 060310,  530, 1915,  2,  100,  0.210, 35.1870,  201487,  491107,    2881,     889,
179, 060310,  530, 1915,  2,  125,  0.266, 35.2083,  161069,  422328,    1865,     878,
179, 060310,  530, 1915,  2,  150,  0.154, 35.2686,   34551,  400127,     117,     721,
179, 060310,  530, 1915,  2,  175,  0.033, 35.0518,    3878,  256580,       0,     181,
180, 060402,  553, 1929,  2,    5,  0.111, 34.7315,  226333,  502965,    4529,    1002,
180, 060402,  553, 1929,  2,   25,  0.112, 34.8605,  296550,  482657,    6146,     947,
180, 060402,  553, 1929,  2,   45,  0.121, 34.9384,  228131,  633434,    5136,     642,
180, 060402,  553, 1929,  2,   75,  0.291, 35.1847,  190499,  426526,    3133,    2235,
180, 060402,  553, 1929,  2,  100,  0.315, 35.2840,  103991,  516106,    1351,    2113,
180, 060402,  553, 1929,  2,  125,  0.158, 35.2804,   35054,  469451,     708,     812,
180, 060402,  553, 1929,  2,  150,  0.058, 35.2729,   11650,  366631,     193,     250,
180, 060402,  553, 1929,  2,  175,  0.040, 35.1606,    4270,  282796,      14,     193,
181, 060527,  541, 1920,  2,    5,  0.068, 35.2402,  164583,  485652,    1385,     883,
181, 060527,  541, 1920,  2,   25,  0.063, 35.2253,  187000,  486104,    2150,     829,
181, 060527,  541, 1920,  2,   45,  0.083, 35.2101,  202924,  527161,    1320,     964,
181, 060527,  541, 1920,  2,   75,  0.135, 35.1908,  135848,  435087,     406,    2261,
181, 060527,  541, 1920,  2,  100,  0.261, 35.3037,   77544,  425541,       0,    2512,
181, 060527,  541, 1920,  2,  125,  0.214, 35.2745,   45967,  288500,       0,    1162,
181, 060527,  541, 1920,  2,  150,  0.102, 35.0136,   22335,  233279,       0,     455,
181, 060527,  541, 1920,  2,  175,  0.033, 34.6956,    3012,  180472,       0,     175,
182, 060614,  625, 1924,  2,    5,  0.062, 34.8471,  235644,  471844,    1706,     890,
182, 060614,  625, 1924,  2,   25,  0.060, 34.8479,  208129,  491550,    2400,     856,
182, 060614,  625, 1924,  2,   45,  0.080, 35.1861,  257059,  605511,    2444,     978,
182, 060614,  625, 1924,  2,   75,  0.103, 35.2387,  246823,  560521,    1941,     903,
182, 060614,  625, 1924,  2,  100,  0.148, 35.2272,  278456,  509243,    2118,     992,
182, 060614,  625, 1924,  2,  125,  0.214, 35.1756,   85470,  415116,     203,    1884,
182, 060614,  625, 1924,  2,  150,  0.106, 35.0228,   32060,  259488,       0,     958,
182, 060614,  625, 1924,  2,  175,  0.036, 34.8719,    4333,  208086,      18,     123,
184, 060809,  540, 1932,  2,    5,  0.066, 34.8692,  137790,  332324,     667,      17,
184, 060809,  540, 1932,  2,   25,  0.063, 34.8849,  129296,  310227,     808,     126,
184, 060809,  540, 1932,  2,   45,  0.126, 35.1591,  227395,  391228,    1895,      53,
184, 060809,  540, 1932,  2,   75,  0.220, 35.1930,  199732,  364579,    2443,     141,
184, 060809,  540, 1932,  2,  100,  0.258, 35.2178,   43488,  325065,     640,     192,
184, 060809,  540, 1932,  2,  125,  0.093, 35.2166,   13623,  170959,      18,     124,
184, 060809,  540, 1932,  2,  150,  0.029, 35.1026,    5012,  134864,       0,      72,
184, 060809,  540, 1932,  2,  175,  0.029, 35.0242,    3550,  125622,       0,      18,
185, 060916,  550, 1822,  2,    5,  0.068, 35.2058,  216348,  542771,    1050,     365,
185, 060916,  550, 1822,  2,   25,  0.069, 35.2134,  238368,  549599,    1173,     348,
185, 060916,  550, 1822,  2,   45,  0.087, 35.1933,  263425,  581971,    1652,    1000,
185, 060916,  550, 1822,  2,   75,  0.141, 35.1437,  249900,  604753,    4606,    1162,
185, 060916,  550, 1822,  2,  100,  0.196, 35.1949,  245279,  473391,    3279,    1020,
185, 060916,  550, 1822,  2,  125,  0.195, 35.2487,   69937,  342206,      61,    1316,
185, 060916,  550, 1822,  2,  150,  0.047, 35.2113,   11985,  249605,      15,     463,
185, 060916,  550, 1822,  2,  175,  0.015, 35.0722,    1838,  206591,       0,      84,
186, 061021,  547, 1840,  2,    5,  0.085, 35.1349,  186198,  598533,    1622,     339,
186, 061021,  547, 1840,  2,   25,  0.082, 35.1335,  208766,  597533,    1328,     322,
186, 061021,  547, 1840,  2,   45,  0.102, 35.1504,  289112,  575576,    2348,      63,
186, 061021,  547, 1840,  2,   75,  0.150, 35.1404,  279881,  566714,    2189,      63,
186, 061021,  547, 1840,  2,  100,  0.244, 35.2304,  180073,  522900,    1581,     699,
186, 061021,  547, 1840,  2,  125,  0.152, 35.2932,   44911,  420857,      63,     878,
186, 061021,  547, 1840,  2,  150,  0.097, 35.3064,   27247,  325891,       0,     655,
186, 061021,  547, 1840,  2,  175,  0.035, 35.3232,    6654,  255730,       0,     222,
187, 061109,  550, 1900,  2,    5,  0.072, 35.1553,  200248,  529335,    1687,     480,
187, 061109,  550, 1900,  2,   25,  0.074, 35.1435,  234919,  581345,    1650,     787,
187, 061109,  550, 1900,  2,   45,  0.074, 35.1421,  230842,  545090,    1668,     679,
187, 061109,  550, 1900,  2,   75,  0.084, 35.1415,  221207,  542825,    1324,     467,
187, 061109,  550, 1900,  2,  100,  0.215, 35.1752,  198203,  475149,    1444,     914,
187, 061109,  550, 1900,  2,  125,  0.185, 35.2365,   59668,  391612,       0,    1219,
187, 061109,  550, 1900,  2,  150,  0.060, 35.2723,   14368,  323696,       0,     266,
187, 061109,  550, 1900,  2,  175,  0.020, 35.2312,    2424,  260294,       0,      72,
188, 061210,  555, 1845,  2,    5,  0.100, -9.0000,  173781,  423062,     889,     579,
188, 061210,  555, 1845,  2,   25,  0.100, 35.2192,  178054,  445680,     730,     518,
188, 061210,  555, 1845,  2,   45,  0.108, 35.2197,  176779,  436663,     856,     496,
188, 061210,  555, 1845,  2,   75,  0.128, 35.2400,  129805,  418551,    1133,     425,
188, 061210,  555, 1845,  2,  100,  0.201, 35.1841,   60648,  475038,       0,    1066,
188, 061210,  555, 1845,  2,  125,  0.101, 35.1165,   27822,  269898,       0,     718,
188, 061210,  555, 1845,  2,  150,  0.107, 35.2221,      -9,      -9,      -9,      -9,
188, 061210,  555, 1845,  2,  175,  0.022, 34.9410,    1758,  153613,       0,      93,
189, 070207,  545, 1847,  2,    5,  0.097, 35.2069,  188712,  446993,    1997,     980,
189, 070207,  545, 1847,  2,   25,  0.095, 35.2075,  187420,  464140,    2725,     552,
189, 070207,  545, 1847,  2,   45,  0.096, 35.2235,  200618,  434120,    2691,     847,
189, 070207,  545, 1847,  2,   75,  0.191, 35.2117,  118953,  415745,    1342,     894,
189, 070207,  545, 1847,  2,  100,  0.136, 35.1815,   37870,  285920,      20,     763,
189, 070207,  545, 1847,  2,  125,  0.036, 35.1500,    5957,  254540,       0,     122,
189, 070207,  545, 1847,  2,  150,  0.008, 35.0165,     303,  205011,       0,       0,
189, 070207,  545, 1847,  2,  175,  0.006, 34.8650,      93,  172268,       0,       0,
190, 070321,  540, 1830,  2,    5,  0.084, 35.1376,  140166,  412272,    2052,     809,
190, 070321,  540, 1830,  2,   25,  0.079, 35.1636,  150774,  457379,    2087,     815,
190, 070321,  540, 1830,  2,   45,  0.085, 35.1794,      -9,      -9,      -9,      -9,
190, 070321,  540, 1830,  2,   75,  0.118, 35.2452,  164344,  413729,    2114,    1668,
190, 070321,  540, 1830,  2,  100,  0.310, 35.2089,   92909,  322251,     455,    3372,
190, 070321,  540, 1830,  2,  125,  0.118, 35.2337,   25072,  347681,     657,     401,
190, 070321,  540, 1830,  2,  150,  0.039, 34.9388,    3657,  231953,       0,     193,
190, 070321,  540, 1830,  2,  175,  0.010, 34.7813,     241,  165026,       0,      19,
191, 070505,  555, 1915,  2,    5,  0.096, 34.8739,  219776,  516125,    1364,    1273,
191, 070505,  555, 1915,  2,   25,  0.100, 34.8737,  215579,  507273,    2064,    1247,
191, 070505,  555, 1915,  2,   45,  0.126, 34.8932,  251050,  533244,    1784,    1338,
191, 070505,  555, 1915,  2,   75,  0.143, 35.0486,  286332,  528074,    1533,    1052,
191, 070505,  555, 1915,  2,  100,  0.207, 35.1459,  257679,  438322,    1076,     893,
191, 070505,  555, 1915,  2,  125,  0.285, 35.2219,  115100,  401652,     434,    1453,
191, 070505,  555, 1915,  2,  150,  0.141, 35.1636,   33672,  292911,       0,     768,
191, 070505,  555, 1915,  2,  175,  0.064, 35.1132,   10523,  253661,       0,     202,
193, 070708,  530, 1915,  2,    5,  0.072, 35.0679,  174044,  546716,    1195,     505,
193, 070708,  530, 1915,  2,   25,  0.075, 35.0653,  181955,  524105,    1162,     651,
193, 070708,  530, 1915,  2,   45,  0.077, 35.0612,  180963,  540956,    1210,     760,
193, 070708,  530, 1915,  2,   75,  0.157, 35.2111,  249211,  524014,    1621,     641,
193, 070708,  530, 1915,  2,  100,  0.245, 35.2002,  219675,  456999,     709,    1037,
193, 070708,  530, 1915,  2,  125,  0.230, 35.1831,   49864,  338785,       0,     869,
193, 070708,  530, 1915,  2,  150,  0.086, 35.1333,   15667,  273667,       0,     381,
193, 070708,  530, 1915,  2,  175,  0.052, 35.0155,    5347,  245996,       0,     171,
194, 070804,  538, 1905,  2,    5,  0.078, 35.0276,  171996,  471628,    1068,     452,
194, 070804,  538, 1905,  2,   25,  0.083, 35.0276,  185233,  454418,    1212,     570,
194, 070804,  538, 1905,  2,   45,  0.085, 35.0264,  243649,  557920,    1318,     425,
194, 070804,  538, 1905,  2,   75,  0.113, 35.0037,  201732,  569000,    1177,     439,
194, 070804,  538, 1905,  2,  100, -9.000, 34.9750,  164703,  518758,    1104,     341,
194, 070804,  538, 1905,  2,  125,  0.200, 34.9919,   66098,  416244,     263,     729,
194, 070804,  538, 1905,  2,  150,  0.147, 34.8684,   31327,  312918,       0,    1119,
194, 070804,  538, 1905,  2,  175,  0.060, 34.6867,   14173,  140084,       0,     497,
195, 070903,  550, 1923,  2,    5,  0.086, 35.0876,  219709,  626107,     791,     474,
195, 070903,  550, 1923,  2,   25,  0.087, 35.1098,  249889,  594675,    1009,     412,
195, 070903,  550, 1923,  2,   45,  0.101, 35.1498,  258062,  638803,     978,     359,
195, 070903,  550, 1923,  2,   75,  0.188, 35.2546,  279250,  550411,    1706,     635,
195, 070903,  550, 1923,  2,  100,  0.274, 35.2331,  241679,  466990,    2034,     718,
195, 070903,  550, 1923,  2,  125,  0.192, 35.1697,   54825,  354859,       0,    1063,
195, 070903,  550, 1923,  2,  150,  0.055, 35.0856,   10119,  239186,       0,     198,
195, 070903,  550, 1923,  2,  175,  0.047, 34.9276,   11349,  268500,       0,     247,
196, 071002,  510, 1823,  2,    5,  0.091, 35.0779,  202502,  479364,     850,     720,
196, 071002,  510, 1823,  2,   25,  0.093, 35.0781,  208299,  452999,     762,     526,
196, 071002,  510, 1823,  2,   45,  0.095, 35.0774,  217258,  484151,     629,    1184,
196, 071002,  510, 1823,  2,   75,  0.205, 35.0565,  260603,  524545,    1565,     626,
196, 071002,  510, 1823,  2,  100,  0.270, 35.0884,  206456,  456200,    1596,     477,
196, 071002,  510, 1823,  2,  125,  0.239, 35.1843,   75777,  483682,     109,    1093,
196, 071002,  510, 1823,  2,  150,  0.105, 35.1557,   17414,  346550,       0,     346,
196, 071002,  510, 1823,  2,  175,  0.048, 35.0498,    8570,  228768,       0,     122,
197, 071202,  520, 1817,  2,    5,  0.094, 35.0392,  215816,  446058,       0,     904,
197, 071202,  520, 1817,  2,   25,  0.090, 35.0740,  202471,  446506,     161,     803,
197, 071202,  520, 1817,  2,   45,  0.107, 35.0911,  175674,  380563,       0,     679,
197, 071202,  520, 1817,  2,   75,  0.192, 35.0935,  169822,  398300,     436,    1017,
197, 071202,  520, 1817,  2,  100,  0.281, 34.9998,   67294,  308634,      36,    2407,
