,time,lat,lon,depth,cruise,frac,tow,vol,svol,wwt,dwt,carb,nit,abnd
0,1994-02-17T11:08:00,22.75,-158,181,HOT052,0,8,726,,0.2642,0.0132,3.95,1.09,24.0
1,1994-02-17T11:08:00,22.75,-158,181,HOT052,1,8,726,,0.417,0.0417,14.05,3.26,221.0
2,1994-02-17T11:08:00,22.75,-158,181,HOT052,2,8,726,,0.2302,0.023,8.89,2.19,240.0
3,1994-02-17T11:08:00,22.75,-158,181,HOT052,3,8,726,,0.3738,0.0374,14.21,3.24,2331.0
4,1994-02-17T11:08:00,22.75,-158,181,HOT052,4,8,726,,0.2749,0.0302,11.81,2.66,5595.0
5,1994-02-17T11:08:00,22.75,-158,181,HOT052,5,8,726,,1.5601,0.1456,52.91,12.43,8411.0
6,1994-02-17T13:45:00,22.75,-158,132,HOT052,0,9,782,,0.1015,0.0071,2.53,0.65,778.0
7,1994-02-17T13:45:00,22.75,-158,132,HOT052,1,9,782,,0.7665,0.0613,22.27,6.03,227.0
8,1994-02-17T13:45:00,22.75,-158,132,HOT052,2,9,782,,0.3724,0.0372,13.32,3.31,784.0
9,1994-02-17T13:45:00,22.75,-158,132,HOT052,3,9,782,,0.3817,0.0382,14.0,3.39,3616.0
10,1994-02-17T13:45:00,22.75,-158,132,HOT052,4,9,782,,0.2321,0.0278,10.44,2.39,3415.0
11,1994-02-17T13:45:00,22.75,-158,132,HOT052,5,9,782,,1.8542,0.1717,62.55,15.77,8819.0
12,1994-02-17T23:00:00,22.75,-158,151,HOT052,0,10,634,,0.9857,0.0394,15.99,3.86,386.0
13,1994-02-17T23:00:00,22.75,-158,151,HOT052,1,10,634,,1.3768,0.2065,89.61,21.33,1032.0
14,1994-02-17T23:00:00,22.75,-158,151,HOT052,2,10,634,,0.7126,0.1211,51.09,12.34,998.0
15,1994-02-17T23:00:00,22.75,-158,151,HOT052,3,10,634,,0.7919,0.1109,44.93,10.43,3400.0
16,1994-02-17T23:00:00,22.75,-158,151,HOT052,4,10,634,,0.5766,0.0807,27.08,6.48,12167.0
17,1994-02-17T23:00:00,22.75,-158,151,HOT052,5,10,634,,4.4435,0.5587,228.7,54.43,17983.0
18,1994-02-18T01:45:00,22.75,-158,148,HOT052,0,11,720,,0.4729,0.052,20.19,4.76,134.0
19,1994-02-18T01:45:00,22.75,-158,148,HOT052,1,11,720,,1.7033,0.2385,94.4,25.29,1042.0
20,1994-02-18T01:45:00,22.75,-158,148,HOT052,2,11,720,,0.7188,0.1222,50.06,12.22,1622.0
21,1994-02-18T01:45:00,22.75,-158,148,HOT052,3,11,720,,0.6873,0.0962,40.96,10.03,4167.0
22,1994-02-18T01:45:00,22.75,-158,148,HOT052,4,11,720,,0.5143,0.072,29.63,6.84,10800.0
23,1994-02-18T01:45:00,22.75,-158,148,HOT052,5,11,720,,4.0964,0.5809,235.24,59.15,17765.0
24,1994-02-18T10:57:00,22.75,-158,189,HOT052,0,12,489,,0.0788,0.0008,0.26,0.07,32.0
25,1994-02-18T10:57:00,22.75,-158,189,HOT052,1,12,489,,0.2935,0.0382,13.39,3.18,271.0
26,1994-02-18T10:57:00,22.75,-158,189,HOT052,2,12,489,,0.1903,0.0228,8.58,1.85,251.0
27,1994-02-18T10:57:00,22.75,-158,189,HOT052,3,12,489,,0.2633,0.0316,13.29,3.14,3022.0
28,1994-02-18T10:57:00,22.75,-158,189,HOT052,4,12,489,,0.161,0.0209,8.41,1.9,3103.0
29,1994-02-18T10:57:00,22.75,-158,189,HOT052,5,12,489,,0.9868,0.1143,43.92,10.15,6679.0
30,1994-02-19T01:40:00,22.75,-158,137,HOT052,0,13,691,,0.6856,0.0617,19.62,5.12,148.0
31,1994-02-19T01:40:00,22.75,-158,137,HOT052,1,13,691,,1.1456,0.1375,54.48,13.7,910.0
32,1994-02-19T01:40:00,22.75,-158,137,HOT052,2,13,691,,0.6188,0.0928,40.77,9.92,1349.0
33,1994-02-19T01:40:00,22.75,-158,137,HOT052,3,13,691,,0.5809,0.0813,34.21,8.18,4717.0
34,1994-02-19T01:40:00,22.75,-158,137,HOT052,4,13,691,,0.4888,0.0733,30.42,7.01,13823.0
35,1994-02-19T01:40:00,22.75,-158,137,HOT052,5,13,691,,3.5197,0.4466,179.5,43.93,20948.0
36,1994-02-19T12:56:00,22.75,-158,139,HOT052,0,14,670,,0.2656,0.0239,8.09,1.99,142.0
37,1994-02-19T12:56:00,22.75,-158,139,HOT052,1,14,670,,1.2757,0.1403,54.27,13.87,789.0
38,1994-02-19T12:56:00,22.75,-158,139,HOT052,2,14,670,,0.9503,0.1235,47.86,12.23,2164.0
39,1994-02-19T12:56:00,22.75,-158,139,HOT052,3,14,670,,0.8703,0.1044,41.26,10.29,5661.0
40,1994-02-19T12:56:00,22.75,-158,139,HOT052,4,14,670,,0.5797,0.0696,27.4,6.6,12519.0
41,1994-02-19T12:56:00,22.75,-158,139,HOT052,5,14,670,,3.9416,0.4618,178.87,44.98,21276.0
42,1994-03-09T11:45:00,22.75,-158,189,HOT053,0,15,481,,0.2089,0.0104,3.12,0.69,109.0
43,1994-03-09T11:45:00,22.75,-158,189,HOT053,1,15,481,,0.6063,0.0303,8.45,2.21,1060.0
44,1994-03-09T11:45:00,22.75,-158,189,HOT053,2,15,481,,0.5193,0.0519,16.88,3.37,1586.0
45,1994-03-09T11:45:00,22.75,-158,189,HOT053,3,15,481,,1.0129,0.1317,57.73,12.99,9449.0
46,1994-03-09T11:45:00,22.75,-158,189,HOT053,4,15,481,,1.1021,0.1543,76.58,17.65,25670.0
47,1994-03-09T11:45:00,22.75,-158,189,HOT053,5,15,481,,3.4495,0.3787,162.76,36.91,37875.0
48,1994-03-09T23:15:00,22.75,-158,129,HOT053,0,16,1469,,0.0702,0.0028,0.74,0.17,38.0
49,1994-03-09T23:15:00,22.75,-158,129,HOT053,1,16,1469,,0.3094,0.034,12.77,3.16,427.0
50,1994-03-09T23:15:00,22.75,-158,129,HOT053,2,16,1469,,0.4002,0.06,25.14,6.03,1610.0
51,1994-03-09T23:15:00,22.75,-158,129,HOT053,3,16,1469,,0.635,0.0889,37.42,9.05,5832.0
52,1994-03-09T23:15:00,22.75,-158,129,HOT053,4,16,1469,,0.8788,0.1406,61.4,14.79,17399.0
53,1994-03-09T23:15:00,22.75,-158,129,HOT053,5,16,1469,,2.2935,0.3264,137.47,33.2,25306.0
54,1994-03-10T02:10:00,22.75,-158,181,HOT053,0,17,595,,0.7569,0.053,11.84,2.91,152.0
55,1994-03-10T02:10:00,22.75,-158,181,HOT053,1,17,595,,0.3699,0.0407,13.79,3.39,436.0
56,1994-03-10T02:10:00,22.75,-158,181,HOT053,2,17,595,,0.5313,0.085,35.84,8.55,947.0
57,1994-03-10T02:10:00,22.75,-158,181,HOT053,3,17,595,,1.2203,0.1708,69.23,16.74,10720.0
58,1994-03-10T02:10:00,22.75,-158,181,HOT053,4,17,595,,1.7417,0.2438,101.09,23.23,41064.0
59,1994-03-10T02:10:00,22.75,-158,181,HOT053,5,17,595,,4.6201,0.5934,231.79,54.83,53319.0
60,1994-03-10T11:10:00,22.75,-158,164,HOT053,0,18,557,,0.1015,0.0051,1.3,0.28,954.0
61,1994-03-10T11:10:00,22.75,-158,164,HOT053,1,18,557,,0.4492,0.018,3.97,1.09,518.0
62,1994-03-10T11:10:00,22.75,-158,164,HOT053,2,18,557,,0.297,0.0208,6.14,1.45,1009.0
63,1994-03-10T11:10:00,22.75,-158,164,HOT053,3,18,557,,0.8032,0.0723,27.84,6.61,6599.0
64,1994-03-10T11:10:00,22.75,-158,164,HOT053,4,18,557,,0.98,0.1372,58.47,13.52,22926.0
65,1994-03-10T11:10:00,22.75,-158,164,HOT053,5,18,557,,2.6309,0.2533,97.72,22.95,32006.0
66,1994-03-10T23:05:00,22.75,-158,177,HOT053,0,19,532,,2.9356,0.0088,2.42,0.67,1410.0
67,1994-03-10T23:05:00,22.75,-158,177,HOT053,1,19,532,,0.7597,0.076,28.46,6.96,1429.0
68,1994-03-10T23:05:00,22.75,-158,177,HOT053,2,19,532,,0.969,0.1357,55.78,13.87,2730.0
69,1994-03-10T23:05:00,22.75,-158,177,HOT053,3,19,532,,1.7808,0.2493,102.28,24.85,9450.0
70,1994-03-10T23:05:00,22.75,-158,177,HOT053,4,19,532,,1.759,0.2814,121.06,28.29,95225.0
71,1994-03-10T23:05:00,22.75,-158,177,HOT053,5,19,532,,8.2042,0.7512,310.01,74.63,110245.0
72,1994-03-11T10:50:00,22.75,-158,109,HOT053,0,20,784,,0.1238,0.0087,2.43,0.48,324.0
73,1994-03-11T10:50:00,22.75,-158,109,HOT053,1,20,784,,0.1637,0.0147,4.38,0.95,374.0
74,1994-03-11T10:50:00,22.75,-158,109,HOT053,2,20,784,,0.2365,0.0236,8.59,1.94,1806.0
75,1994-03-11T10:50:00,22.75,-158,109,HOT053,3,20,784,,0.4599,0.046,18.76,4.18,4462.0
76,1994-03-11T10:50:00,22.75,-158,109,HOT053,4,20,784,,0.7181,0.1077,46.03,10.67,17353.0
77,1994-03-11T10:50:00,22.75,-158,109,HOT053,5,20,784,,1.7021,0.2008,80.19,18.23,24319.0
78,1994-06-19T01:06:00,22.75,-158,163,HOT054,0,25,405,,0.1481,0.0074,3.43,0.75,65.0
79,1994-06-19T01:06:00,22.75,-158,163,HOT054,1,25,405,,0.8413,0.101,41.37,9.67,264.0
80,1994-06-19T01:06:00,22.75,-158,163,HOT054,2,25,405,,1.3673,0.2188,20.31,4.57,3061.0
81,1994-06-19T01:06:00,22.75,-158,163,HOT054,3,25,405,,0.8913,0.1248,55.44,12.57,5165.0
82,1994-06-19T01:06:00,22.75,-158,163,HOT054,4,25,405,,0.8287,0.1243,53.24,11.42,18970.0
83,1994-06-19T01:06:00,22.75,-158,163,HOT054,5,25,405,,4.0768,0.5762,173.8,38.97,27525.0
84,1994-06-19T01:50:00,22.75,-158,169,HOT054,0,23,438,,0.8611,0.0947,31.55,6.99,1794.0
85,1994-06-19T01:50:00,22.75,-158,169,HOT054,1,23,438,,0.8917,0.107,38.47,9.55,673.0
86,1994-06-19T01:50:00,22.75,-158,169,HOT054,2,23,438,,1.1941,0.1672,69.29,16.59,2100.0
87,1994-06-19T01:50:00,22.75,-158,169,HOT054,3,23,438,,0.934,0.1401,59.84,14.51,4489.0
88,1994-06-19T01:50:00,22.75,-158,169,HOT054,4,23,438,,1.0233,0.1433,57.9,13.0,19196.0
89,1994-06-19T01:50:00,22.75,-158,169,HOT054,5,23,438,,4.9041,0.6523,257.06,60.64,28252.0
90,1994-06-19T10:35:00,22.75,-158,98,HOT054,0,21,372,,0.3918,0.0274,8.43,1.98,748.0
91,1994-06-19T10:35:00,22.75,-158,98,HOT054,1,21,372,,0.6073,0.0486,15.92,3.9,407.0
92,1994-06-19T10:35:00,22.75,-158,98,HOT054,2,21,372,,0.7094,0.0922,36.24,9.05,992.0
93,1994-06-19T10:35:00,22.75,-158,98,HOT054,3,21,372,,0.3775,0.0604,25.11,5.95,1839.0
94,1994-06-19T10:35:00,22.75,-158,98,HOT054,4,21,372,,0.4101,0.0574,25.74,5.67,7628.0
95,1994-06-19T10:35:00,22.75,-158,98,HOT054,5,21,372,,2.4961,0.286,111.45,26.55,11614.0
96,1994-06-19T11:35:00,22.75,-158,124,HOT054,0,24,496,,0.222,0.0311,10.69,2.45,953.0
97,1994-06-19T11:35:00,22.75,-158,124,HOT054,1,24,496,,0.3556,0.032,12.72,2.85,332.0
98,1994-06-19T11:35:00,22.75,-158,124,HOT054,2,24,496,,0.818,0.1145,48.66,11.38,1095.0
99,1994-06-19T11:35:00,22.75,-158,124,HOT054,3,24,496,,0.7238,0.1013,54.2,13.01,4328.0
100,1994-06-19T11:35:00,22.75,-158,124,HOT054,4,24,496,,0.6015,0.0782,34.68,7.83,10867.0
101,1994-06-19T11:35:00,22.75,-158,124,HOT054,5,24,496,,2.7209,0.3571,160.95,37.53,17574.0
102,1994-06-19T13:06:00,22.75,-158,184,HOT054,0,26,438,,0.4331,0.0563,20.2,4.41,961.0
103,1994-06-19T13:06:00,22.75,-158,184,HOT054,1,26,438,,,,,,
104,1994-06-19T13:06:00,22.75,-158,184,HOT054,2,26,438,,0.9288,0.1486,61.2,14.2,2219.0
105,1994-06-19T13:06:00,22.75,-158,184,HOT054,3,26,438,,0.7205,0.1009,42.83,9.49,4877.0
106,1994-06-19T13:06:00,22.75,-158,184,HOT054,4,26,438,,0.7577,0.0985,39.5,8.34,15809.0
107,1994-06-19T13:06:00,22.75,-158,184,HOT054,5,26,438,,,,,,
108,1994-06-19T23:04:00,22.75,-158,129,HOT054,0,22,391,,0.4912,0.0491,17.9,4.25,296.0
109,1994-06-19T23:04:00,22.75,-158,129,HOT054,1,22,391,,1.2775,0.1405,60.12,14.97,1072.0
110,1994-06-19T23:04:00,22.75,-158,129,HOT054,2,22,391,,1.1057,0.1658,67.38,16.81,1780.0
111,1994-06-19T23:04:00,22.75,-158,129,HOT054,3,22,391,,0.7737,0.1238,52.55,12.05,3899.0
112,1994-06-19T23:04:00,22.75,-158,129,HOT054,4,22,391,,0.8143,0.1221,50.36,11.25,14941.0
113,1994-06-19T23:04:00,22.75,-158,129,HOT054,5,22,391,,4.4623,0.6014,248.3,59.34,21988.0
114,1994-07-24T23:05:00,22.75,-158,140,HOT055,0,27,481,,2.0121,0.2012,64.07,15.47,2288.0
115,1994-07-24T23:05:00,22.75,-158,140,HOT055,1,27,481,,1.4025,0.1262,43.05,10.45,2418.0
116,1994-07-24T23:05:00,22.75,-158,140,HOT055,2,27,481,,1.4877,0.1785,65.15,14.99,3728.0
117,1994-07-24T23:05:00,22.75,-158,140,HOT055,3,27,481,,1.0255,0.1436,51.35,11.69,7350.0
118,1994-07-24T23:05:00,22.75,-158,140,HOT055,4,27,481,,1.3064,0.1829,74.8,16.67,29338.0
119,1994-07-24T23:05:00,22.75,-158,140,HOT055,5,27,481,,7.2342,0.8324,298.43,69.27,45123.0
120,1994-07-25T00:08:00,22.75,-158,183,HOT055,0,28,399,,0.403,0.0484,20.66,4.59,1551.0
121,1994-07-25T00:08:00,22.75,-158,183,HOT055,1,28,399,,1.3578,0.2037,69.47,16.86,1095.0
122,1994-07-25T00:08:00,22.75,-158,183,HOT055,2,28,399,,1.3895,0.1945,68.14,15.52,3000.0
123,1994-07-25T00:08:00,22.75,-158,183,HOT055,3,28,399,,1.4616,0.2046,76.8,16.55,11098.0
124,1994-07-25T00:08:00,22.75,-158,183,HOT055,4,28,399,,1.0678,0.1602,62.21,13.77,26694.0
125,1994-07-25T00:08:00,22.75,-158,183,HOT055,5,28,399,,5.6797,0.8114,297.28,67.29,43438.0
126,1994-07-25T10:03:00,22.75,-158,179,HOT055,0,29,435,,0.0693,0.0007,0.21,0.05,37.0
127,1994-07-25T10:03:00,22.75,-158,179,HOT055,1,29,435,,0.6181,0.0618,29.05,7.0,819.0
128,1994-07-25T10:03:00,22.75,-158,179,HOT055,2,29,435,,1.8852,0.2828,87.74,19.11,6777.0
129,1994-07-25T10:03:00,22.75,-158,179,HOT055,3,29,435,,2.3079,0.3,95.63,21.31,30836.0
130,1994-07-25T10:03:00,22.75,-158,179,HOT055,4,29,435,,1.565,0.2035,96.73,21.84,36419.0
131,1994-07-25T10:03:00,22.75,-158,179,HOT055,5,29,435,,6.4455,0.8488,309.36,69.3,74888.0
132,1994-07-25T12:48:00,22.75,-158,212,HOT055,0,30,403,,0.2035,0.0224,6.64,1.51,1401.0
133,1994-07-25T12:48:00,22.75,-158,212,HOT055,1,30,403,,0.9913,0.0991,42.54,9.29,4084.0
134,1994-07-25T12:48:00,22.75,-158,212,HOT055,2,30,403,,1.9726,0.2367,92.26,21.21,14677.0
135,1994-07-25T12:48:00,22.75,-158,212,HOT055,3,30,403,,1.7883,0.2146,73.19,15.47,20635.0
136,1994-07-25T12:48:00,22.75,-158,212,HOT055,4,30,403,,1.0418,0.1563,70.9,15.91,26040.0
137,1994-07-25T12:48:00,22.75,-158,212,HOT055,5,30,403,,5.9975,0.7291,285.52,63.38,66838.0
138,1994-08-30T00:05:00,22.75,-158,206,HOT056,0,31,416,,0.7713,0.0771,30.04,8.15,455.0
139,1994-08-30T00:05:00,22.75,-158,206,HOT056,1,31,416,,4.2175,0.5483,204.05,51.89,1872.0
140,1994-08-30T00:05:00,22.75,-158,206,HOT056,2,31,416,,2.0879,0.3132,127.57,31.08,6322.0
141,1994-08-30T00:05:00,22.75,-158,206,HOT056,3,31,416,,2.0721,0.3108,105.91,23.84,18182.0
142,1994-08-30T00:05:00,22.75,-158,206,HOT056,4,31,416,,2.1692,0.282,94.21,21.59,30826.0
143,1994-08-30T00:05:00,22.75,-158,206,HOT056,5,31,416,,11.318,1.5314,561.79,136.55,57657.0
144,1994-08-30T13:00:00,22.75,-158,186,HOT056,0,32,244,,0.1524,0.0076,0.97,0.39,23.0
145,1994-08-30T13:00:00,22.75,-158,186,HOT056,1,32,244,,1.3469,0.1347,34.03,8.41,3190.0
146,1994-08-30T13:00:00,22.75,-158,186,HOT056,2,32,244,,1.4322,0.1862,58.97,13.84,5633.0
147,1994-08-30T13:00:00,22.75,-158,186,HOT056,3,32,244,,2.0143,0.282,83.16,19.45,14720.0
148,1994-08-30T13:00:00,22.75,-158,186,HOT056,4,32,244,,1.6821,0.2355,77.23,17.57,20737.0
149,1994-08-30T13:00:00,22.75,-158,186,HOT056,5,32,244,,6.6279,0.846,254.35,59.66,44303.0
150,1994-08-31T00:50:00,22.75,-158,150,HOT056,0,33,399,,1.0588,0.0424,13.44,3.75,43.0
151,1994-08-31T00:50:00,22.75,-158,150,HOT056,1,33,399,,2.0424,0.2859,76.42,18.63,1223.0
152,1994-08-31T00:50:00,22.75,-158,150,HOT056,2,33,399,,1.7266,0.3108,106.67,23.05,2549.0
153,1994-08-31T00:50:00,22.75,-158,150,HOT056,3,33,399,,1.8348,0.3303,134.98,32.67,11009.0
154,1994-08-31T00:50:00,22.75,-158,150,HOT056,4,33,399,,1.3506,0.2161,102.8,24.8,21496.0
155,1994-08-31T00:50:00,22.75,-158,150,HOT056,5,33,399,,8.0131,1.1854,434.31,102.9,36320.0
156,1994-08-31T10:25:00,22.75,-158,134,HOT056,0,34,452,,0.0853,0.0239,4.3,1.44,387.0
157,1994-08-31T10:25:00,22.75,-158,134,HOT056,1,34,452,,0.7228,0.0867,30.49,7.75,606.0
158,1994-08-31T10:25:00,22.75,-158,134,HOT056,2,34,452,,1.1589,0.1854,66.15,16.03,2926.0
159,1994-08-31T10:25:00,22.75,-158,134,HOT056,3,34,452,,2.4363,0.3167,90.66,18.66,12181.0
160,1994-08-31T10:25:00,22.75,-158,134,HOT056,4,34,452,,1.185,0.1422,44.13,11.02,12640.0
161,1994-08-31T10:25:00,22.75,-158,134,HOT056,5,34,452,,5.5883,0.755,235.73,54.89,28739.0
162,1994-08-31T12:20:00,22.75,-158,204,HOT056,0,36,314,,0.013,0.0,0.0,0.0,0.0
163,1994-08-31T12:20:00,22.75,-158,204,HOT056,1,36,314,,0.8108,0.0973,25.29,7.16,2036.0
164,1994-08-31T12:20:00,22.75,-158,204,HOT056,2,36,314,,1.4631,0.2195,87.89,21.81,3311.0
165,1994-08-31T12:20:00,22.75,-158,204,HOT056,3,36,314,,1.3851,0.2216,68.91,15.25,9910.0
166,1994-08-31T12:20:00,22.75,-158,204,HOT056,4,36,314,,1.2812,0.1922,59.98,13.56,16762.0
167,1994-08-31T12:20:00,22.75,-158,204,HOT056,5,36,314,,4.9532,0.7306,242.06,57.78,32020.0
168,1994-08-31T22:40:00,22.75,-158,178,HOT056,0,35,510,,1.0773,0.1077,26.43,7.69,230.0
169,1994-08-31T22:40:00,22.75,-158,178,HOT056,1,35,510,,2.0485,0.1844,53.76,14.62,1341.0
170,1994-08-31T22:40:00,22.75,-158,178,HOT056,2,35,510,,1.7052,0.2387,87.99,20.44,5392.0
171,1994-08-31T22:40:00,22.75,-158,178,HOT056,3,35,510,,1.881,0.2633,88.06,20.6,7838.0
172,1994-08-31T22:40:00,22.75,-158,178,HOT056,4,35,510,,1.4875,0.1934,60.14,14.52,17075.0
173,1994-08-31T22:40:00,22.75,-158,178,HOT056,5,35,510,,8.1994,0.9875,316.38,77.87,31876.0
174,1994-09-22T11:45:00,22.75,-158,207,HOT057,0,37,432,,0.6916,0.083,23.12,5.53,768.0
175,1994-09-22T11:45:00,22.75,-158,207,HOT057,1,37,432,,1.0445,0.1462,54.76,12.72,2299.0
176,1994-09-22T11:45:00,22.75,-158,207,HOT057,2,37,432,,1.0698,0.1819,75.88,18.52,1779.0
177,1994-09-22T11:45:00,22.75,-158,207,HOT057,3,37,432,,1.2221,0.2078,79.33,17.02,11388.0
178,1994-09-22T11:45:00,22.75,-158,207,HOT057,4,37,432,,0.8021,0.1283,44.26,8.91,17824.0
179,1994-09-22T11:45:00,22.75,-158,207,HOT057,5,37,432,,4.8302,0.7472,277.35,62.69,34058.0
180,1994-09-22T15:05:00,22.75,-158,184,HOT057,0,42,537,,0.3463,0.0242,7.61,1.83,782.0
181,1994-09-22T15:05:00,22.75,-158,184,HOT057,1,42,537,,1.2913,0.2066,74.91,17.97,5689.0
182,1994-09-22T15:05:00,22.75,-158,184,HOT057,2,42,537,,1.0127,0.1722,29.35,7.18,2663.0
183,1994-09-22T15:05:00,22.75,-158,184,HOT057,3,42,537,,1.025,0.1538,32.19,7.53,7779.0
184,1994-09-22T15:05:00,22.75,-158,184,HOT057,4,42,537,,0.6324,0.1138,30.8,5.91,16329.0
185,1994-09-22T15:05:00,22.75,-158,184,HOT057,5,42,537,,4.3077,0.6706,174.87,40.43,33242.0
186,1994-09-23T13:37:00,22.75,-158,195,HOT057,0,38,607,,0.2122,0.0127,4.97,1.2,521.0
187,1994-09-23T13:37:00,22.75,-158,195,HOT057,1,38,607,,0.9069,0.127,41.3,9.74,940.0
188,1994-09-23T13:37:00,22.75,-158,195,HOT057,2,38,607,,1.2649,0.2403,67.29,16.91,5420.0
189,1994-09-23T13:37:00,22.75,-158,195,HOT057,3,38,607,,1.1515,0.2073,83.79,19.47,11786.0
190,1994-09-23T13:37:00,22.75,-158,195,HOT057,4,38,607,,0.7765,0.1398,114.85,22.49,31221.0
191,1994-09-23T13:37:00,22.75,-158,195,HOT057,5,38,607,,4.312,0.7271,312.19,69.81,49887.0
192,1994-09-23T22:55:00,22.75,-158,186,HOT057,0,39,431,,1.126,0.045,8.53,2.66,2641.0
193,1994-09-23T22:55:00,22.75,-158,186,HOT057,1,39,431,,1.5343,0.2608,91.57,21.21,345.0
194,1994-09-23T22:55:00,22.75,-158,186,HOT057,2,39,431,,1.2613,0.2018,82.71,20.77,1694.0
195,1994-09-23T22:55:00,22.75,-158,186,HOT057,3,39,431,,0.8153,0.1223,45.27,9.53,6264.0
196,1994-09-23T22:55:00,22.75,-158,186,HOT057,4,39,431,,0.3624,0.058,20.45,4.14,10151.0
197,1994-09-23T22:55:00,22.75,-158,186,HOT057,5,39,431,,5.0993,0.688,248.53,58.31,21095.0
198,1994-09-24T01:17:00,22.75,-158,188,HOT057,0,40,493,,0.4858,0.0389,11.17,2.76,298.0
199,1994-09-24T01:17:00,22.75,-158,188,HOT057,1,40,493,,1.3499,0.216,81.2,20.47,3704.0
200,1994-09-24T01:17:00,22.75,-158,188,HOT057,2,40,493,,2.0347,0.3256,136.48,33.61,14262.0
201,1994-09-24T01:17:00,22.75,-158,188,HOT057,3,40,493,,0.9764,0.166,60.83,12.79,9915.0
202,1994-09-24T01:17:00,22.75,-158,188,HOT057,4,40,493,,1.057,0.1797,63.4,12.94,36577.0
203,1994-09-24T01:17:00,22.75,-158,188,HOT057,5,40,493,,5.9038,0.9261,353.08,82.57,64757.0
204,1994-09-24T10:43:00,22.75,-158,166,HOT057,0,41,529,,0.0527,0.0016,0.53,0.13,58.0
205,1994-09-24T10:43:00,22.75,-158,166,HOT057,1,41,529,,0.9402,0.1034,29.79,6.88,1322.0
206,1994-09-24T10:43:00,22.75,-158,166,HOT057,2,41,529,,1.0398,0.1352,52.64,13.38,4853.0
207,1994-09-24T10:43:00,22.75,-158,166,HOT057,3,41,529,,1.0955,0.1095,38.31,8.53,10380.0
208,1994-09-24T10:43:00,22.75,-158,166,HOT057,4,41,529,,1.0443,0.1358,44.87,9.43,35625.0
209,1994-09-24T10:43:00,22.75,-158,166,HOT057,5,41,529,,4.1725,0.4855,166.15,38.35,52238.0
210,1994-10-15T00:15:00,22.75,-158,213,HOT058,0,43,434,,0.5223,0.0679,28.89,7.74,42.0
211,1994-10-15T00:15:00,22.75,-158,213,HOT058,1,43,434,,1.2422,0.2112,80.63,20.75,497.0
212,1994-10-15T00:15:00,22.75,-158,213,HOT058,2,43,434,,1.2707,0.216,90.32,21.51,1862.0
213,1994-10-15T00:15:00,22.75,-158,213,HOT058,3,43,434,,1.1935,0.1671,71.85,15.77,4078.0
214,1994-10-15T00:15:00,22.75,-158,213,HOT058,4,43,434,,1.018,0.1832,78.45,16.9,21378.0
215,1994-10-15T00:15:00,22.75,-158,213,HOT058,5,43,434,,5.2467,0.8454,350.13,82.67,27857.0
216,1994-10-16T12:00:00,22.75,-158,189,HOT058,0,44,431,,0.2807,0.0505,14.11,2.61,1255.0
217,1994-10-16T12:00:00,22.75,-158,189,HOT058,1,44,431,,1.0285,0.1543,49.21,11.26,1094.0
218,1994-10-16T12:00:00,22.75,-158,189,HOT058,2,44,431,,0.8886,0.1333,50.41,12.35,2239.0
219,1994-10-16T12:00:00,22.75,-158,189,HOT058,3,44,431,,1.5504,0.1705,60.17,13.14,5719.0
220,1994-10-16T12:00:00,22.75,-158,189,HOT058,4,44,431,,1.0895,0.1416,55.28,12.62,15790.0
221,1994-10-16T12:00:00,22.75,-158,189,HOT058,5,44,431,,4.8377,0.6503,229.18,51.97,26097.0
222,1994-10-16T23:30:00,22.75,-158,219,HOT058,0,45,238,,0.5975,0.0538,14.73,2.91,124.0
223,1994-10-16T23:30:00,22.75,-158,219,HOT058,1,45,238,,1.6022,0.2243,88.81,22.05,534.0
224,1994-10-16T23:30:00,22.75,-158,219,HOT058,2,45,238,,1.6173,0.2426,99.04,23.4,1978.0
225,1994-10-16T23:30:00,22.75,-158,219,HOT058,3,45,238,,1.5791,0.2053,81.92,18.45,10067.0
226,1994-10-16T23:30:00,22.75,-158,219,HOT058,4,45,238,,1.1633,0.1861,77.98,16.85,28941.0
227,1994-10-16T23:30:00,22.75,-158,219,HOT058,5,45,238,,6.5595,0.9121,362.48,83.66,41644.0
228,1994-10-17T00:35:00,22.75,-158,131,HOT058,0,47,532,,1.2418,0.1366,55.73,12.84,1396.0
229,1994-10-17T00:35:00,22.75,-158,131,HOT058,1,47,532,,1.5464,0.2165,79.77,19.72,842.0
230,1994-10-17T00:35:00,22.75,-158,131,HOT058,2,47,532,,1.0859,0.1737,76.36,18.43,1582.0
231,1994-10-17T00:35:00,22.75,-158,131,HOT058,3,47,532,,1.2857,0.18,79.06,20.12,6616.0
232,1994-10-17T00:35:00,22.75,-158,131,HOT058,4,47,532,,1.0163,0.1423,54.57,11.6,21862.0
233,1994-10-17T00:35:00,22.75,-158,131,HOT058,5,47,532,,6.176,0.8491,345.48,82.72,32299.0
234,1994-10-17T11:40:00,22.75,-158,216,HOT058,0,46,225,,2.0307,0.0406,9.08,2.19,9.0
235,1994-10-17T11:40:00,22.75,-158,216,HOT058,1,46,225,,0.8543,0.0854,25.45,5.91,801.0
236,1994-10-17T11:40:00,22.75,-158,216,HOT058,2,46,225,,1.2305,0.1969,85.73,20.74,1538.0
237,1994-10-17T11:40:00,22.75,-158,216,HOT058,3,46,225,,1.2953,0.1554,66.16,15.42,6189.0
