,time,lat,lon,depth,cruise,stime,etime,itype,chl,phaeo,l12,d12,bsal,pbact,hbact,sbact,ebact
0,1988-10-31T00:00:00,22.75,-158,24,HOT001,,,0,0.129,0.077,12.21,,,,,,
1,1988-10-31T00:00:00,22.75,-158,42,HOT001,,,0,0.192,0.051,2.47,0.07,,,,,
2,1988-10-31T00:00:00,22.75,-158,68,HOT001,,,0,0.285,0.303,2.58,0.06,,,,,
3,1988-10-31T00:00:00,22.75,-158,114,HOT001,,,0,0.326,0.044,0.72,0.16,,,,,
4,1988-12-02T00:00:00,22.75,-158,0,HOT002,,,0,0.202,0.0,,,,,,,
5,1988-12-02T00:00:00,22.75,-158,25,HOT002,,,0,0.192,0.01,,,,,,,
6,1988-12-02T00:00:00,22.75,-158,50,HOT002,,,0,0.181,0.01,,,,,,,
7,1988-12-02T00:00:00,22.75,-158,76,HOT002,,,0,0.377,0.076,,,,,,,
8,1988-12-02T00:00:00,22.75,-158,102,HOT002,,,0,0.272,0.475,,,,,,,
9,1988-12-02T00:00:00,22.75,-158,127,HOT002,,,0,0.167,0.149,,,,,,,
10,1988-12-02T00:00:00,22.75,-158,150,HOT002,,,0,0.044,0.052,,,,,,,
11,1988-12-02T00:00:00,22.75,-158,176,HOT002,,,0,0.025,0.041,,,,,,,
12,1989-01-08T00:00:00,22.75,-158,9,HOT003,,,0,0.192,0.122,2.005,0.06,,,,,
13,1989-01-08T00:00:00,22.75,-158,28,HOT003,,,0,0.256,0.086,2.975,0.05,,,,,
14,1989-01-08T00:00:00,22.75,-158,50,HOT003,,,0,0.24,0.072,4.6,0.1,,,,,
15,1989-01-08T00:00:00,22.75,-158,77,HOT003,,,0,0.213,0.086,2.11,0.06,,,,,
16,1989-01-08T00:00:00,22.75,-158,101,HOT003,,,0,0.266,0.047,,,,,,,
17,1989-01-08T00:00:00,22.75,-158,126,HOT003,,,0,0.269,0.214,0.33,0.06,,,,,
18,1989-01-08T00:00:00,22.75,-158,149,HOT003,,,0,0.145,0.249,,,,,,,
19,1989-01-08T00:00:00,22.75,-158,178,HOT003,,,0,0.057,0.063,0.045,0.03,,,,,
20,1989-02-28T00:00:00,22.75,-158,10,HOT004,,,0,0.125,0.05,4.75,0.1,,,,,
21,1989-02-28T00:00:00,22.75,-158,26,HOT004,,,0,0.129,0.048,5.48,0.13,,,,,
22,1989-02-28T00:00:00,22.75,-158,45,HOT004,,,0,0.172,0.063,2.61,0.07,,,,,
23,1989-02-28T00:00:00,22.75,-158,75,HOT004,,,0,0.188,0.133,1.7,0.07,,,,,
24,1989-02-28T00:00:00,22.75,-158,101,HOT004,,,0,0.223,0.199,,,,,,,
25,1989-02-28T00:00:00,22.75,-158,125,HOT004,,,0,0.167,0.227,2.38,0.06,,,,,
26,1989-02-28T00:00:00,22.75,-158,151,HOT004,,,0,0.055,0.096,,,,,,,
27,1989-02-28T00:00:00,22.75,-158,178,HOT004,,,0,0.025,0.029,0.1,0.05,,,,,
28,1989-03-27T00:00:00,22.75,-158,5,HOT005,,,0,0.086,0.039,1.92,,,,,,
29,1989-03-27T00:00:00,22.75,-158,25,HOT005,,,0,0.066,0.034,4.92,,,,,,
30,1989-03-27T00:00:00,22.75,-158,45,HOT005,,,0,0.09,0.027,4.07,,,,,,
31,1989-03-27T00:00:00,22.75,-158,75,HOT005,,,0,0.163,0.061,1.015,,,,,,
32,1989-03-27T00:00:00,22.75,-158,100,HOT005,,,0,0.212,0.168,,,,,,,
33,1989-03-27T00:00:00,22.75,-158,125,HOT005,,,0,0.373,0.428,0.795,,,,,,
34,1989-03-27T00:00:00,22.75,-158,150,HOT005,,,0,0.235,0.39,,,,,,,
35,1989-03-27T00:00:00,22.75,-158,175,HOT005,,,0,0.041,0.048,0.34,,,,,,
36,1989-05-18T00:00:00,22.75,-158,5,HOT006,,,0,0.067,0.028,4.025,0.27,,,,,
37,1989-05-18T00:00:00,22.75,-158,25,HOT006,,,0,0.077,0.042,7.355,0.35,,,,,
38,1989-05-18T00:00:00,22.75,-158,45,HOT006,,,0,0.083,0.041,3.35,0.37,,,,,
39,1989-05-18T00:00:00,22.75,-158,75,HOT006,,,0,0.091,0.047,5.54,0.19,,,,,
40,1989-05-18T00:00:00,22.75,-158,100,HOT006,,,0,0.164,0.13,,,,,,,
41,1989-05-18T00:00:00,22.75,-158,125,HOT006,,,0,0.208,0.373,0.23,0.23,,,,,
42,1989-05-18T00:00:00,22.75,-158,150,HOT006,,,0,0.078,0.04,,,,,,,
43,1989-05-18T00:00:00,22.75,-158,175,HOT006,,,0,0.084,0.038,0.155,0.16,,,,,
44,1989-06-24T00:00:00,22.75,-158,5,HOT007,,,0,0.089,0.011,4.7,0.21,,,,,
45,1989-06-24T00:00:00,22.75,-158,25,HOT007,,,0,0.09,0.011,3.015,0.19,,,,,
46,1989-06-24T00:00:00,22.75,-158,45,HOT007,,,0,0.1,0.026,3.1,0.24,,,,,
47,1989-06-24T00:00:00,22.75,-158,75,HOT007,,,0,0.194,0.058,1.105,0.18,,,,,
48,1989-06-24T00:00:00,22.75,-158,100,HOT007,,,0,0.328,0.271,3.32,0.12,,,,,
49,1989-06-24T00:00:00,22.75,-158,125,HOT007,,,0,0.144,0.274,0.325,0.13,,,,,
50,1989-06-24T00:00:00,22.75,-158,150,HOT007,,,0,0.065,0.147,0.21,0.14,,,,,
51,1989-06-24T00:00:00,22.75,-158,175,HOT007,,,0,0.039,0.063,0.12,0.13,,,,,
52,1989-07-29T00:00:00,22.75,-158,5,HOT008,,1900.0,1,0.147,0.018,3.89,0.32,,,,,
53,1989-07-29T00:00:00,22.75,-158,5,HOT008,,,0,0.147,0.018,3.89,0.19,,,,,
54,1989-07-29T00:00:00,22.75,-158,25,HOT008,,1900.0,1,0.143,0.022,5.025,0.23,,,,,
55,1989-07-29T00:00:00,22.75,-158,25,HOT008,,,0,0.143,0.022,7.305,0.3,,,,,
56,1989-07-29T00:00:00,22.75,-158,45,HOT008,,1900.0,1,0.153,0.051,6.295,,,,,,
57,1989-07-29T00:00:00,22.75,-158,45,HOT008,,,0,0.153,0.051,6.155,0.24,,,,,
58,1989-07-29T00:00:00,22.75,-158,75,HOT008,,1900.0,1,0.19,0.058,3.795,0.16,,,,,
59,1989-07-29T00:00:00,22.75,-158,75,HOT008,,,0,0.19,0.058,1.495,0.18,,,,,
60,1989-07-29T00:00:00,22.75,-158,100,HOT008,,1900.0,1,0.347,0.241,3.145,0.17,,,,,
61,1989-07-29T00:00:00,22.75,-158,100,HOT008,,,0,0.347,0.241,3.24,0.13,,,,,
62,1989-07-29T00:00:00,22.75,-158,125,HOT008,,1900.0,1,0.233,0.293,0.845,0.09,,,,,
63,1989-07-29T00:00:00,22.75,-158,125,HOT008,,,0,0.233,0.293,0.71,0.11,,,,,
64,1989-07-29T00:00:00,22.75,-158,150,HOT008,,1900.0,1,0.094,0.157,0.225,0.1,,,,,
65,1989-07-29T00:00:00,22.75,-158,150,HOT008,,,0,0.094,0.157,0.43,0.19,,,,,
66,1989-07-29T00:00:00,22.75,-158,175,HOT008,,1900.0,1,0.095,0.036,0.15,0.15,,,,,
67,1989-07-29T00:00:00,22.75,-158,175,HOT008,,,0,0.095,0.036,0.175,,,,,,
68,1989-08-24T00:00:00,22.75,-158,5,HOT009,,,0,0.097,0.032,12.42,0.51,,,,,
69,1989-08-24T00:00:00,22.75,-158,25,HOT009,,,0,0.109,0.032,15.395,0.71,,,,,
70,1989-08-24T00:00:00,22.75,-158,45,HOT009,,,0,0.103,0.038,9.83,0.65,,,,,
71,1989-08-24T00:00:00,22.75,-158,75,HOT009,,,0,0.211,0.157,4.31,0.49,,,,,
72,1989-08-24T00:00:00,22.75,-158,100,HOT009,,,0,0.344,0.388,5.86,0.24,,,,,
73,1989-08-24T00:00:00,22.75,-158,125,HOT009,,,0,0.201,0.323,1.6,0.18,,,,,
74,1989-08-24T00:00:00,22.75,-158,150,HOT009,,,0,0.07,0.171,0.26,0.16,,,,,
75,1989-08-24T00:00:00,22.75,-158,175,HOT009,,,0,0.039,0.089,0.15,0.12,,,,,
76,1989-09-22T00:00:00,22.75,-158,2,HOT010,615.0,1840.0,1,0.118,0.059,3.8,0.45,,,,,
77,1989-09-22T00:00:00,22.75,-158,2,HOT010,630.0,1900.0,0,0.118,0.059,4.1,0.22,,,,,
78,1989-09-22T00:00:00,22.75,-158,10,HOT010,615.0,1840.0,1,0.13,0.058,5.21,0.33,,,,,
79,1989-09-22T00:00:00,22.75,-158,10,HOT010,630.0,1900.0,0,0.13,0.058,6.81,0.27,,,,,
80,1989-09-22T00:00:00,22.75,-158,45,HOT010,615.0,1840.0,1,0.127,0.073,5.29,0.38,,,,,
81,1989-09-22T00:00:00,22.75,-158,45,HOT010,630.0,1900.0,0,0.127,0.073,4.565,0.08,,,,,
82,1989-09-22T00:00:00,22.75,-158,75,HOT010,615.0,1840.0,1,0.109,0.043,0.79,0.22,,,,,
83,1989-09-22T00:00:00,22.75,-158,75,HOT010,630.0,1900.0,0,0.109,0.043,0.47,0.18,,,,,
84,1989-09-22T00:00:00,22.75,-158,100,HOT010,615.0,1840.0,1,0.224,0.334,3.03,0.13,,,,,
85,1989-09-22T00:00:00,22.75,-158,100,HOT010,630.0,1900.0,0,0.224,0.334,2.255,0.26,,,,,
86,1989-09-22T00:00:00,22.75,-158,125,HOT010,615.0,1840.0,1,0.14,0.312,0.69,0.13,,,,,
87,1989-09-22T00:00:00,22.75,-158,125,HOT010,630.0,1900.0,0,0.14,0.312,0.79,0.14,,,,,
88,1989-09-22T00:00:00,22.75,-158,150,HOT010,615.0,1840.0,1,0.045,0.115,0.12,0.13,,,,,
89,1989-09-22T00:00:00,22.75,-158,150,HOT010,630.0,1900.0,0,0.045,0.115,0.1,0.13,,,,,
90,1989-09-22T00:00:00,22.75,-158,175,HOT010,615.0,1840.0,1,0.023,0.051,0.125,0.12,,,,,
91,1989-09-22T00:00:00,22.75,-158,175,HOT010,630.0,1900.0,0,0.023,0.051,0.185,0.14,,,,,
92,1989-10-18T00:00:00,22.75,-158,5,HOT011,615.0,1800.0,1,0.12,0.044,5.225,0.25,,,,,
93,1989-10-18T00:00:00,22.75,-158,5,HOT011,545.0,1745.0,0,0.12,0.044,4.62,0.37,,,,,
94,1989-10-18T00:00:00,22.75,-158,20,HOT011,615.0,1800.0,1,0.111,0.039,3.61,0.31,,,,,
95,1989-10-18T00:00:00,22.75,-158,20,HOT011,545.0,1745.0,0,0.111,0.039,3.485,0.42,,,,,
96,1989-10-18T00:00:00,22.75,-158,45,HOT011,615.0,1800.0,1,0.207,0.095,6.545,0.24,,,,,
97,1989-10-18T00:00:00,22.75,-158,45,HOT011,545.0,1745.0,0,0.207,0.095,5.315,0.37,,,,,
98,1989-10-18T00:00:00,22.75,-158,80,HOT011,615.0,1800.0,1,0.259,0.28,3.715,0.13,,,,,
99,1989-10-18T00:00:00,22.75,-158,80,HOT011,545.0,1745.0,0,0.259,0.28,1.265,0.2,,,,,
100,1989-10-18T00:00:00,22.75,-158,100,HOT011,615.0,1800.0,1,0.154,0.218,1.19,0.1,,,,,
101,1989-10-18T00:00:00,22.75,-158,100,HOT011,545.0,1745.0,0,0.154,0.218,1.15,0.16,,,,,
102,1989-10-18T00:00:00,22.75,-158,120,HOT011,615.0,1800.0,1,0.07,0.122,0.325,0.1,,,,,
103,1989-10-18T00:00:00,22.75,-158,120,HOT011,545.0,1745.0,0,0.07,0.122,0.175,0.13,,,,,
104,1989-10-18T00:00:00,22.75,-158,160,HOT011,615.0,1800.0,1,0.02,0.028,0.09,0.11,,,,,
105,1989-10-18T00:00:00,22.75,-158,160,HOT011,545.0,1745.0,0,0.02,0.028,0.125,0.13,,,,,
106,1989-10-18T00:00:00,22.75,-158,175,HOT011,615.0,1800.0,1,0.015,0.016,0.08,0.09,,,,,
107,1989-10-18T00:00:00,22.75,-158,175,HOT011,545.0,1745.0,0,0.015,0.016,0.115,0.11,,,,,
108,1989-11-28T00:00:00,22.75,-158,2,HOT012,545.0,1820.0,1,0.11,0.014,2.09,0.18,,,,,
109,1989-11-28T00:00:00,22.75,-158,2,HOT012,600.0,1820.0,0,0.11,0.014,2.43,0.13,,,,,
110,1989-11-28T00:00:00,22.75,-158,10,HOT012,545.0,1820.0,1,0.107,0.022,2.49,0.18,,,,,
111,1989-11-28T00:00:00,22.75,-158,10,HOT012,600.0,1820.0,0,0.107,0.022,4.065,0.16,,,,,
112,1989-11-28T00:00:00,22.75,-158,20,HOT012,545.0,1820.0,1,0.109,0.032,5.68,0.19,,,,,
113,1989-11-28T00:00:00,22.75,-158,20,HOT012,600.0,1820.0,0,0.109,0.032,2.17,0.18,,,,,
114,1989-11-28T00:00:00,22.75,-158,45,HOT012,545.0,1820.0,1,0.115,0.037,2.715,0.18,,,,,
115,1989-11-28T00:00:00,22.75,-158,45,HOT012,600.0,1820.0,0,0.115,0.037,0.645,0.16,,,,,
116,1989-11-28T00:00:00,22.75,-158,65,HOT012,545.0,1820.0,1,0.218,0.08,3.835,0.16,,,,,
117,1989-11-28T00:00:00,22.75,-158,65,HOT012,600.0,1820.0,0,0.218,0.08,0.37,0.14,,,,,
118,1989-11-28T00:00:00,22.75,-158,95,HOT012,545.0,1820.0,1,0.275,0.323,2.11,0.08,,,,,
119,1989-11-28T00:00:00,22.75,-158,95,HOT012,600.0,1820.0,0,0.275,0.323,0.34,0.08,,,,,
120,1989-11-28T00:00:00,22.75,-158,110,HOT012,545.0,1820.0,1,0.214,0.325,0.605,0.09,,,,,
121,1989-11-28T00:00:00,22.75,-158,110,HOT012,600.0,1820.0,0,0.214,0.325,0.145,0.08,,,,,
122,1989-11-28T00:00:00,22.75,-158,140,HOT012,545.0,1820.0,1,0.052,0.108,0.11,0.08,,,,,
123,1989-11-28T00:00:00,22.75,-158,140,HOT012,600.0,1820.0,0,0.052,0.108,0.065,0.07,,,,,
124,1990-01-05T00:00:00,22.75,-158,2,HOT013,535.0,1900.0,1,0.12,0.03,4.68,,,,,,
125,1990-01-05T00:00:00,22.75,-158,2,HOT013,645.0,1840.0,0,0.12,0.03,3.58,0.36,,,,,
126,1990-01-05T00:00:00,22.75,-158,10,HOT013,535.0,1900.0,1,0.11,0.05,4.59,,,,,,
127,1990-01-05T00:00:00,22.75,-158,10,HOT013,645.0,1840.0,0,0.11,0.05,7.03,0.2,,,,,
128,1990-01-05T00:00:00,22.75,-158,40,HOT013,535.0,1900.0,1,0.13,0.04,3.97,,,,,,
129,1990-01-05T00:00:00,22.75,-158,40,HOT013,645.0,1840.0,0,0.13,0.04,3.04,0.16,,,,,
130,1990-01-05T00:00:00,22.75,-158,80,HOT013,535.0,1900.0,1,0.19,0.06,1.82,0.13,,,,,
131,1990-01-05T00:00:00,22.75,-158,80,HOT013,645.0,1840.0,0,0.19,0.06,0.66,0.17,,,,,
132,1990-01-05T00:00:00,22.75,-158,95,HOT013,535.0,1900.0,1,0.17,0.1,1.545,0.13,,,,,
133,1990-01-05T00:00:00,22.75,-158,95,HOT013,645.0,1840.0,0,0.17,0.1,0.725,0.15,,,,,
134,1990-01-05T00:00:00,22.75,-158,120,HOT013,535.0,1900.0,1,0.12,0.04,0.7,0.11,,,,,
135,1990-01-05T00:00:00,22.75,-158,120,HOT013,645.0,1840.0,0,0.12,0.04,0.35,0.1,,,,,
136,1990-01-05T00:00:00,22.75,-158,145,HOT013,535.0,1900.0,1,0.06,0.1,0.145,0.11,,,,,
137,1990-01-05T00:00:00,22.75,-158,145,HOT013,645.0,1840.0,0,0.06,0.1,0.1,0.17,,,,,
138,1990-01-05T00:00:00,22.75,-158,175,HOT013,535.0,1900.0,1,0.01,0.01,0.085,0.13,,,,,
139,1990-01-05T00:00:00,22.75,-158,175,HOT013,645.0,1840.0,0,0.01,0.01,0.075,0.09,,,,,
140,1990-02-15T00:00:00,22.75,-158,4,HOT014,710.0,1910.0,1,0.08,0.03,2.53,0.09,,,,,
141,1990-02-15T00:00:00,22.75,-158,4,HOT014,710.0,1940.0,0,0.08,0.03,4.465,0.17,,,,,
142,1990-02-15T00:00:00,22.75,-158,10,HOT014,710.0,1910.0,1,0.1,0.03,5.53,0.2,,,,,
143,1990-02-15T00:00:00,22.75,-158,10,HOT014,710.0,1940.0,0,0.1,0.03,7.035,0.22,,,,,
144,1990-02-15T00:00:00,22.75,-158,30,HOT014,710.0,1910.0,1,0.11,0.03,3.08,0.23,,,,,
145,1990-02-15T00:00:00,22.75,-158,30,HOT014,710.0,1940.0,0,0.11,0.03,1.843,0.24,,,,,
146,1990-02-15T00:00:00,22.75,-158,70,HOT014,710.0,1910.0,1,0.22,0.11,3.295,0.16,,,,,
147,1990-02-15T00:00:00,22.75,-158,70,HOT014,710.0,1940.0,0,0.22,0.11,0.753,0.18,,,,,
148,1990-02-15T00:00:00,22.75,-158,88,HOT014,710.0,1910.0,1,0.33,0.23,2.63,,,,,,
149,1990-02-15T00:00:00,22.75,-158,88,HOT014,710.0,1940.0,0,0.33,0.23,0.88,0.12,,,,,
150,1990-02-15T00:00:00,22.75,-158,115,HOT014,710.0,1910.0,1,0.22,0.26,0.83,,,,,,
151,1990-02-15T00:00:00,22.75,-158,115,HOT014,710.0,1940.0,0,0.22,0.26,0.207,0.09,,,,,
152,1990-02-15T00:00:00,22.75,-158,135,HOT014,710.0,1910.0,1,0.11,0.29,0.26,0.17,,,,,
153,1990-02-15T00:00:00,22.75,-158,135,HOT014,710.0,1940.0,0,0.11,0.29,0.147,0.1,,,,,
154,1990-02-15T00:00:00,22.75,-158,160,HOT014,710.0,1910.0,1,0.04,0.06,,0.1,,,,,
155,1990-02-15T00:00:00,22.75,-158,160,HOT014,710.0,1940.0,0,0.04,0.06,0.103,0.11,,,,,
156,1990-03-19T00:00:00,22.75,-158,5,HOT015,600.0,1930.0,1,0.09,0.05,4.203,,,,,,
157,1990-03-19T00:00:00,22.75,-158,5,HOT015,615.0,1900.0,0,0.09,0.05,7.875,0.23,,,,,
158,1990-03-19T00:00:00,22.75,-158,25,HOT015,600.0,1930.0,1,0.11,0.04,3.643,,,,,,
159,1990-03-19T00:00:00,22.75,-158,25,HOT015,615.0,1900.0,0,0.11,0.04,5.785,0.23,,,,,
160,1990-03-19T00:00:00,22.75,-158,45,HOT015,600.0,1930.0,1,0.1,0.05,4.663,,,,,,
161,1990-03-19T00:00:00,22.75,-158,45,HOT015,615.0,1900.0,0,0.1,0.05,3.675,0.21,,,,,
162,1990-03-19T00:00:00,22.75,-158,75,HOT015,600.0,1930.0,1,0.17,0.08,4.84,,,,,,
163,1990-03-19T00:00:00,22.75,-158,75,HOT015,615.0,1900.0,0,0.17,0.08,1.16,0.14,,,,,
164,1990-03-19T00:00:00,22.75,-158,100,HOT015,600.0,1930.0,1,0.2,0.15,3.497,,,,,,
165,1990-03-19T00:00:00,22.75,-158,100,HOT015,615.0,1900.0,0,0.2,0.15,1.35,0.18,,,,,
166,1990-03-19T00:00:00,22.75,-158,125,HOT015,600.0,1930.0,1,0.27,0.23,1.723,,,,,,
167,1990-03-19T00:00:00,22.75,-158,125,HOT015,615.0,1900.0,0,0.27,0.23,0.725,0.1,,,,,
168,1990-03-19T00:00:00,22.75,-158,150,HOT015,600.0,1930.0,1,0.05,0.11,0.283,,,,,,
169,1990-03-19T00:00:00,22.75,-158,150,HOT015,615.0,1900.0,0,0.05,0.11,0.14,0.1,,,,,
170,1990-03-19T00:00:00,22.75,-158,175,HOT015,600.0,1930.0,1,0.04,0.05,0.133,,,,,,
171,1990-03-19T00:00:00,22.75,-158,175,HOT015,615.0,1900.0,0,0.04,0.05,0.11,0.09,,,,,
172,1990-04-13T00:00:00,22.75,-158,2,HOT016,630.0,1920.0,1,0.09,0.09,2.7,0.48,,,,,
173,1990-04-13T00:00:00,22.75,-158,2,HOT016,630.0,1920.0,0,0.09,0.09,4.15,0.13,,,,,
174,1990-04-13T00:00:00,22.75,-158,10,HOT016,630.0,1920.0,1,0.1,0.06,0.98,0.13,,,,,
175,1990-04-13T00:00:00,22.75,-158,10,HOT016,630.0,1920.0,0,0.1,0.06,2.715,0.15,,,,,
176,1990-04-13T00:00:00,22.75,-158,40,HOT016,630.0,1920.0,1,0.13,0.04,2.41,0.18,,,,,
177,1990-04-13T00:00:00,22.75,-158,40,HOT016,630.0,1920.0,0,0.13,0.04,2.425,0.18,,,,,
178,1990-04-13T00:00:00,22.75,-158,80,HOT016,630.0,1920.0,1,0.17,0.09,1.855,0.13,,,,,
179,1990-04-13T00:00:00,22.75,-158,80,HOT016,630.0,1920.0,0,0.17,0.09,1.57,0.21,,,,,
180,1990-04-13T00:00:00,22.75,-158,95,HOT016,630.0,1920.0,1,0.23,0.14,4.58,0.13,,,,,
181,1990-04-13T00:00:00,22.75,-158,95,HOT016,630.0,1920.0,0,0.23,0.14,1.11,0.07,,,,,
182,1990-04-13T00:00:00,22.75,-158,120,HOT016,630.0,1920.0,1,0.32,0.29,1.9,0.12,,,,,
183,1990-04-13T00:00:00,22.75,-158,120,HOT016,630.0,1920.0,0,0.32,0.29,0.4,0.05,,,,,
184,1990-04-13T00:00:00,22.75,-158,145,HOT016,630.0,1920.0,1,0.13,0.26,0.855,0.04,,,,,
185,1990-04-13T00:00:00,22.75,-158,145,HOT016,630.0,1920.0,0,0.13,0.26,0.1,0.04,,,,,
186,1990-04-13T00:00:00,22.75,-158,175,HOT016,630.0,1920.0,1,0.08,0.16,0.13,0.04,,,,,
187,1990-04-13T00:00:00,22.75,-158,175,HOT016,630.0,1920.0,0,0.08,0.16,0.04,0.03,,,,,
188,1990-05-09T00:00:00,22.75,-158,5,HOT017,545.0,1930.0,1,0.03,0.18,6.39,0.1,,,,,
189,1990-05-09T00:00:00,22.75,-158,5,HOT017,545.0,1930.0,0,0.03,0.18,7.315,0.09,,,,,
190,1990-05-09T00:00:00,22.75,-158,25,HOT017,545.0,1930.0,1,0.1,0.04,2.87,0.13,,,,,
191,1990-05-09T00:00:00,22.75,-158,25,HOT017,545.0,1930.0,0,0.1,0.04,6.555,0.17,,,,,
192,1990-05-09T00:00:00,22.75,-158,45,HOT017,545.0,1930.0,1,0.11,0.05,5.62,,,,,,
193,1990-05-09T00:00:00,22.75,-158,45,HOT017,545.0,1930.0,0,0.11,0.05,2.895,0.21,,,,,
194,1990-05-09T00:00:00,22.75,-158,75,HOT017,545.0,1930.0,1,0.14,0.07,2.905,0.14,,,,,
195,1990-05-09T00:00:00,22.75,-158,75,HOT017,545.0,1930.0,0,0.14,0.07,1.35,0.19,,,,,
196,1990-05-09T00:00:00,22.75,-158,100,HOT017,545.0,1930.0,1,0.5,0.49,4.685,0.08,,,,,
197,1990-05-09T00:00:00,22.75,-158,100,HOT017,545.0,1930.0,0,0.5,0.49,4.095,0.0,,,,,
198,1990-05-09T00:00:00,22.75,-158,125,HOT017,545.0,1930.0,1,0.28,0.37,1.1,0.03,,,,,
199,1990-05-09T00:00:00,22.75,-158,125,HOT017,545.0,1930.0,0,0.28,0.37,0.74,0.05,,,,,
200,1990-05-09T00:00:00,22.75,-158,150,HOT017,545.0,1930.0,1,0.1,0.14,0.17,0.03,,,,,
201,1990-05-09T00:00:00,22.75,-158,150,HOT017,545.0,1930.0,0,0.1,0.14,0.08,0.07,,,,,
202,1990-05-09T00:00:00,22.75,-158,175,HOT017,545.0,1930.0,1,0.06,0.12,0.07,0.06,,,,,
203,1990-05-09T00:00:00,22.75,-158,175,HOT017,545.0,1930.0,0,0.06,0.12,0.035,0.1,,,,,
204,1990-06-13T00:00:00,22.75,-158,5,HOT018,600.0,2000.0,1,0.05,0.02,3.31,0.197,,,,,
205,1990-06-13T00:00:00,22.75,-158,25,HOT018,600.0,2000.0,1,0.04,0.02,1.29,0.24,,,,,
206,1990-06-13T00:00:00,22.75,-158,45,HOT018,600.0,2000.0,1,0.06,0.03,1.27,0.2,,,,,
207,1990-06-13T00:00:00,22.75,-158,75,HOT018,600.0,2000.0,1,0.11,0.06,2.387,0.183,,,,,
208,1990-06-13T00:00:00,22.75,-158,100,HOT018,600.0,2000.0,1,0.22,0.27,4.18,0.123,,,,,
209,1990-06-13T00:00:00,22.75,-158,125,HOT018,600.0,2000.0,1,0.08,0.12,0.59,0.083,,,,,
210,1990-06-13T00:00:00,22.75,-158,150,HOT018,600.0,2000.0,1,0.02,0.04,0.087,0.057,,,,,
211,1990-06-13T00:00:00,22.75,-158,175,HOT018,600.0,2000.0,1,0.02,0.03,0.083,0.05,,,,,
212,1990-07-25T00:00:00,22.75,-158,5,HOT019,630.0,1940.0,1,0.04,0.02,1.923,0.207,,,,,
213,1990-07-25T00:00:00,22.75,-158,25,HOT019,630.0,1940.0,1,0.04,0.02,1.44,0.16,,,,,
214,1990-07-25T00:00:00,22.75,-158,45,HOT019,630.0,1940.0,1,0.08,0.04,4.227,0.17,,,,,
215,1990-07-25T00:00:00,22.75,-158,75,HOT019,630.0,1940.0,1,0.11,0.06,3.26,0.177,,,,,
216,1990-07-25T00:00:00,22.75,-158,100,HOT019,630.0,1940.0,1,0.2,0.16,3.243,0.113,,,,,
217,1990-07-25T00:00:00,22.75,-158,125,HOT019,630.0,1940.0,1,0.08,0.1,0.393,0.07,,,,,
218,1990-07-25T00:00:00,22.75,-158,150,HOT019,630.0,1940.0,1,0.04,0.08,0.16,0.073,,,,,
219,1990-07-25T00:00:00,22.75,-158,175,HOT019,630.0,1940.0,1,0.02,0.05,,0.063,,,,,
220,1990-12-18T00:00:00,22.75,-158,5,HOT022,612.0,2000.0,1,0.09,0.04,5.017,0.137,,,,,
221,1990-12-18T00:00:00,22.75,-158,25,HOT022,612.0,2000.0,1,0.09,0.04,4.74,0.143,,,,,
222,1990-12-18T00:00:00,22.75,-158,45,HOT022,612.0,2000.0,1,0.09,0.05,3.117,0.143,,,,,
223,1990-12-18T00:00:00,22.75,-158,75,HOT022,612.0,2000.0,1,0.1,0.04,1.093,0.153,,,,,
224,1990-12-18T00:00:00,22.75,-158,100,HOT022,612.0,2000.0,1,0.15,0.22,0.897,0.077,,,,,
225,1990-12-18T00:00:00,22.75,-158,125,HOT022,612.0,2000.0,1,0.05,0.12,0.17,0.073,,,,,
226,1990-12-18T00:00:00,22.75,-158,150,HOT022,612.0,2000.0,1,0.01,0.02,0.045,0.063,,,,,
227,1991-02-04T00:00:00,22.75,-158,5,HOT023,708.0,1910.0,1,0.068,0.015,5.72,0.083,,,,,
228,1991-02-04T00:00:00,22.75,-158,25,HOT023,708.0,1910.0,1,0.059,0.015,5.473,0.073,,,,,
229,1991-02-04T00:00:00,22.75,-158,75,HOT023,708.0,1910.0,1,0.102,0.037,2.6,0.073,,,,,
230,1991-02-04T00:00:00,22.75,-158,100,HOT023,708.0,1910.0,1,0.139,0.022,0.967,0.05,,,,,
231,1991-02-04T00:00:00,22.75,-158,125,HOT023,708.0,1910.0,1,0.129,0.192,0.55,0.033,,,,,
232,1991-02-04T00:00:00,22.75,-158,150,HOT023,708.0,1910.0,1,,,0.067,0.027,,,,,
233,1991-02-04T00:00:00,22.75,-158,175,HOT023,708.0,1910.0,1,,,0.02,0.033,,,,,
234,1991-04-10T00:00:00,22.75,-158,5,HOT025,600.0,2000.0,1,0.088,0.068,5.04,0.097,,,,,
235,1991-04-10T00:00:00,22.75,-158,25,HOT025,600.0,2000.0,1,0.09,0.07,6.653,0.107,,,,,
236,1991-04-10T00:00:00,22.75,-158,45,HOT025,600.0,2000.0,1,0.091,0.082,5.09,0.133,,,,,
237,1991-04-10T00:00:00,22.75,-158,75,HOT025,600.0,2000.0,1,0.131,0.099,2.853,0.143,,,,,
238,1991-04-10T00:00:00,22.75,-158,100,HOT025,600.0,2000.0,1,0.187,0.216,1.573,0.08,,,,,
