   Id       ,	yymmdd_in,     yymmdd_out,       decy_in ,       decy_out,      hhmm_in,       hhmm_out,         Lat_in,          Lat_out,      Long_in,         Long_out,      QF,     dep1,   pres ,     temp,        salt   ,           lt1,    lt2,  lt3  ,  dark ,	t0    ,  pp   , 
  1017208105	  20030204	  20030204	  2003.097	  -999.000	    -999	    -999	  31.669	  -999.000	  64.172	  -999.000	  2	 80.0	-999.0	-999.000	  36.713	   2.71	   2.91	   2.96	   0.72	   0.72	   2.14
  1017208106	  20030204	  20030204	  2003.097	  -999.000	    -999	    -999	  31.669	  -999.000	  64.172	  -999.000	  2	100.0	-999.0	-999.000	  36.678	   1.29	   1.33	   1.26	   0.60	   0.50	   0.70
  1017208107	  20030204	  20030204	  2003.097	  -999.000	    -999	    -999	  31.669	  -999.000	  64.172	  -999.000	  2	120.0	-999.0	-999.000	  36.698	   0.68	   0.65	   0.72	   0.61	   0.56	   0.07
  1017208108	  20030204	  20030204	  2003.097	  -999.000	    -999	    -999	  31.669	  -999.000	  64.172	  -999.000	  2	140.0	-999.0	-999.000	  36.689	   0.52	   0.74	   0.55	   0.52	   0.61	   0.08
  1017308101	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	  1.0	-999.0	-999.000	  36.731	   7.58	   7.42	   7.80	   0.61	   0.50	   6.99
  1017308102	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	 20.0	-999.0	-999.000	  36.730	   7.93	   7.53	   7.47	   0.62	   0.45	   7.02
  1017308103	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	 40.0	-999.0	-999.000	  36.710	   6.03	   6.81	   6.74	   0.75	   0.43	   5.78
  1017308104	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	 60.0	-999.0	-999.000	  36.699	   3.15	   3.27	   3.11	   0.54	   0.38	   2.64
  1017308105	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	 80.0	-999.0	-999.000	  36.713	   1.42	   1.51	   1.43	   0.70	   0.60	   0.76
  1017308106	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	100.0	-999.0	-999.000	  36.676	   0.76	   0.79	   0.77	   0.49	   0.48	   0.28
  1017308107	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	120.0	-999.0	-999.000	  36.662	   0.81	   0.82	   0.80	   0.58	   0.41	   0.23
  1017308108	  20030221	  20030221	  2003.144	  -999.000	    -999	    -999	  31.673	  -999.000	  64.169	  -999.000	  2	140.0	-999.0	-999.000	  36.662	   0.62	   0.60	   0.62	   0.50	   0.49	   0.11
  2017308101	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	  1.0	-999.0	-999.000	  36.635	  26.19	  24.91	  25.00	   1.09	   1.55	  24.28
  2017308102	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	 20.0	-999.0	-999.000	  36.634	  19.25	  18.59	  19.11	   1.27	   0.91	  17.71
  2017308103	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	 40.0	-999.0	-999.000	  36.633	   8.63	   7.63	   8.23	   0.79	   0.75	   7.37
  2017308104	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	 60.0	-999.0	-999.000	  36.635	   3.81	   4.27	   3.83	   0.80	   0.78	   3.17
  2017308105	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	 80.0	-999.0	-999.000	  36.644	   1.77	   1.76	   1.69	   1.01	   1.58	   0.72
  2017308106	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	100.0	-999.0	-999.000	  36.643	   1.69	   1.24	   1.27	   0.78	   0.82	   0.63
  2017308107	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	120.0	-999.0	-999.000	  36.634	   0.58	   1.09	   1.01	   0.65	   0.99	   0.24
  2017308108	  20030304	  20030304	  2003.174	  -999.000	    -999	    -999	  31.664	  -999.000	  64.167	  -999.000	  2	140.0	-999.0	-999.000	  36.639	   0.62	   0.78	   1.37	   0.72	   0.91	   0.20
  1017408101	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	  1.0	-999.0	-999.000	  36.674	  12.52	  13.02	  12.04	   0.86	   0.84	  11.67
  1017408102	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	 20.0	-999.0	-999.000	  36.672	  14.85	  14.53	  14.96	   0.96	   0.65	  13.82
  1017408103	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	 40.0	-999.0	-999.000	  36.672	  11.43	  11.77	  12.75	   1.02	   0.65	  10.96
  1017408104	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	 60.0	-999.0	-999.000	  36.667	   7.28	   8.43	   7.92	   0.87	   0.67	   7.00
  1017408105	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	 80.0	-999.0	-999.000	  36.660	   3.88	   4.02	   3.63	   0.96	   0.76	   2.88
  1017408106	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	100.0	-999.0	-999.000	  36.626	   1.94	   1.79	   1.66	   0.73	   0.55	   1.07
  1017408107	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	120.0	-999.0	-999.000	  36.620	   1.15	   0.99	   0.99	   0.65	   0.66	   0.39
  1017408108	  20030321	  20030321	  2003.220	  -999.000	    -999	    -999	  31.670	  -999.000	  64.171	  -999.000	  2	140.0	-999.0	-999.000	  36.616	   0.88	   0.74	   0.72	   0.77	   0.61	   0.00
  1017508101	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	  1.0	-999.0	-999.000	  36.585	   6.15	   6.36	   6.82	   0.88	   0.62	   5.56
  1017508102	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	 20.0	-999.0	-999.000	  36.625	   7.29	   6.58	   7.69	   1.01	   1.41	   6.17
  1017508103	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	 40.0	-999.0	-999.000	  36.639	   7.16	   7.65	   7.14	   0.83	   0.89	   6.48
  1017508104	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	 60.0	-999.0	-999.000	  36.639	   5.79	   5.92	   6.58	   0.89	   1.10	   5.21
  1017508105	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	 80.0	-999.0	-999.000	  36.627	   4.18	   4.34	   4.55	   0.94	   0.68	   3.41
  1017508106	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	100.0	-999.0	-999.000	  36.630	   3.61	   4.04	   4.25	   0.84	   0.86	   3.13
  1017508107	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	120.0	-999.0	-999.000	  36.623	   1.05	   0.87	   1.12	   0.65	   1.13	   0.36
  1017508108	  20030402	  20030402	  2003.253	  -999.000	    -999	    -999	  31.664	  -999.000	  64.161	  -999.000	  2	140.0	-999.0	-999.000	  36.616	   0.58	   0.70	   0.76	   0.58	   0.84	   0.10
  2017408101	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	  1.0	-999.0	-999.000	  36.620	  15.29	  17.91	  16.20	   2.10	   1.97	  14.36
  2017408102	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	 20.0	-999.0	-999.000	  36.621	  18.63	  19.85	  19.70	   2.41	   2.22	  16.99
  2017408103	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	 40.0	-999.0	-999.000	  36.620	  15.44	  18.64	  19.92	   1.78	   2.22	  16.22
  2017408104	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	 60.0	-999.0	-999.000	  36.619	  17.08	  20.06	  20.40	   2.00	   1.93	  17.18
  2017408105	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	 80.0	-999.0	-999.000	  36.626	   4.68	   4.87	   4.61	   1.41	   3.00	   3.31
  2017408106	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	100.0	-999.0	-999.000	  36.606	   1.86	   2.11	   2.00	   1.26	   2.91	   0.74
  2017408107	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	120.0	-999.0	-999.000	  36.596	   1.44	   1.38	   1.37	   1.09	   2.68	   0.30
  2017408108	  20030403	  20030403	  2003.256	  -999.000	    -999	    -999	  31.668	  -999.000	  64.167	  -999.000	  2	140.0	-999.0	-999.000	  36.584	   1.00	   1.41	   1.12	   0.91	   2.45	   0.27
  1017608101	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	  1.0	-999.0	-999.000	  36.669	   6.15	   6.36	   6.82	   0.88	   0.62	   5.56
  1017608102	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	 20.0	-999.0	-999.000	  36.669	   7.29	   6.58	   7.69	   1.01	   1.41	   6.17
  1017608103	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	 40.0	-999.0	-999.000	  36.675	   7.16	   7.65	   7.14	   0.83	   0.89	   6.48
  1017608104	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	 60.0	-999.0	-999.000	  36.697	   5.79	   5.92	   6.58	   0.89	   1.10	   5.21
  1017608105	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	 80.0	-999.0	-999.000	  36.597	   4.18	   4.34	   4.55	   0.94	   0.68	   3.41
  1017608106	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	100.0	-999.0	-999.000	  36.657	   3.61	   4.04	   4.25	   0.84	   0.86	   3.13
  1017608107	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	120.0	-999.0	-999.000	  36.633	   1.05	   0.87	   1.12	   0.65	   1.13	   0.36
  1017608108	  20030520	  20030520	  2003.384	  -999.000	    -999	    -999	  31.664	  -999.000	  64.171	  -999.000	  2	140.0	-999.0	-999.000	  36.645	   0.58	   0.70	   0.76	   0.58	   0.84	   0.10
  1017708101	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	  1.0	-999.0	-999.000	  36.397	   5.01	   4.97	   5.75	   0.68	   0.55	   4.56
  1017708102	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	 20.0	-999.0	-999.000	  36.458	   6.75	   7.06	   6.79	   0.86	   0.57	   6.01
  1017708103	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	 40.0	-999.0	-999.000	  36.595	   7.69	   7.40	   6.94	   0.82	   0.66	   6.52
  1017708104	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	 60.0	-999.0	-999.000	  36.612	   6.69	   6.83	   7.23	   0.95	   0.58	   5.97
  1017708105	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	 80.0	-999.0	-999.000	  36.592	   5.12	   4.92	   5.08	   0.91	   0.64	   4.14
  1017708106	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	100.0	-999.0	-999.000	  36.597	   4.46	   4.76	   4.71	   0.75	   0.65	   3.89
  1017708107	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	120.0	-999.0	-999.000	  36.589	   1.75	   1.93	   2.01	   0.70	   0.73	   1.20
  1017708108	  20030704	  20030704	  2003.508	  -999.000	    -999	    -999	  31.665	  -999.000	  64.174	  -999.000	  2	140.0	-999.0	-999.000	  36.539	   0.78	   0.90	   0.82	   0.68	   0.65	   0.15
  1017808101	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	  1.0	-999.0	-999.000	  36.456	   7.27	   7.30	   7.28	   0.79	   0.69	   6.49
  1017808102	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	 20.0	-999.0	-999.000	  36.464	   7.23	   6.78	   6.91	   0.89	   0.86	   6.08
  1017808103	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	 40.0	-999.0	-999.000	  36.556	   8.03	   8.14	   7.96	   0.92	   0.76	   7.12
  1017808104	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	 60.0	-999.0	-999.000	  36.574	   6.22	   6.32	   7.23	   0.90	   0.63	   5.69
  1017808105	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	 80.0	-999.0	-999.000	  36.575	   4.57	   4.61	   3.89	   0.82	   0.55	   3.53
  1017808106	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	100.0	-999.0	-999.000	  36.565	   2.19	   2.44	   2.31	   0.95	   0.62	   1.36
  1017808107	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	120.0	-999.0	-999.000	  36.569	   1.64	   1.64	   1.60	   0.62	   0.59	   1.01
  1017808108	  20030715	  20030715	  2003.538	  -999.000	    -999	    -999	  31.663	  -999.000	  64.172	  -999.000	  2	140.0	-999.0	-999.000	  36.563	   1.27	   1.07	   1.24	   0.75	   0.58	   0.44
  1017908101	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	  1.0	-999.0	-999.000	  36.619	   6.44	   6.39	   7.03	   2.16	   2.04	   4.45
  1017908102	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	 20.0	-999.0	-999.000	  36.622	   7.06	   7.34	   8.26	   1.41	   1.21	   6.14
  1017908103	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	 40.0	-999.0	-999.000	  36.657	   7.58	   7.97	   7.34	   2.30	   1.41	   5.33
  1017908104	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	 60.0	-999.0	-999.000	  36.641	   6.37	   6.32	   6.20	   1.47	   1.18	   4.83
  1017908105	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	 80.0	-999.0	-999.000	  36.604	   5.10	   4.76	   5.31	   1.93	   2.94	   3.12
  1017908106	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	100.0	-999.0	-999.000	  36.571	   3.11	   2.88	   3.47	   1.62	   1.47	   1.53
  1017908107	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	120.0	-999.0	-999.000	  36.618	   2.76	   2.26	   2.34	   1.37	   1.05	   1.08
  1017908108	  20030812	  20030812	  2003.615	  -999.000	    -999	    -999	  31.667	  -999.000	  64.169	  -999.000	  2	140.0	-999.0	-999.000	  36.637	   1.49	   1.04	   3.85	   1.02	   0.77	   1.11
  1018008101	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	  1.0	-999.0	-999.000	  36.471	   7.77	   8.18	   8.21	   0.77	   0.66	   7.28
  1018008102	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	 20.0	-999.0	-999.000	  36.546	   7.16	   7.00	   6.13	   0.89	   0.61	   5.87
  1018008103	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	 40.0	-999.0	-999.000	  36.523	   6.28	   6.51	   6.29	   0.80	   0.74	   5.56
  1018008104	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	 60.0	-999.0	-999.000	  36.559	   7.57	   8.61	   7.71	   0.72	   0.70	   7.24
  1018008105	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	 80.0	-999.0	-999.000	  36.621	   3.86	  10.07	   7.10	   0.74	   0.68	   6.28
  1018008106	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	100.0	-999.0	-999.000	  36.641	   2.42	   2.60	   2.33	   0.53	   0.90	   1.92
  1018008107	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	120.0	-999.0	-999.000	  36.639	   1.25	   1.22	   1.05	   0.78	   0.74	   0.39
  1018008108	  20030919	  20030919	  2003.719	  -999.000	    -999	    -999	  31.662	  -999.000	  64.154	  -999.000	  2	140.0	-999.0	-999.000	  36.624	   0.73	   0.66	   0.74	   0.64	   0.68	   0.08
  1018108101	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	  1.0	-999.0	-999.000	  36.386	   6.12	   6.03	   6.31	   1.04	   0.71	   5.11
  1018108102	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	 20.0	-999.0	-999.000	  36.391	   6.64	   6.89	   7.45	   0.83	   0.44	   6.16
  1018108103	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	 40.0	-999.0	-999.000	  36.388	   6.29	   6.07	   5.87	   1.21	   0.74	   4.87
  1018108104	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	 60.0	-999.0	-999.000	  36.614	   9.05	   8.05	   8.83	   0.99	   0.96	   7.65
  1018108105	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	 80.0	-999.0	-999.000	  36.609	   3.49	   4.02	   3.92	   0.93	   0.71	   2.87
  1018108106	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	100.0	-999.0	-999.000	  36.628	   1.99	   2.11	   2.66	   0.86	   0.68	   1.39
  1018108107	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	120.0	-999.0	-999.000	  36.547	   1.00	   1.01	   1.23	   0.84	   0.80	   0.24
  1018108108	  20031003	  20031003	  2003.757	  -999.000	    -999	    -999	  31.671	  -999.000	  64.171	  -999.000	  2	140.0	-999.0	-999.000	  36.623	   0.84	   1.01	   0.84	   0.87	   0.84	   0.03
  1018208101	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	  1.0	-999.0	-999.000	  36.379	   5.80	   7.04	   6.92	   0.79	   0.52	   5.80
  1018208102	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	 20.0	-999.0	-999.000	  36.379	   7.02	   6.92	   6.75	   0.75	   0.48	   6.14
  1018208103	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	 40.0	-999.0	-999.000	  36.378	   4.88	   5.98	   5.65	   0.77	   0.60	   4.73
  1018208104	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	 60.0	-999.0	-999.000	  36.382	   4.13	   4.24	   4.51	   0.83	   0.64	   3.46
  1018208105	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	 80.0	-999.0	-999.000	  36.492	   5.75	   4.63	   4.71	   0.66	   0.52	   4.37
  1018208106	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	100.0	-999.0	-999.000	  36.697	   1.54	   1.23	   1.23	   0.60	   0.50	   0.74
  1018208107	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	120.0	-999.0	-999.000	  36.587	   0.71	   0.69	   0.73	   0.50	   0.62	   0.21
  1018208108	  20031104	  20031104	  2003.845	  -999.000	    -999	    -999	  31.666	  -999.000	  64.167	  -999.000	  2	140.0	-999.0	-999.000	  36.661	   0.52	   0.50	   0.54	   0.54	   0.54	  -0.02
  1018308101	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	  1.0	-999.0	-999.000	  36.819	   5.37	   5.32	   5.32	   0.73	   0.56	   4.60
  1018308102	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	 20.0	-999.0	-999.000	  36.815	   6.56	   6.11	   6.95	   1.16	   0.66	   5.38
  1018308103	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	 40.0	-999.0	-999.000	  36.819	   5.03	   4.97	   5.22	   1.03	   0.69	   4.05
  1018308104	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	 60.0	-999.0	-999.000	  36.816	   4.07	   3.85	   4.05	   0.86	   0.80	   3.13
  1018308105	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	 80.0	-999.0	-999.000	  36.808	   3.05	   2.59	   2.77	   0.67	   0.59	   2.14
  1018308106	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	100.0	-999.0	-999.000	  36.648	   2.71	   2.54	   2.23	   0.75	   0.57	   1.75
  1018308107	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	120.0	-999.0	-999.000	  36.640	   1.05	   1.00	   1.10	   0.69	   0.66	   0.36
  1018308108	  20031202	  20031202	  2003.922	  -999.000	    -999	    -999	  31.663	  -999.000	  64.173	  -999.000	  2	140.0	-999.0	-999.000	  36.682	   0.74	   0.57	   0.55	   0.79	   0.55	  -0.17
  1018408101	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	  1.0	-999.0	-999.000	  36.694	  16.80	  16.21	  17.59	   0.94	   0.73	  15.92
  1018408102	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	 20.0	-999.0	-999.000	  36.694	  18.11	  11.57	  16.96	   1.02	   0.66	  14.52
  1018408103	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	 40.0	-999.0	-999.000	  36.695	   9.67	   9.23	   8.84	   0.93	   0.81	   8.31
  1018408104	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	 60.0	-999.0	-999.000	  36.693	   3.77	   3.97	   3.93	   0.80	   0.67	   3.09
  1018408105	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	 80.0	-999.0	-999.000	  36.694	   1.62	   1.78	   1.83	   0.77	   0.87	   0.97
  1018408106	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	100.0	-999.0	-999.000	  36.694	   0.97	   0.93	   0.87	   0.80	   0.65	   0.12
  1018408107	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	120.0	-999.0	-999.000	  36.693	   0.75	   0.74	   0.81	   0.80	   0.85	  -0.03
  1018408108	  20040127	  20040127	  2004.075	  -999.000	    -999	    -999	  31.665	  -999.000	  64.164	  -999.000	  2	140.0	-999.0	-999.000	  36.690	   0.66	   0.68	   0.64	   0.84	   0.74	  -0.18
  2018408101	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	  1.0	-999.0	-999.000	  36.738	  11.63	  12.03	  12.09	   0.68	   0.53	  11.24
  2018408102	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	 20.0	-999.0	-999.000	  36.737	  14.09	  14.50	  14.15	   0.96	   0.37	  13.29
  2018408103	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	 40.0	-999.0	-999.000	  36.740	  10.74	  10.34	   8.27	   2.55	   0.86	   7.24
  2018408104	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	 60.0	-999.0	-999.000	  36.729	   6.13	   6.07	   6.46	   0.88	   0.51	   5.34
  2018408105	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	 80.0	-999.0	-999.000	  36.722	   3.03	   2.72	   2.29	   0.68	   0.50	   2.00
  2018408106	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	100.0	-999.0	-999.000	  36.745	   1.46	   1.66	   1.52	   0.77	   0.53	   0.78
  2018408107	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	120.0	-999.0	-999.000	  36.705	   0.99	   1.22	   1.17	   0.79	   0.82	   0.34
  2018408108	  20040214	  20040214	  2004.124	  -999.000	    -999	    -999	  31.664	  -999.000	  64.166	  -999.000	  2	140.0	-999.0	-999.000	  36.700	   1.01	   0.84	   0.74	   0.77	   0.47	   0.10
  1018508101	  20040224	  20040224	  2004.152	  -999.000	    -999	    -999	  31.658	  -999.000	  64.167	  -999.000	  2	  1.0	-999.0	-999.000	  36.735	  15.52	  14.57	  15.41	   0.76	   0.44	  14.41
