time,latitude,longitude,depth,zooplankton_dry_weight
1995-08-28 10:45:00,22.5,-158.0,250.0,0.2226
1995-08-28 10:45:00,22.5,-158.0,250.0,1.075
1995-08-29 10:12:00,22.5,-158.0,200.0,0.0031
1995-08-29 10:12:00,22.5,-158.0,200.0,0.0214
1995-08-29 10:12:00,22.5,-158.0,200.0,0.0345
1995-08-29 10:12:00,22.5,-158.0,200.0,0.0613
1995-08-29 10:12:00,22.5,-158.0,200.0,0.063
1995-08-29 10:12:00,22.5,-158.0,200.0,0.1833
1995-08-29 13:09:00,22.5,-158.0,150.0,0.0203
1995-08-29 13:09:00,22.5,-158.0,150.0,0.0766
1995-08-29 13:09:00,22.5,-158.0,150.0,0.1974
1995-08-29 13:09:00,22.5,-158.0,150.0,0.2083
1995-08-29 13:09:00,22.5,-158.0,150.0,0.1863
1995-08-29 13:09:00,22.5,-158.0,150.0,0.6889
1995-08-29 22:35:00,22.5,-158.0,250.0,0.0768
1995-08-29 22:35:00,22.5,-158.0,250.0,0.2785
1995-08-29 22:35:00,22.5,-158.0,250.0,0.319
1995-08-29 22:35:00,22.5,-158.0,250.0,0.2326
1995-08-29 22:35:00,22.5,-158.0,250.0,0.1629
1995-08-29 22:35:00,22.5,-158.0,250.0,1.0697
1995-08-30 01:21:00,22.5,-158.0,200.0,0.1271
1995-08-30 01:21:00,22.5,-158.0,200.0,0.4005
1995-08-30 01:21:00,22.5,-158.0,200.0,0.2879
1995-08-30 01:21:00,22.5,-158.0,200.0,0.2441
1995-08-30 01:21:00,22.5,-158.0,200.0,0.2274
1995-08-30 01:21:00,22.5,-158.0,200.0,1.287
1995-08-30 11:20:00,22.5,-158.0,200.0,0.0407
1995-08-30 11:20:00,22.5,-158.0,200.0,0.1196
1995-08-30 11:20:00,22.5,-158.0,200.0,0.1348
1995-08-30 11:20:00,22.5,-158.0,200.0,0.1974
1995-08-30 11:20:00,22.5,-158.0,200.0,0.174
1995-08-30 11:20:00,22.5,-158.0,200.0,0.6664
1995-09-26 22:15:00,22.5,-158.0,150.0,0.0398
1995-09-26 22:15:00,22.5,-158.0,150.0,0.2508
1995-09-26 22:15:00,22.5,-158.0,150.0,0.1224
1995-09-26 22:15:00,22.5,-158.0,150.0,0.1608
1995-09-26 22:15:00,22.5,-158.0,150.0,0.1275
1995-09-26 22:15:00,22.5,-158.0,150.0,0.7013
1995-09-27 10:10:00,22.5,-158.0,200.0,-9.0
1995-09-27 10:10:00,22.5,-158.0,200.0,-9.0
1995-09-27 10:10:00,22.5,-158.0,200.0,-9.0
1995-09-27 10:10:00,22.5,-158.0,200.0,-9.0
1995-09-27 10:10:00,22.5,-158.0,200.0,-9.0
1995-09-27 10:10:00,22.5,-158.0,200.0,-9.0
1995-09-27 22:10:00,22.5,-158.0,150.0,0.0934
1995-09-27 22:10:00,22.5,-158.0,150.0,0.441
1995-09-27 22:10:00,22.5,-158.0,150.0,0.2532
1995-09-27 22:10:00,22.5,-158.0,150.0,0.1995
1995-09-27 22:10:00,22.5,-158.0,150.0,0.1251
1995-09-27 22:10:00,22.5,-158.0,150.0,1.1122
1995-09-28 00:32:00,22.5,-158.0,150.0,0.1055
1995-09-28 00:32:00,22.5,-158.0,150.0,0.3514
1995-09-28 00:32:00,22.5,-158.0,150.0,0.3014
1995-09-28 00:32:00,22.5,-158.0,150.0,0.2258
1995-09-28 00:32:00,22.5,-158.0,150.0,0.1946
1995-09-28 00:32:00,22.5,-158.0,150.0,1.1788
